The Berlin Cup Sponsored by GAN
Top 64 Qualify.
Rank,First Name,Last Name,AO5,Scores
36th,Amanda,Davis,21.62,"[25.09, 22.5, 22.43, 19.94, 18.02]"
37th,Suzanne,Weiss,21.75,"[25.95, 19.15, 21.89, 21.32, 22.05]"
38th,Conor,Evans,21.77,"[22.12, 21.54, 25.13, 19.71, 21.65]"
39th,Michelle,Hart,21.78,"[21.48, 22.17, 21.69, 17.78, 22.98]"
40th,Trevor,Benson,21.84,"[24.38, 19.04, 21.21, 23.4, 20.92]"
41st,Alexandria,Perez,21.88,"[23.96, 19.19, 23.11, 21.76, 20.78]"
42nd,Marissa,Scott,21.88,"[21.33, 21.91, 22.4, 21.33, 22.64]"
43rd,Elizabeth,Williams,21.94,"[22.69, 23.7, 20.22, 20.87, 22.27]"
44th,Patricia,Ross,21.98,"[26.21, 19.55, 23.15, 21.71, 21.07]"
45th,Jessica,Lane,21.99,"[16.61, 20.62, 23.03, 23.96, 22.31]"
46th,Denise,Harrison,22.02,"[21.95, 20.95, 23.15, 23.69, 18.89]"
47th,Brooke,Hunter,22.02,"[21.55, 24.21, 20.31, 19.06, 25.23]"
48th,Michele,Cordova,22.06,"[21.71, 'DNF', 21.56, 22.23, 22.25]"
49th,Sarah,Torres,22.08,"[21.87, 19.18, 22.08, 22.74, 22.28]"
50th,Daria,Buchkovsky,22.1,"[20.97, 21.93, 23.73, 22.3, 22.08]"
51st,Kayla,Johnson,22.16,"[20.38, 21.55, 'DNF', 21.85, 23.08]"
52nd,Kimberly,Williams,22.16,"[20.14, 20.71, 21.65, 26.01, 24.11]"
53rd,Eric,Graham,22.2,"[21.27, 23.71, 22.41, 22.93, 19.74]"
54th,Steven,Carpenter,22.21,"[16.89, 23.5, 23.65, 21.08, 22.06]"
55th,Robin,Wells,22.21,"[21.02, 24.49, 24.05, 20.38, 21.56]"
56th,James,Wade,22.21,"[19.46, 23.78, 23.13, 20.94, 22.56]"
57th,Denise,Diaz,22.23,"[22.54, 19.98, 23.15, 23.03, 21.11]"
58th,Scott,Bryant,22.28,"[22.98, 21.78, 'DNF', 21.06, 22.07]"
59th,Christine,Hicks,22.28,"[23.31, 20.13, 21.69, 23.48, 21.84]"
60th,Sandra,Collins,22.33,"[22.17, 21.38, 23.44, 25.37, 18.35]"
61st,Carlos,Thompson,22.33,"[22.93, 22.19, 19.18, 21.86, 23.32]"
62nd,Nicole,Young,22.34,"[22.15, 21.9, 21.18, 22.97, 23.62]"
63rd,Chad,Thomas,22.36,"[24.36, 21.91, 22.65, 22.51, 18.93]"
64th,Karen,Castro,22.38,"[20.51, 21.97, 24.52, 23.66, 21.5]"
65th,Anita,Buchanan,22.56,"[24.39, 21.79, 21.5, 24.56, 20.03]"
66th,James,Howard,22.59,"[22.21, 25.23, 19.01, 20.32, 25.68]"
67th,Michelle,Boyle,22.62,"[22.17, 23.37, 23.18, 21.86, 22.5]"
68th,Cynthia,Silva,22.63,"[22.64, 20.65, 22.94, 25.11, 22.3]"
69th,James,Horne,22.65,"[22.11, 24.8, 19.86, 25.39, 21.04]"
70th,Tiffany,Owens,22.78,"[16.16, 23.23, 23.23, 24.85, 21.87]"
71st,Douglas,Robinson,22.79,"[23.64, 23.11, 21.63, 20.62, 26.32]"
72nd,Whitney,Nicholson,22.81,"[20.09, 23.56, 26.52, 20.19, 24.69]"
73rd,Terrance,Fowler,23.04,"[23.37, 21.92, 22.84, 22.92, 23.96]"
74th,Jared,Hahn,23.04,"[19.55, 21.97, 24.75, 26.28, 22.4]"
75th,Regina,Erickson,23.12,"['DNF', 23.22, 23.73, 22.4, 21.99]"
76th,Rebecca,Brown,23.17,"[23.5, 23.18, 20.35, 23.8, 22.82]"
77th,Danielle,Knapp,23.18,"[21.73, 24.73, 20.68, 23.07, 26.26]"
78th,Christopher,Kim,23.2,"[24.63, 23.9, 23.37, 20.42, 22.33]"
79th,Krystal,Kane,23.37,"[22.86, 18.66, 24.36, 25.18, 22.88]"
80th,Duane,Smith,23.48,"[20.36, 23.33, 22.36, 25.6, 24.75]"
81st,Heather,Soto,23.51,"[23.26, 23.21, 26.13, 24.05, 18.88]"
82nd,Allen,Cook,23.56,"[24.76, 20.83, 22.44, 23.78, 24.46]"
83rd,Elizabeth,Strong,23.59,"[25.53, 25.02, 24.4, 21.35, 21.28]"
84th,James,Gamble,23.62,"[23.15, 24.41, 24.76, 20.18, 23.31]"
85th,James,Martin,23.62,"[23.6, 24.9, 20.67, 23.23, 24.03]"
86th,Robert,Young,23.8,"[22.46, 23.6, 22.09, 'DNF', 25.34]"
87th,Karen,Hunter,23.82,"[23.49, 23.79, 24.18, 22.68, 26.51]"
88th,Angela,Jordan,23.83,"['DNF', 21.33, 22.17, 25.31, 24.01]"
89th,Donald,Levy,23.84,"[23.1, 23.04, 25.14, 25.35, 23.28]"
90th,Stacy,Roberson,24.11,"['DNF', 22.53, 23.04, 22.32, 26.75]"
91st,Austin,Carpenter,24.11,"[25.0, 22.87, 25.68, 24.46, 22.48]"
92nd,Taylor,Roach,24.14,"[25.67, 21.73, 25.57, 20.18, 25.12]"
93rd,Lonnie,Green,24.27,"[23.22, 25.13, 22.22, 25.04, 24.55]"
94th,Brittany,Obrien,24.5,"[25.15, 20.3, 23.48, 25.9, 24.88]"
95th,Stacey,Matthews,24.74,"[21.53, 25.64, 27.5, 26.05, 22.53]"
96th,Jennifer,Bass,24.77,"[23.79, 25.03, 26.93, 25.45, 23.83]"
97th,Justin,Santos,24.98,"[25.9, 24.41, 24.62, 21.34, 27.94]"
98th,Brittany,Carroll,24.99,"[23.63, 24.68, 25.24, 25.05, 27.82]"
99th,Lynn,Cohen,25.25,"[25.15, 26.35, 24.25, 27.72, 22.83]"
100th,James,Johnston,25.54,"[25.5, 22.65, 26.62, 24.51, 27.05]"
