Rank,First Name,Last Name,Time,Event Num,Event
51st,Henry,Hunter,15.15,S1E1,The Milwaukee Cup Sponsored by GAN
52nd,Tanya,Lee,15.15,S1E11,Season 1 Championship in Manhattan
53rd,Cheryl,Jackson,15.15,S2E2,The Wuhan Open Tournament in China
54th,Conor,Evans,15.16,S1E1,The Milwaukee Cup Sponsored by GAN
55th,Robert,Young,15.16,S1E3,The Las Vegas Big Double in United States
56th,Robert,Young,15.17,S1E2,The Bangkok Cup Sponsored by GAN
57th,Emerson,Tichenor,15.18,S1E1,The Milwaukee Cup Sponsored by GAN
58th,Eric,Graham,15.19,S1E8,The Ho Chi Minh City Cubing Invitational
59th,Tanya,Lee,15.21,S1E1,The Milwaukee Cup Sponsored by GAN
60th,Tanya,Lee,15.21,S2E1,The Japan Open in Tokyo
61st,Conor,Evans,15.25,S1E6,The Nagoya Big Double
62nd,Daria,Buchkovsky,15.27,S1E5,The South Bend Open Tournament in United States
63rd,Stephanie,Cain,15.27,S2E2,The Wuhan Open Tournament in China
64th,Eric,Graham,15.28,S2E2,The Wuhan Open Tournament in China
65th,Michelle,Hart,15.33,S1E3,The Las Vegas Big Double in United States
66th,Robert,Young,15.33,S1E8,The Ho Chi Minh City Cubing Invitational
67th,Robert,Young,15.39,S1E4,The Johannesburg Open Tournament in South Africa
68th,Robin,Wells,15.4,S2E1,The Japan Open in Tokyo
69th,Michelle,Hart,15.41,S1E7,The Shanghai Cup Sponsored by GAN
70th,Robert,Andrews,15.42,S1E7,The Shanghai Cup Sponsored by GAN
71st,Tanya,Lee,15.42,S1E9,The Manchester Cubing Invitational
72nd,Antonio,Valencia,15.46,S1E8,The Ho Chi Minh City Cubing Invitational
73rd,Robert,Young,15.47,S1E3,The Las Vegas Big Double in United States
74th,Emerson,Tichenor,15.47,S1E8,The Ho Chi Minh City Cubing Invitational
75th,Bradley,Cross,15.47,S2E1,The Japan Open in Tokyo
76th,Antonio,Valencia,15.48,S2E2,The Wuhan Open Tournament in China
77th,Stephanie,Cain,15.48,S2E2,The Wuhan Open Tournament in China
78th,Ryan,Stoyko,15.52,S1E3,The Las Vegas Big Double in United States
79th,Daria,Buchkovsky,15.52,S1E3,The Las Vegas Big Double in United States
80th,Emerson,Tichenor,15.52,S1E7,The Shanghai Cup Sponsored by GAN
81st,Tanya,Lee,15.54,S1E1,The Milwaukee Cup Sponsored by GAN
82nd,Bradley,Cross,15.54,S2E1,The Japan Open in Tokyo
83rd,Karen,Castro,15.55,S1E5,The South Bend Open Tournament in United States
84th,Jeanette,King,15.57,S1E8,The Ho Chi Minh City Cubing Invitational
85th,Stephanie,Cain,15.6,S1E8,The Ho Chi Minh City Cubing Invitational
86th,Ryan,Stoyko,15.6,S2E2,The Wuhan Open Tournament in China
87th,Robert,Young,15.61,S2E1,The Japan Open in Tokyo
88th,Tanya,Lee,15.62,S1E10,The Moscow Cup Sponsored by GAN
89th,Tanya,Lee,15.65,S1E3,The Las Vegas Big Double in United States
90th,Cheryl,Jackson,15.65,S1E5,The South Bend Open Tournament in United States
91st,Stephanie,Cain,15.67,S1E7,The Shanghai Cup Sponsored by GAN
92nd,Antonio,Valencia,15.67,S1E8,The Ho Chi Minh City Cubing Invitational
93rd,Cheryl,Jackson,15.69,S1E6,The Nagoya Big Double
94th,Michael,Brown,15.71,S2E1,The Japan Open in Tokyo
95th,Antonio,Valencia,15.73,S1E4,The Johannesburg Open Tournament in South Africa
96th,Tanya,Lee,15.77,S1E1,The Milwaukee Cup Sponsored by GAN
97th,Cheryl,Jackson,15.77,S1E2,The Bangkok Cup Sponsored by GAN
98th,Nathaniel,White,15.77,S2E1,The Japan Open in Tokyo
99th,Robert,Young,15.81,S1E1,The Milwaukee Cup Sponsored by GAN
100th,Eric,Graham,15.81,S1E9,The Manchester Cubing Invitational
