Rank,First Name,Last Name,AO5,AO5 Times,Event Num,Event
22nd,Antonio,Valencia,18.32,"[19.12, 19.97, 13.82, 17.27, 18.58]",S1E6,The Nagoya Big Double
23rd,Robert,Andrews,18.35,"[15.42, 17.27, 22.33, 19.41, 18.37]",S1E7,The Shanghai Cup Sponsored by GAN
24th,Stephanie,Cain,18.36,"[18.35, 18.24, 22.14, 18.38, 18.35]",S1E4,The Johannesburg Open Tournament in South Africa
25th,Antonio,Valencia,18.43,"[19.67, 15.73, 18.23, 19.15, 17.91]",S1E4,The Johannesburg Open Tournament in South Africa
26th,Kimberly,White,18.45,"[16.25, 21.48, 17.09, 19.58, 18.67]",S1E3,The Las Vegas Big Double in United States
27th,Ryan,Stoyko,18.46,"[18.7, 17.89, 18.8, 23.76, 17.47]",S1E6,The Nagoya Big Double
28th,Robert,Young,18.47,"[18.4, 18.89, 19.71, 14.62, 18.12]",S1E3,The Las Vegas Big Double in United States
29th,Tanya,Lee,18.5,"[17.4, 15.65, 23.18, 16.37, 21.74]",S1E3,The Las Vegas Big Double in United States
30th,Kimberly,White,18.54,"[20.17, 17.64, 17.82, 17.62, 22.65]",S1E6,The Nagoya Big Double
31st,Robert,Andrews,18.55,"[17.42, 19.98, 18.26, 16.41, 22.75]",S1E2,The Bangkok Cup Sponsored by GAN
32nd,Kimberly,White,18.56,"[16.95, 22.96, 16.99, 16.85, 21.75]",S1E2,The Bangkok Cup Sponsored by GAN
33rd,Antonio,Valencia,18.56,"[17.63, 20.14, 20.75, 17.52, 17.91]",S1E7,The Shanghai Cup Sponsored by GAN
34th,Eric,Graham,18.57,"[18.61, 18.1, 18.99, 16.23, 22.93]",S1E8,The Ho Chi Minh City Cubing Invitational
35th,Tanya,Lee,18.58,"[15.99, 18.96, 18.6, 20.28, 18.19]",S1E6,The Nagoya Big Double
36th,Tanya,Lee,18.62,"[18.8, 'DNF', 17.59, 19.0, 18.05]",S1E1,The Milwaukee Cup Sponsored by GAN
37th,Tanya,Lee,18.63,"[17.17, 15.54, 19.78, 18.95, 20.57]",S1E1,The Milwaukee Cup Sponsored by GAN
38th,Antonio,Valencia,18.63,"[19.15, 17.92, 18.53, 21.3, 18.2]",S1E7,The Shanghai Cup Sponsored by GAN
39th,Jacob,Garcia,18.64,"[19.58, 19.08, 19.03, 17.31, 17.8]",S1E3,The Las Vegas Big Double in United States
40th,Stephanie,Cain,18.65,"[21.58, 15.89, 15.67, 18.48, 22.9]",S1E7,The Shanghai Cup Sponsored by GAN
41st,Robert,Andrews,18.66,"[19.28, 20.95, 16.83, 19.43, 17.26]",S1E6,The Nagoya Big Double
42nd,Conor,Evans,18.67,"[18.3, 24.57, 12.37, 15.25, 22.46]",S1E6,The Nagoya Big Double
43rd,Kimberly,White,18.67,"[20.62, 18.47, 18.16, 19.38, 15.91]",S1E9,The Manchester Cubing Invitational
44th,Tanya,Lee,18.69,"[18.37, 16.82, 18.56, 20.74, 19.13]",S1E2,The Bangkok Cup Sponsored by GAN
45th,Tanya,Lee,18.71,"[19.3, 19.28, 18.31, 18.55, 16.02]",S1E1,The Milwaukee Cup Sponsored by GAN
46th,Maggie,Silver,18.72,"[18.37, 18.17, 19.62, 17.44, 20.5]",S1E6,The Nagoya Big Double
47th,Tanya,Lee,18.73,"[21.92, 19.71, 18.14, 17.01, 18.35]",S1E8,The Ho Chi Minh City Cubing Invitational
48th,Eric,Graham,18.75,"[17.83, 21.04, 17.37, 17.22, 22.54]",S1E9,The Manchester Cubing Invitational
49th,Tanya,Lee,18.76,"['DNF', 21.0, 17.13, 16.7, 18.16]",S1E8,The Ho Chi Minh City Cubing Invitational
50th,Kimberly,White,18.79,"[18.13, 18.44, 20.78, 17.39, 19.81]",S1E7,The Shanghai Cup Sponsored by GAN
51st,Alyssa,Murillo,18.81,"[17.32, 21.45, 19.68, 17.01, 19.44]",S1E9,The Manchester Cubing Invitational
52nd,Robert,Andrews,18.82,"[16.19, 17.53, 19.59, 19.34, 20.39]",S1E8,The Ho Chi Minh City Cubing Invitational
53rd,Tanya,Lee,18.86,"[19.73, 17.35, 20.33, 17.51, 19.33]",S1E8,The Ho Chi Minh City Cubing Invitational
54th,Robert,Young,18.87,"[15.17, 20.03, 16.5, 20.78, 20.09]",S1E2,The Bangkok Cup Sponsored by GAN
55th,Elizabeth,Williams,18.89,"[20.37, 16.47, 19.4, 16.89, 20.88]",S1E1,The Milwaukee Cup Sponsored by GAN
56th,Tanya,Lee,18.91,"[14.91, 16.79, 17.92, 22.01, 22.39]",S1E5,The South Bend Open Tournament in United States
57th,Cheryl,Jackson,18.92,"[16.41, 19.44, 'DNF', 18.38, 18.93]",S1E3,The Las Vegas Big Double in United States
58th,Antonio,Valencia,18.95,"[19.94, 23.51, 18.5, 18.42, 16.78]",S1E2,The Bangkok Cup Sponsored by GAN
59th,Michelle,Hart,18.96,"[18.03, 26.51, 19.26, 18.5, 19.11]",S1E3,The Las Vegas Big Double in United States
60th,Cheryl,Jackson,18.99,"[20.81, 18.33, 15.77, 20.65, 17.98]",S1E2,The Bangkok Cup Sponsored by GAN
61st,Tanya,Lee,18.99,"[17.09, 21.11, 14.51, 18.78, 21.8]",S1E2,The Bangkok Cup Sponsored by GAN
62nd,Tanya,Lee,19.0,"[20.52, 18.87, 20.14, 17.98, 17.45]",S1E4,The Johannesburg Open Tournament in South Africa
63rd,Antonio,Valencia,19.02,"[21.06, 18.44, 18.16, 19.35, 19.27]",S1E5,The South Bend Open Tournament in United States
64th,Robert,Andrews,19.03,"[17.98, 23.07, 20.74, 17.45, 18.38]",S1E6,The Nagoya Big Double
65th,Antonio,Valencia,19.05,"[18.31, 20.47, 18.36, 16.4, 21.44]",S1E1,The Milwaukee Cup Sponsored by GAN
66th,Robert,Young,19.05,"[22.65, 25.08, 16.98, 15.47, 17.51]",S1E3,The Las Vegas Big Double in United States
67th,Tanya,Lee,19.06,"[19.63, 16.58, 21.95, 19.21, 18.34]",S1E2,The Bangkok Cup Sponsored by GAN
68th,Kimberly,White,19.06,"[24.57, 19.54, 19.49, 18.15, 17.41]",S1E9,The Manchester Cubing Invitational
69th,Maggie,Silver,19.07,"[23.02, 16.03, 20.04, 18.12, 19.04]",S1E3,The Las Vegas Big Double in United States
70th,Stephanie,Cain,19.07,"[17.42, 17.62, 22.14, 25.71, 17.45]",S1E4,The Johannesburg Open Tournament in South Africa
71st,Robert,Andrews,19.09,"[22.23, 17.77, 19.25, 17.69, 20.26]",S1E8,The Ho Chi Minh City Cubing Invitational
72nd,Kimberly,White,19.1,"[18.54, 22.22, 20.33, 18.17, 18.42]",S1E8,The Ho Chi Minh City Cubing Invitational
73rd,Tanya,Lee,19.1,"[19.23, 18.06, 20.01, 17.88, 23.43]",S1E9,The Manchester Cubing Invitational
74th,Daria,Buchkovsky,19.12,"[16.33, 21.01, 18.8, 18.04, 20.53]",S1E8,The Ho Chi Minh City Cubing Invitational
75th,Maggie,Silver,19.13,"[17.8, 19.63, 19.96, 16.14, 21.52]",S1E5,The South Bend Open Tournament in United States
76th,Michelle,Hart,19.13,"[19.12, 18.89, 18.41, 19.37, 19.82]",S1E9,The Manchester Cubing Invitational
77th,Eric,Graham,19.14,"[24.21, 18.91, 18.27, 19.69, 18.81]",S1E5,The South Bend Open Tournament in United States
78th,Tanya,Lee,19.14,"[21.94, 18.96, 18.44, 18.67, 19.79]",S1E8,The Ho Chi Minh City Cubing Invitational
79th,Sarah,Torres,19.15,"[17.73, 21.17, 22.29, 18.55, 17.32]",S1E7,The Shanghai Cup Sponsored by GAN
80th,Antonio,Valencia,19.16,"[17.55, 18.69, 19.17, 19.63, 21.6]",S1E6,The Nagoya Big Double
81st,Eric,Graham,19.17,"[17.87, 19.09, 21.79, 19.54, 18.88]",S1E1,The Milwaukee Cup Sponsored by GAN
82nd,Maggie,Silver,19.17,"[19.4, 20.14, 18.52, 19.58, 17.43]",S1E2,The Bangkok Cup Sponsored by GAN
83rd,Cheryl,Jackson,19.18,"[16.19, 21.0, 16.53, 22.46, 20.01]",S1E1,The Milwaukee Cup Sponsored by GAN
84th,Antonio,Valencia,19.18,"[17.53, 16.45, 21.23, 20.91, 19.1]",S1E4,The Johannesburg Open Tournament in South Africa
85th,Robert,Andrews,19.19,"[20.33, 19.92, 18.88, 18.56, 18.77]",S1E5,The South Bend Open Tournament in United States
86th,Tammy,Powers,19.2,"[17.27, 19.3, 18.24, 22.78, 20.05]",S1E3,The Las Vegas Big Double in United States
87th,David,Heath,19.21,"[21.8, 18.05, 19.44, 16.99, 20.15]",S1E2,The Bangkok Cup Sponsored by GAN
88th,Robert,Young,19.22,"[21.07, 20.47, 19.36, 14.85, 17.82]",S1E3,The Las Vegas Big Double in United States
89th,Maggie,Silver,19.22,"[18.95, 'DNF', 19.2, 18.65, 19.5]",S1E4,The Johannesburg Open Tournament in South Africa
90th,Maggie,Silver,19.22,"[17.04, 23.08, 16.84, 19.43, 21.2]",S1E5,The South Bend Open Tournament in United States
91st,Antonio,Valencia,19.22,"['DNF', 16.67, 19.31, 20.23, 18.12]",S1E5,The South Bend Open Tournament in United States
92nd,Tanya,Lee,19.22,"[18.83, 18.7, 19.59, 22.38, 19.23]",S1E7,The Shanghai Cup Sponsored by GAN
93rd,Tanya,Lee,19.23,"[22.49, 17.25, 18.24, 21.25, 18.19]",S1E5,The South Bend Open Tournament in United States
94th,Bill,Meadows,19.24,"[18.77, 17.76, 20.15, 20.08, 18.87]",S1E2,The Bangkok Cup Sponsored by GAN
95th,Stephanie,Cain,19.25,"[17.06, 21.98, 21.58, 18.01, 18.17]",S1E6,The Nagoya Big Double
96th,Julia,Lamb,19.25,"[18.91, 21.55, 18.97, 17.62, 19.86]",S1E8,The Ho Chi Minh City Cubing Invitational
97th,Jason,Martin,19.26,"[19.02, 20.2, 18.55, 21.34, 15.85]",S1E4,The Johannesburg Open Tournament in South Africa
98th,Robert,Andrews,19.26,"[17.9, 21.01, 'DNF', 18.36, 18.41]",S1E8,The Ho Chi Minh City Cubing Invitational
99th,Tanya,Lee,19.26,"[14.78, 17.71, 21.72, 19.96, 20.1]",S1E8,The Ho Chi Minh City Cubing Invitational
100th,Kimberly,White,19.28,"[19.49, 20.21, 19.1, 19.26, 18.32]",S1E1,The Milwaukee Cup Sponsored by GAN
