Rank,First Name,Last Name,Time,Event Num,Event
33rd,Tanya,Lee,15.65,S1E3,The Las Vegas Big Double in United States
34th,Cheryl,Jackson,15.65,S1E5,The South Bend Open Tournament in United States
35th,Antonio,Valencia,15.73,S1E4,The Johannesburg Open Tournament in South Africa
36th,Tanya,Lee,15.77,S1E1,The Milwaukee Cup Sponsored by GAN
37th,Cheryl,Jackson,15.77,S1E2,The Bangkok Cup Sponsored by GAN
38th,Robert,Young,15.81,S1E1,The Milwaukee Cup Sponsored by GAN
39th,Jason,Martin,15.85,S1E4,The Johannesburg Open Tournament in South Africa
40th,Sarah,Torres,15.9,S1E1,The Milwaukee Cup Sponsored by GAN
41st,Eric,Graham,15.91,S1E1,The Milwaukee Cup Sponsored by GAN
42nd,Elizabeth,Williams,15.91,S1E2,The Bangkok Cup Sponsored by GAN
43rd,Robert,Young,15.91,S1E3,The Las Vegas Big Double in United States
44th,Robert,Andrews,15.96,S1E5,The South Bend Open Tournament in United States
45th,Tanya,Lee,15.97,S1E2,The Bangkok Cup Sponsored by GAN
46th,Brett,Hill,15.98,S1E5,The South Bend Open Tournament in United States
47th,Tanya,Lee,15.99,S1E1,The Milwaukee Cup Sponsored by GAN
48th,Elizabeth,Williams,16.0,S1E1,The Milwaukee Cup Sponsored by GAN
49th,Antonio,Valencia,16.0,S1E1,The Milwaukee Cup Sponsored by GAN
50th,Tanya,Lee,16.02,S1E1,The Milwaukee Cup Sponsored by GAN
51st,Maggie,Silver,16.03,S1E3,The Las Vegas Big Double in United States
52nd,Ryan,Stoyko,16.06,S1E5,The South Bend Open Tournament in United States
53rd,Daria,Buchkovsky,16.09,S1E5,The South Bend Open Tournament in United States
54th,Kayla,Johnson,16.11,S1E4,The Johannesburg Open Tournament in South Africa
55th,Kimberly,White,16.11,S1E5,The South Bend Open Tournament in United States
56th,Jessica,Lane,16.13,S1E4,The Johannesburg Open Tournament in South Africa
57th,Maggie,Silver,16.14,S1E5,The South Bend Open Tournament in United States
58th,Wendy,Herrera,16.17,S1E4,The Johannesburg Open Tournament in South Africa
59th,Kimberly,White,16.19,S1E1,The Milwaukee Cup Sponsored by GAN
60th,Antonio,Valencia,16.19,S1E1,The Milwaukee Cup Sponsored by GAN
61st,Cheryl,Jackson,16.19,S1E1,The Milwaukee Cup Sponsored by GAN
62nd,Tanya,Lee,16.2,S1E2,The Bangkok Cup Sponsored by GAN
63rd,Cheryl,Jackson,16.2,S1E5,The South Bend Open Tournament in United States
64th,Robin,Wells,16.22,S1E4,The Johannesburg Open Tournament in South Africa
65th,Cheryl,Jackson,16.24,S1E4,The Johannesburg Open Tournament in South Africa
66th,Kimberly,White,16.25,S1E3,The Las Vegas Big Double in United States
67th,Eric,Graham,16.29,S1E1,The Milwaukee Cup Sponsored by GAN
68th,Tanya,Lee,16.29,S1E2,The Bangkok Cup Sponsored by GAN
69th,Tanya,Lee,16.37,S1E3,The Las Vegas Big Double in United States
70th,Antonio,Valencia,16.4,S1E1,The Milwaukee Cup Sponsored by GAN
71st,Robert,Young,16.4,S1E5,The South Bend Open Tournament in United States
72nd,Robert,Andrews,16.41,S1E2,The Bangkok Cup Sponsored by GAN
73rd,Cheryl,Jackson,16.41,S1E3,The Las Vegas Big Double in United States
74th,Kimberly,White,16.42,S1E4,The Johannesburg Open Tournament in South Africa
75th,David,Long,16.44,S1E2,The Bangkok Cup Sponsored by GAN
76th,Antonio,Valencia,16.44,S1E3,The Las Vegas Big Double in United States
77th,Alyssa,Murillo,16.45,S1E1,The Milwaukee Cup Sponsored by GAN
78th,Antonio,Valencia,16.45,S1E4,The Johannesburg Open Tournament in South Africa
79th,Kimberly,White,16.46,S1E2,The Bangkok Cup Sponsored by GAN
80th,Elizabeth,Williams,16.47,S1E1,The Milwaukee Cup Sponsored by GAN
81st,Michelle,Hart,16.47,S1E3,The Las Vegas Big Double in United States
82nd,Eric,Graham,16.49,S1E1,The Milwaukee Cup Sponsored by GAN
83rd,Robert,Young,16.5,S1E2,The Bangkok Cup Sponsored by GAN
84th,Michelle,Hart,16.52,S1E4,The Johannesburg Open Tournament in South Africa
85th,Tanya,Lee,16.52,S1E4,The Johannesburg Open Tournament in South Africa
86th,Cheryl,Jackson,16.53,S1E1,The Milwaukee Cup Sponsored by GAN
87th,Robert,Young,16.53,S1E2,The Bangkok Cup Sponsored by GAN
88th,Tony,Bell,16.53,S1E3,The Las Vegas Big Double in United States
89th,Jason,Martin,16.53,S1E4,The Johannesburg Open Tournament in South Africa
90th,Tanya,Lee,16.55,S1E1,The Milwaukee Cup Sponsored by GAN
91st,Antonio,Valencia,16.56,S1E1,The Milwaukee Cup Sponsored by GAN
92nd,Eric,Graham,16.57,S1E5,The South Bend Open Tournament in United States
93rd,Tanya,Lee,16.58,S1E2,The Bangkok Cup Sponsored by GAN
94th,Robert,Young,16.61,S1E4,The Johannesburg Open Tournament in South Africa
95th,Alyssa,Murillo,16.67,S1E4,The Johannesburg Open Tournament in South Africa
96th,Antonio,Valencia,16.67,S1E5,The South Bend Open Tournament in United States
97th,Eric,Graham,16.7,S1E2,The Bangkok Cup Sponsored by GAN
98th,Tanya,Lee,16.74,S1E2,The Bangkok Cup Sponsored by GAN
99th,Tanya,Lee,16.78,S1E2,The Bangkok Cup Sponsored by GAN
100th,Antonio,Valencia,16.78,S1E2,The Bangkok Cup Sponsored by GAN
