Rank,First Name,Last Name,AO5,AO5 Times,Event Num,Event
87th,Tanya,Lee,18.86,"[17.6, 19.63, 15.94, 19.36, 19.64]",S1E11,Season 1 Championship in Manhattan
88th,Robert,Young,18.87,"[15.17, 20.03, 16.5, 20.78, 20.09]",S1E2,The Bangkok Cup Sponsored by GAN
89th,Antonio,Valencia,18.87,"[17.77, 17.86, 19.8, 22.63, 18.96]",S2E1,The Japan Open in Tokyo
90th,Elizabeth,Williams,18.89,"[20.37, 16.47, 19.4, 16.89, 20.88]",S1E1,The Milwaukee Cup Sponsored by GAN
91st,Tanya,Lee,18.91,"[14.91, 16.79, 17.92, 22.01, 22.39]",S1E5,The South Bend Open Tournament in United States
92nd,Cheryl,Jackson,18.92,"[16.41, 19.44, 'DNF', 18.38, 18.93]",S1E3,The Las Vegas Big Double in United States
93rd,Maggie,Silver,18.92,"[17.09, 17.53, 20.1, 21.0, 19.14]",S1E10,The Moscow Cup Sponsored by GAN
94th,Maggie,Silver,18.92,"[17.52, 19.28, 19.15, 18.34, 20.52]",S2E1,The Japan Open in Tokyo
95th,Antonio,Valencia,18.92,"[17.99, 19.55, 19.22, 19.62, 16.89]",S2E1,The Japan Open in Tokyo
96th,Antonio,Valencia,18.95,"[19.94, 23.51, 18.5, 18.42, 16.78]",S1E2,The Bangkok Cup Sponsored by GAN
97th,Michelle,Hart,18.96,"[18.03, 26.51, 19.26, 18.5, 19.11]",S1E3,The Las Vegas Big Double in United States
98th,Daria,Buchkovsky,18.96,"[16.21, 20.5, 18.85, 17.53, 21.3]",S2E2,The Wuhan Open Tournament in China
99th,Cheryl,Jackson,18.99,"[20.81, 18.33, 15.77, 20.65, 17.98]",S1E2,The Bangkok Cup Sponsored by GAN
100th,Tanya,Lee,18.99,"[17.09, 21.11, 14.51, 18.78, 21.8]",S1E2,The Bangkok Cup Sponsored by GAN
