Rank,First Name,Last Name,Time,Event Num,Event
33rd,Jason,Martin,15.85,S1E4,The Johannesburg Open Tournament in South Africa
34th,Sarah,Torres,15.9,S1E1,The Milwaukee Cup Sponsored by GAN
35th,Eric,Graham,15.91,S1E1,The Milwaukee Cup Sponsored by GAN
36th,Elizabeth,Williams,15.91,S1E2,The Bangkok Cup Sponsored by GAN
37th,Robert,Young,15.91,S1E3,The Las Vegas Big Double in United States
38th,Tanya,Lee,15.97,S1E2,The Bangkok Cup Sponsored by GAN
39th,Tanya,Lee,15.99,S1E1,The Milwaukee Cup Sponsored by GAN
40th,Elizabeth,Williams,16.0,S1E1,The Milwaukee Cup Sponsored by GAN
41st,Antonio,Valencia,16.0,S1E1,The Milwaukee Cup Sponsored by GAN
42nd,Tanya,Lee,16.02,S1E1,The Milwaukee Cup Sponsored by GAN
43rd,Maggie,Silver,16.03,S1E3,The Las Vegas Big Double in United States
44th,Kayla,Johnson,16.11,S1E4,The Johannesburg Open Tournament in South Africa
45th,Jessica,Lane,16.13,S1E4,The Johannesburg Open Tournament in South Africa
46th,Wendy,Herrera,16.17,S1E4,The Johannesburg Open Tournament in South Africa
47th,Kimberly,White,16.19,S1E1,The Milwaukee Cup Sponsored by GAN
48th,Antonio,Valencia,16.19,S1E1,The Milwaukee Cup Sponsored by GAN
49th,Cheryl,Jackson,16.19,S1E1,The Milwaukee Cup Sponsored by GAN
50th,Tanya,Lee,16.2,S1E2,The Bangkok Cup Sponsored by GAN
51st,Robin,Wells,16.22,S1E4,The Johannesburg Open Tournament in South Africa
52nd,Cheryl,Jackson,16.24,S1E4,The Johannesburg Open Tournament in South Africa
53rd,Kimberly,White,16.25,S1E3,The Las Vegas Big Double in United States
54th,Eric,Graham,16.29,S1E1,The Milwaukee Cup Sponsored by GAN
55th,Tanya,Lee,16.29,S1E2,The Bangkok Cup Sponsored by GAN
56th,Tanya,Lee,16.37,S1E3,The Las Vegas Big Double in United States
57th,Antonio,Valencia,16.4,S1E1,The Milwaukee Cup Sponsored by GAN
58th,Robert,Andrews,16.41,S1E2,The Bangkok Cup Sponsored by GAN
59th,Cheryl,Jackson,16.41,S1E3,The Las Vegas Big Double in United States
60th,Kimberly,White,16.42,S1E4,The Johannesburg Open Tournament in South Africa
61st,David,Long,16.44,S1E2,The Bangkok Cup Sponsored by GAN
62nd,Antonio,Valencia,16.44,S1E3,The Las Vegas Big Double in United States
63rd,Alyssa,Murillo,16.45,S1E1,The Milwaukee Cup Sponsored by GAN
64th,Antonio,Valencia,16.45,S1E4,The Johannesburg Open Tournament in South Africa
65th,Kimberly,White,16.46,S1E2,The Bangkok Cup Sponsored by GAN
66th,Elizabeth,Williams,16.47,S1E1,The Milwaukee Cup Sponsored by GAN
67th,Michelle,Hart,16.47,S1E3,The Las Vegas Big Double in United States
68th,Eric,Graham,16.49,S1E1,The Milwaukee Cup Sponsored by GAN
69th,Robert,Young,16.5,S1E2,The Bangkok Cup Sponsored by GAN
70th,Michelle,Hart,16.52,S1E4,The Johannesburg Open Tournament in South Africa
71st,Tanya,Lee,16.52,S1E4,The Johannesburg Open Tournament in South Africa
72nd,Cheryl,Jackson,16.53,S1E1,The Milwaukee Cup Sponsored by GAN
73rd,Robert,Young,16.53,S1E2,The Bangkok Cup Sponsored by GAN
74th,Tony,Bell,16.53,S1E3,The Las Vegas Big Double in United States
75th,Jason,Martin,16.53,S1E4,The Johannesburg Open Tournament in South Africa
76th,Tanya,Lee,16.55,S1E1,The Milwaukee Cup Sponsored by GAN
77th,Antonio,Valencia,16.56,S1E1,The Milwaukee Cup Sponsored by GAN
78th,Tanya,Lee,16.58,S1E2,The Bangkok Cup Sponsored by GAN
79th,Robert,Young,16.61,S1E4,The Johannesburg Open Tournament in South Africa
80th,Alyssa,Murillo,16.67,S1E4,The Johannesburg Open Tournament in South Africa
81st,Eric,Graham,16.7,S1E2,The Bangkok Cup Sponsored by GAN
82nd,Tanya,Lee,16.74,S1E2,The Bangkok Cup Sponsored by GAN
83rd,Tanya,Lee,16.78,S1E2,The Bangkok Cup Sponsored by GAN
84th,Antonio,Valencia,16.78,S1E2,The Bangkok Cup Sponsored by GAN
85th,Stephanie,Cain,16.79,S1E3,The Las Vegas Big Double in United States
86th,Tanya,Lee,16.82,S1E2,The Bangkok Cup Sponsored by GAN
87th,Antonio,Valencia,16.82,S1E3,The Las Vegas Big Double in United States
88th,Scott,Bryant,16.82,S1E4,The Johannesburg Open Tournament in South Africa
89th,Robert,Young,16.83,S1E2,The Bangkok Cup Sponsored by GAN
90th,Felicia,Martinez,16.83,S1E3,The Las Vegas Big Double in United States
91st,Jacob,Garcia,16.83,S1E3,The Las Vegas Big Double in United States
92nd,Henry,Hunter,16.83,S1E4,The Johannesburg Open Tournament in South Africa
93rd,Kimberly,White,16.85,S1E2,The Bangkok Cup Sponsored by GAN
94th,Bill,Meadows,16.85,S1E4,The Johannesburg Open Tournament in South Africa
95th,Robert,Andrews,16.87,S1E1,The Milwaukee Cup Sponsored by GAN
96th,Robert,Young,16.88,S1E3,The Las Vegas Big Double in United States
97th,Tanya,Lee,16.88,S1E4,The Johannesburg Open Tournament in South Africa
98th,Elizabeth,Williams,16.89,S1E1,The Milwaukee Cup Sponsored by GAN
99th,Michelle,Hart,16.89,S1E3,The Las Vegas Big Double in United States
100th,Tiffany,Owens,16.91,S1E3,The Las Vegas Big Double in United States
