Rank,First Name,Last Name,AO5,AO5 Times,Event Num,Event
21st,Elizabeth,Williams,18.89,"[20.37, 16.47, 19.4, 16.89, 20.88]",S1E1,The Milwaukee Cup Sponsored by GAN
22nd,Cheryl,Jackson,18.92,"[16.41, 19.44, 'DNF', 18.38, 18.93]",S1E3,The Las Vegas Big Double in United States
23rd,Antonio,Valencia,18.95,"[19.94, 23.51, 18.5, 18.42, 16.78]",S1E2,The Bangkok Cup Sponsored by GAN
24th,Michelle,Hart,18.96,"[18.03, 26.51, 19.26, 18.5, 19.11]",S1E3,The Las Vegas Big Double in United States
25th,Cheryl,Jackson,18.99,"[20.81, 18.33, 15.77, 20.65, 17.98]",S1E2,The Bangkok Cup Sponsored by GAN
26th,Tanya,Lee,18.99,"[17.09, 21.11, 14.51, 18.78, 21.8]",S1E2,The Bangkok Cup Sponsored by GAN
27th,Tanya,Lee,19.0,"[20.52, 18.87, 20.14, 17.98, 17.45]",S1E4,The Johannesburg Open Tournament in South Africa
28th,Antonio,Valencia,19.05,"[18.31, 20.47, 18.36, 16.4, 21.44]",S1E1,The Milwaukee Cup Sponsored by GAN
29th,Robert,Young,19.05,"[22.65, 25.08, 16.98, 15.47, 17.51]",S1E3,The Las Vegas Big Double in United States
30th,Tanya,Lee,19.06,"[19.63, 16.58, 21.95, 19.21, 18.34]",S1E2,The Bangkok Cup Sponsored by GAN
31st,Maggie,Silver,19.07,"[23.02, 16.03, 20.04, 18.12, 19.04]",S1E3,The Las Vegas Big Double in United States
32nd,Stephanie,Cain,19.07,"[17.42, 17.62, 22.14, 25.71, 17.45]",S1E4,The Johannesburg Open Tournament in South Africa
33rd,Eric,Graham,19.17,"[17.87, 19.09, 21.79, 19.54, 18.88]",S1E1,The Milwaukee Cup Sponsored by GAN
34th,Maggie,Silver,19.17,"[19.4, 20.14, 18.52, 19.58, 17.43]",S1E2,The Bangkok Cup Sponsored by GAN
35th,Cheryl,Jackson,19.18,"[16.19, 21.0, 16.53, 22.46, 20.01]",S1E1,The Milwaukee Cup Sponsored by GAN
36th,Antonio,Valencia,19.18,"[17.53, 16.45, 21.23, 20.91, 19.1]",S1E4,The Johannesburg Open Tournament in South Africa
37th,Tammy,Powers,19.2,"[17.27, 19.3, 18.24, 22.78, 20.05]",S1E3,The Las Vegas Big Double in United States
38th,David,Heath,19.21,"[21.8, 18.05, 19.44, 16.99, 20.15]",S1E2,The Bangkok Cup Sponsored by GAN
39th,Robert,Young,19.22,"[21.07, 20.47, 19.36, 14.85, 17.82]",S1E3,The Las Vegas Big Double in United States
40th,Maggie,Silver,19.22,"[18.95, 'DNF', 19.2, 18.65, 19.5]",S1E4,The Johannesburg Open Tournament in South Africa
41st,Bill,Meadows,19.24,"[18.77, 17.76, 20.15, 20.08, 18.87]",S1E2,The Bangkok Cup Sponsored by GAN
42nd,Jason,Martin,19.26,"[19.02, 20.2, 18.55, 21.34, 15.85]",S1E4,The Johannesburg Open Tournament in South Africa
43rd,Kimberly,White,19.28,"[19.49, 20.21, 19.1, 19.26, 18.32]",S1E1,The Milwaukee Cup Sponsored by GAN
44th,Alyssa,Murillo,19.29,"[18.76, 18.56, 16.45, 20.54, 24.83]",S1E1,The Milwaukee Cup Sponsored by GAN
45th,Antonio,Valencia,19.3,"[18.66, 18.77, 19.75, 19.37, 23.41]",S1E2,The Bangkok Cup Sponsored by GAN
46th,Robert,Andrews,19.34,"[19.83, 22.51, 18.33, 18.95, 19.23]",S1E4,The Johannesburg Open Tournament in South Africa
47th,Brett,Hill,19.35,"[19.49, 18.25, 20.34, 20.32, 18.24]",S1E4,The Johannesburg Open Tournament in South Africa
48th,Elizabeth,Williams,19.37,"[18.6, 19.07, 22.16, 18.95, 20.08]",S1E1,The Milwaukee Cup Sponsored by GAN
49th,Antonio,Valencia,19.38,"[18.17, 17.03, 19.91, 21.11, 20.06]",S1E4,The Johannesburg Open Tournament in South Africa
50th,Julia,Lamb,19.39,"[19.74, 22.9, 18.56, 19.86, 18.46]",S1E1,The Milwaukee Cup Sponsored by GAN
51st,Stephanie,Cain,19.43,"[17.43, 20.86, 25.44, 18.46, 18.98]",S1E1,The Milwaukee Cup Sponsored by GAN
52nd,Robert,Andrews,19.43,"[21.01, 19.76, 18.45, 19.86, 18.67]",S1E4,The Johannesburg Open Tournament in South Africa
53rd,Maggie,Silver,19.44,"[19.26, 18.03, 20.25, 21.77, 18.81]",S1E3,The Las Vegas Big Double in United States
54th,Cheryl,Jackson,19.47,"[17.36, 22.03, 18.31, 21.19, 18.91]",S1E4,The Johannesburg Open Tournament in South Africa
55th,Tanya,Lee,19.5,"[19.78, 20.09, 18.64, 17.52, 23.93]",S1E4,The Johannesburg Open Tournament in South Africa
56th,Antonio,Valencia,19.51,"[19.1, 19.94, 16.19, 20.76, 19.49]",S1E1,The Milwaukee Cup Sponsored by GAN
57th,Tanya,Lee,19.52,"[20.06, 23.13, 19.02, 18.38, 19.47]",S1E4,The Johannesburg Open Tournament in South Africa
58th,Kimberly,White,19.58,"[19.25, 20.07, 19.99, 19.5, 18.89]",S1E1,The Milwaukee Cup Sponsored by GAN
59th,Antonio,Valencia,19.59,"[22.12, 17.36, 19.25, 20.9, 18.62]",S1E1,The Milwaukee Cup Sponsored by GAN
60th,Bill,Meadows,19.6,"[21.88, 20.16, 18.04, 18.61, 20.02]",S1E4,The Johannesburg Open Tournament in South Africa
61st,Denise,Harrison,19.63,"[17.87, 18.77, 19.78, 20.33, 21.22]",S1E1,The Milwaukee Cup Sponsored by GAN
62nd,Robert,Young,19.65,"[15.39, 21.92, 20.87, 21.48, 16.61]",S1E4,The Johannesburg Open Tournament in South Africa
63rd,Antonio,Valencia,19.68,"[16.0, 22.3, 18.01, 20.45, 20.58]",S1E1,The Milwaukee Cup Sponsored by GAN
64th,Brett,Hill,19.69,"[17.52, 20.66, 19.12, 20.0, 19.96]",S1E2,The Bangkok Cup Sponsored by GAN
65th,Tanya,Lee,19.69,"[20.03, 18.8, 20.23, 18.05, 23.38]",S1E3,The Las Vegas Big Double in United States
66th,Kimberly,White,19.69,"[18.7, 20.41, 19.71, 21.92, 18.96]",S1E4,The Johannesburg Open Tournament in South Africa
67th,Cynthia,Silva,19.74,"[19.95, 27.12, 18.34, 18.97, 20.29]",S1E1,The Milwaukee Cup Sponsored by GAN
68th,Tanya,Lee,19.74,"[17.49, 21.63, 18.63, 18.97, 23.27]",S1E2,The Bangkok Cup Sponsored by GAN
69th,Eric,Graham,19.75,"[16.7, 21.82, 19.55, 18.0, 21.71]",S1E2,The Bangkok Cup Sponsored by GAN
70th,Kimberly,White,19.75,"[21.17, 17.52, 20.5, 19.85, 18.9]",S1E2,The Bangkok Cup Sponsored by GAN
71st,Michelle,Hart,19.77,"[22.76, 16.52, 20.05, 22.27, 16.99]",S1E4,The Johannesburg Open Tournament in South Africa
72nd,Daria,Buchkovsky,19.77,"[18.34, 22.0, 14.51, 24.93, 18.97]",S1E4,The Johannesburg Open Tournament in South Africa
73rd,Kimberly,White,19.78,"[20.99, 21.96, 19.33, 18.06, 19.03]",S1E2,The Bangkok Cup Sponsored by GAN
74th,Cheryl,Jackson,19.78,"[18.32, 19.91, 21.12, 22.91, 14.01]",S1E2,The Bangkok Cup Sponsored by GAN
75th,Timothy,Mcconnell,19.84,"[19.17, 20.44, 19.01, 19.92, 21.5]",S1E2,The Bangkok Cup Sponsored by GAN
76th,Robert,Young,19.85,"[17.19, 22.2, 19.64, 22.71, 17.72]",S1E1,The Milwaukee Cup Sponsored by GAN
77th,Kimberly,White,19.89,"[20.36, 16.42, 17.04, 23.9, 22.26]",S1E4,The Johannesburg Open Tournament in South Africa
78th,Michelle,Hart,19.9,"[20.93, 19.85, 18.93, 22.83, 18.23]",S1E4,The Johannesburg Open Tournament in South Africa
79th,Kayla,Johnson,19.91,"[22.0, 20.13, 18.61, 21.0, 18.42]",S1E3,The Las Vegas Big Double in United States
80th,Jacob,Garcia,19.91,"[22.28, 16.83, 18.4, 21.0, 20.33]",S1E3,The Las Vegas Big Double in United States
81st,Elizabeth,Williams,19.92,"[18.86, 16.0, 20.37, 26.27, 20.54]",S1E1,The Milwaukee Cup Sponsored by GAN
82nd,Maggie,Silver,19.92,"[21.15, 21.36, 19.33, 19.27, 19.02]",S1E1,The Milwaukee Cup Sponsored by GAN
83rd,Antonio,Valencia,19.92,"[20.18, 20.54, 16.82, 19.03, 20.92]",S1E3,The Las Vegas Big Double in United States
84th,Conor,Evans,19.93,"[21.73, 18.29, 19.01, 26.77, 19.05]",S1E1,The Milwaukee Cup Sponsored by GAN
85th,Maggie,Silver,19.93,"[20.98, 22.04, 19.61, 19.21, 18.14]",S1E3,The Las Vegas Big Double in United States
86th,Brett,Hill,19.94,"[19.7, 18.35, 19.39, 20.74, 22.34]",S1E1,The Milwaukee Cup Sponsored by GAN
87th,Robert,Young,19.94,"[19.39, 21.92, 24.5, 18.5, 17.63]",S1E3,The Las Vegas Big Double in United States
88th,Antonio,Valencia,19.94,"[22.03, 18.38, 20.59, 20.16, 19.06]",S1E4,The Johannesburg Open Tournament in South Africa
89th,Ryan,Stoyko,19.96,"[20.2, 21.62, 20.18, 18.76, 19.51]",S1E2,The Bangkok Cup Sponsored by GAN
90th,Jason,Martin,19.96,"[21.35, 19.23, 19.96, 20.35, 19.56]",S1E4,The Johannesburg Open Tournament in South Africa
91st,David,Heath,19.98,"[18.88, 18.69, 'DNF', 20.23, 20.84]",S1E3,The Las Vegas Big Double in United States
92nd,Emerson,Tichenor,20.0,"[21.53, 20.31, 19.34, 20.34, 18.34]",S1E2,The Bangkok Cup Sponsored by GAN
93rd,Robert,Andrews,20.01,"[17.88, 22.62, 20.77, 20.63, 18.63]",S1E1,The Milwaukee Cup Sponsored by GAN
94th,Robert,Andrews,20.01,"[19.87, 20.01, 17.63, 20.8, 20.14]",S1E2,The Bangkok Cup Sponsored by GAN
95th,Eric,Graham,20.03,"[19.64, 23.55, 19.98, 17.94, 20.46]",S1E2,The Bangkok Cup Sponsored by GAN
96th,Michelle,Hart,20.03,"[21.17, 22.45, 15.33, 'DNF', 16.47]",S1E3,The Las Vegas Big Double in United States
97th,Daria,Buchkovsky,20.04,"[23.5, 17.35, 19.25, 21.72, 19.14]",S1E2,The Bangkok Cup Sponsored by GAN
98th,Robert,Young,20.04,"[19.64, 20.58, 22.48, 17.94, 19.89]",S1E3,The Las Vegas Big Double in United States
99th,Robert,Young,20.04,"[20.83, 21.49, 23.76, 17.8, 15.91]",S1E3,The Las Vegas Big Double in United States
100th,Alyssa,Murillo,20.04,"[22.69, 20.35, 20.91, 18.87, 18.74]",S1E4,The Johannesburg Open Tournament in South Africa
