Rank,First Name,Last Name,Time,Event Num,Event
51st,Emerson,Tichenor,15.47,S1E8,The Ho Chi Minh City Cubing Invitational
52nd,Ryan,Stoyko,15.52,S1E3,The Las Vegas Big Double in United States
53rd,Daria,Buchkovsky,15.52,S1E3,The Las Vegas Big Double in United States
54th,Emerson,Tichenor,15.52,S1E7,The Shanghai Cup Sponsored by GAN
55th,Tanya,Lee,15.54,S1E1,The Milwaukee Cup Sponsored by GAN
56th,Karen,Castro,15.55,S1E5,The South Bend Open Tournament in United States
57th,Jeanette,King,15.57,S1E8,The Ho Chi Minh City Cubing Invitational
58th,Stephanie,Cain,15.6,S1E8,The Ho Chi Minh City Cubing Invitational
59th,Tanya,Lee,15.65,S1E3,The Las Vegas Big Double in United States
60th,Cheryl,Jackson,15.65,S1E5,The South Bend Open Tournament in United States
61st,Stephanie,Cain,15.67,S1E7,The Shanghai Cup Sponsored by GAN
62nd,Antonio,Valencia,15.67,S1E8,The Ho Chi Minh City Cubing Invitational
63rd,Cheryl,Jackson,15.69,S1E6,The Nagoya Big Double
64th,Antonio,Valencia,15.73,S1E4,The Johannesburg Open Tournament in South Africa
65th,Tanya,Lee,15.77,S1E1,The Milwaukee Cup Sponsored by GAN
66th,Cheryl,Jackson,15.77,S1E2,The Bangkok Cup Sponsored by GAN
67th,Robert,Young,15.81,S1E1,The Milwaukee Cup Sponsored by GAN
68th,Eric,Graham,15.81,S1E9,The Manchester Cubing Invitational
69th,Jason,Martin,15.85,S1E4,The Johannesburg Open Tournament in South Africa
70th,Stephanie,Cain,15.89,S1E7,The Shanghai Cup Sponsored by GAN
71st,Sarah,Torres,15.9,S1E1,The Milwaukee Cup Sponsored by GAN
72nd,Eric,Graham,15.91,S1E1,The Milwaukee Cup Sponsored by GAN
73rd,Elizabeth,Williams,15.91,S1E2,The Bangkok Cup Sponsored by GAN
74th,Robert,Young,15.91,S1E3,The Las Vegas Big Double in United States
75th,Kimberly,White,15.91,S1E9,The Manchester Cubing Invitational
76th,Tanya,Lee,15.94,S1E9,The Manchester Cubing Invitational
77th,Robert,Andrews,15.96,S1E5,The South Bend Open Tournament in United States
78th,Kimberly,White,15.96,S1E7,The Shanghai Cup Sponsored by GAN
79th,Tanya,Lee,15.97,S1E2,The Bangkok Cup Sponsored by GAN
80th,Brett,Hill,15.98,S1E5,The South Bend Open Tournament in United States
81st,Nathaniel,White,15.98,S1E7,The Shanghai Cup Sponsored by GAN
82nd,Tanya,Lee,15.99,S1E1,The Milwaukee Cup Sponsored by GAN
83rd,Tanya,Lee,15.99,S1E6,The Nagoya Big Double
84th,Elizabeth,Williams,16.0,S1E1,The Milwaukee Cup Sponsored by GAN
85th,Antonio,Valencia,16.0,S1E1,The Milwaukee Cup Sponsored by GAN
86th,Tanya,Lee,16.02,S1E1,The Milwaukee Cup Sponsored by GAN
87th,Maggie,Silver,16.03,S1E3,The Las Vegas Big Double in United States
88th,Kimberly,White,16.05,S1E9,The Manchester Cubing Invitational
89th,Ryan,Stoyko,16.06,S1E5,The South Bend Open Tournament in United States
90th,Alexis,Valentine,16.06,S1E6,The Nagoya Big Double
91st,Elizabeth,Williams,16.07,S1E6,The Nagoya Big Double
92nd,Daria,Buchkovsky,16.09,S1E5,The South Bend Open Tournament in United States
93rd,Eric,Graham,16.1,S1E7,The Shanghai Cup Sponsored by GAN
94th,Kayla,Johnson,16.11,S1E4,The Johannesburg Open Tournament in South Africa
95th,Kimberly,White,16.11,S1E5,The South Bend Open Tournament in United States
96th,Kimberly,White,16.11,S1E7,The Shanghai Cup Sponsored by GAN
97th,Jessica,Lane,16.13,S1E4,The Johannesburg Open Tournament in South Africa
98th,Maggie,Silver,16.14,S1E5,The South Bend Open Tournament in United States
99th,Jacob,Garcia,16.16,S1E6,The Nagoya Big Double
100th,Kimberly,White,16.16,S1E9,The Manchester Cubing Invitational
