Points,First Name,Last Name,Placings
0,Ian,Campbell,87,293,360,198,184
0,Edward,Johnson,118,192,279,88,161
0,Gwendolyn,Ford,147,239,89,197,182
0,John,Carter,244,188,134,178,90
0,James,Miller,159,92,157,91,128
0,Amanda,Scott,210,228,187,279,91
0,David,Garcia,259,154,114,212,92
0,Heather,Manning,93,118,169,208,240
0,Jared,Preston,101,232,138,93,167
0,Justin,Santana,279,166,115,303,93
0,Rachel,Ramsey,377,94,182,245,205
0,Paul,Norris,102,109,207,250,94
0,Michael,Lee,96,179,112,189,281
0,Gregory,Hood,319,265,127,96,196
0,Patricia,Ross,181,196,104,231,96
0,Steven,Martinez,140,207,97,193,142
0,Kimberly,Cook,170,115,136,97,306
0,Sarah,Mendoza,98,129,214,147,99
0,Matthew,Jefferson,182,98,161,199,165
0,Kathleen,Ward,158,142,98,121,356
0,George,Mcguire,201,261,99,190,135
0,Brittany,Duffy,100,148,230,152,243
0,Paul,Potter,234,100,173,137,110
0,James,Martinez,107,159,259,100,342
0,Justin,Johnson,183,212,147,101,114
0,Jose,Campbell,175,285,301,133,103
0,Kyle,Bailey,173,135,144,104,234
0,Sarah,Riggs,106,121,264,194,284
0,Keith,Mosley,172,128,126,106,193
0,Juan,Davis,117,264,142,107,287
0,Kelly,Knight,171,234,206,229,107
0,John,Flores,269,330,109,249,183
0,Thomas,Dalton,110,177,171,221,288
0,Lindsay,Reeves,123,125,110,266,290
0,Christina,Smith,253,322,179,110,187
0,Jennifer,Chung,111,248,123,182,148
0,Jeff,Miller,240,328,111,332,229
0,Kristen,Williams,202,112,233,232,191
0,Keith,Henderson,113,167,237,126,150
0,Bryan,Bishop,367,221,153,114,176
0,Adam,Baker,143,116,122,204,158
0,Daniel,Wade,138,241,116,251,236
0,Beth,Barry,218,267,330,244,116
0,Christopher,Wu,149,172,232,117,124
0,Jennifer,Brown,204,210,119,171,134
0,David,Mcgee,270,305,275,219,119
0,Andre,Collins,120,173,183,261,129
0,Stephanie,Ward,125,150,239,120,276
0,Stephanie,Robinson,241,227,271,211,120
0,Mary,Holt,227,223,121,157,310
0,Michael,Davis,122,197,278,123,169
0,Cheryl,Weaver,136,149,150,122,141
0,Joshua,Shields,288,158,225,304,122
0,David,Khan,254,205,226,125,327
0,Sonya,Michael,264,224,236,139,125
0,Chelsea,Castillo,184,127,184,209,154
0,Stephen,Moore,294,136,198,129,175
0,Tracy,Snyder,287,130,252,162,139
0,Anita,Butler,131,287,261,253,177
0,Jennifer,Fuller,144,326,180,300,131
0,Isaiah,Norton,214,152,132,170,166
0,Joseph,Harmon,300,168,210,132,216
0,Jason,Webster,203,373,220,264,132
0,Belinda,Carter,139,133,141,158,286
0,Kyle,Alvarez,305,347,289,307,133
0,Brian,Daniel,134,281,356,289,227
0,Katelyn,Douglas,312,134,162,149,179
0,John,Tran,250,225,135,218,280
0,Samantha,Smith,313,270,222,135,209
0,Brandon,Martinez,332,278,358,136,263
0,Sean,Moore,212,314,178,252,137
0,Rebecca,Gonzalez,289,237,139,277,278
0,Cody,Jenkins,339,262,393,140,181
0,Thomas,Gardner,153,169,248,159,140
0,Shelby,Contreras,141,164,155,174,244
0,Jessica,Wallace,197,222,208,141,294
0,Richard,Brown,142,193,203,354,304
0,Rebekah,Williams,276,191,334,142,266
0,Regina,Cook,187,143,235,203,212
0,Wendy,Reyes,160,211,143,173,293
0,Mariah,Bowers,219,229,219,187,143
0,Emily,Kim,145,301,298,305,174
0,Debra,Martin,341,145,284,281,206
0,Jordan,Chavez,146,231,254,145,189
0,Charles,Wright,283,147,151,166,200
0,Michael,Woodward,286,236,260,148,162
0,Christopher,Garcia,200,280,177,242,152
0,Christopher,Caldwell,316,153,199,274,331
0,Melissa,Mason,162,181,282,153,194
0,Ryan,Clark,193,189,196,254,153
0,Wyatt,Gibson,165,246,154,167,210
0,Ashley,Hamilton,223,250,268,154,203
0,Cynthia,Hartman,194,315,221,312,155
0,John,Tucker,156,206,234,278,273
0,Jeffrey,Turner,224,359,255,156,180
0,Heidi,Grant,245,268,328,201,157
0,Matthew,Mendoza,242,319,291,238,159
0,Barry,Lewis,290,160,263,296,247
0,James,Dickson,226,296,160,186,264
0,David,Clarke,190,361,244,161,283
0,Christina,Willis,304,163,274,282,348
0,Jennifer,Horne,252,184,163,172,190
0,Tyler,Jennings,248,230,250,163,285
0,Kimberly,Graves,347,272,243,334,163
0,Kenneth,Barton,228,198,164,177,197
0,Gary,Le,292,254,165,230,239
0,Sharon,Dickson,324,313,223,165,292
0,Ana,Mitchell,327,256,166,336,268
0,Jennifer,Wyatt,168,214,231,262,325
0,Vanessa,Williams,169,217,228,233,192
0,Donna,Adams,260,273,339,169,311
0,Chad,Fisher,299,170,190,311,170
0,Melissa,Turner,364,242,170,217,349
0,Laurie,Palmer,206,252,172,222,305
0,Lauren,Morrow,296,174,317,263,265
0,Tyler,Roach,176,203,247,345,274
0,Maxwell,Miller,251,176,312,248,233
0,Kimberly,Wells,257,308,176,215,237
0,Nicholas,Smith,178,307,359,374,299
0,Nicole,Thompson,195,244,224,257,178
0,Tiffany,Perez,247,300,326,179,228
0,Elizabeth,Johnson,330,243,245,183,346
0,Stacy,Dodson,295,200,186,309,245
0,Natasha,Williams,284,187,319,196,295
0,Derek,Butler,243,289,188,280,202
0,David,Cook,191,215,189,268,252
0,Bonnie,Barrett,306,190,205,255,211
0,Lindsay,Harris,221,299,191,267,309
0,Kathleen,Nguyen,225,258,257,191,221
0,Lori,Dixon,192,259,323,322,345
0,Tom,Harris,258,324,192,306,275
0,Jennifer,Lewis,196,201,217,226,226
0,Joshua,Figueroa,199,334,288,286,350
0,Paige,Johnson,262,199,227,234,208
0,Yvonne,Ross,263,240,306,200,257
0,Anthony,Elliott,229,202,269,228,213
0,Ronald,Ward,213,333,202,295,320
0,April,Williams,208,204,277,275,224
0,Kristi,Reeves,232,213,315,216,204
0,Matthew,Gutierrez,353,284,313,348,207
0,Anna,Valenzuela,350,209,270,283,262
0,Christopher,White,211,249,287,291,279
0,Tonya,Molina,344,291,373,213,332
0,Patricia,Tyler,266,226,273,299,215
0,Hailey,Woods,268,216,266,356,254
0,John,Bennett,297,303,216,237,296
0,Julie,Hall,217,329,352,340,328
0,Carol,Cook,352,397,286,383,217
0,Kayla,Malone,376,218,410,384,352
0,Faith,Gonzalez,362,377,218,337,358
0,Susan,Page,318,219,362,276,259
0,Andrew,Gonzalez,220,311,246,239,322
0,Amber,Aguilar,321,220,276,290,301
0,Joseph,Morton,222,298,251,260,333
0,Renee,Rogers,325,255,299,223,374
0,Kimberly,Roberts,261,332,378,328,223
0,Rebecca,Palmer,233,274,280,224,260
0,Michael,Thompson,280,410,337,297,225
0,Frank,Herrera,230,320,361,318,318
0,Daniel,Hoffman,231,355,357,293,357
0,Madison,Harris,302,253,329,376,231
0,Taylor,Martinez,354,362,293,352,232
0,David,Mitchell,293,233,388,308,355
0,David,Lee,235,342,341,243,258
0,Cody,Howard,410,235,348,292,312
0,Robert,Blanchard,343,282,346,235,256
0,Patrick,Taylor,236,316,308,346,271
0,Kimberly,Sawyer,237,310,265,313,300
0,Lori,Sutton,238,294,345,367,397
0,Benjamin,Bowen,239,263,305,329,334
0,Pamela,Robinson,333,394,395,240,389
0,Jonathan,Howe,274,288,365,241,261
0,Steve,Moore,291,283,296,366,241
0,Matthew,Romero,369,395,242,325,375
0,Amy,Allen,272,323,309,338,242
0,Colin,Rojas,361,245,332,362,373
0,Nicole,Hendricks,311,247,262,375,250
0,Samuel,Moore,315,257,258,347,248
0,Julie,Miller,249,327,340,310,364
0,James,Dunn,267,251,249,339,267
0,Jeremy,Ferguson,307,371,310,371,253
0,Kenneth,White,317,286,256,256,297
0,Peter,Fox,298,269,333,259,302
0,Tyler,Mcdaniel,342,260,272,316,314
0,Elaine,Williams,265,344,344,342,344
0,Megan,Harris,355,386,385,265,313
0,John,Fisher,271,266,303,353,291
0,Derrick,Collins,273,350,267,327,321
0,Aaron,Maxwell,285,279,324,314,269
0,Lisa,Brady,314,345,322,270,336
0,Paula,Mcgee,386,336,290,330,270
0,Brandon,Rodriguez,301,309,349,271,272
0,Michael,Miller,322,275,318,288,353
0,Krystal,Smith,303,276,292,320,289
0,Wayne,Baker,277,348,347,357,377
0,Veronica,Martinez,278,306,390,361,396
0,James,Stanton,281,297,316,344,307
0,Rickey,Murphy,370,357,281,363,379
0,Kimberly,Fisher,282,343,353,301,363
0,Jeanne,Zimmerman,320,390,355,294,282
0,Eric,Young,337,356,283,335,360
0,Diane,White,356,295,366,284,326
0,Ricardo,Flowers,340,304,285,398,340
0,Rhonda,Phillips,366,352,325,285,382
0,Samuel,Gallagher,309,385,294,287,369
0,Justin,Anderson,399,290,304,385,367
0,Sarah,Barron,328,375,295,321,359
0,Amanda,Thomas,310,335,297,390,303
0,Steven,Meyer,365,318,376,298,319
0,Kayla,Bean,395,354,351,397,298
0,Cynthia,Moyer,378,364,300,388,383
0,Jeremiah,Allen,396,302,377,377,365
0,Jaime,Sullivan,308,325,302,351,335
0,Christian,Fleming,381,331,320,302,323
0,Alexander,Esparza,348,349,307,349,384
0,Troy,Foster,326,365,311,331,354
0,Rebecca,Williams,359,312,327,358,368
0,Larry,Gomez,384,337,314,389,404
0,Chelsea,Johnston,329,340,336,315,371
0,Tina,Mcfarland,371,366,383,364,315
0,Christy,Gallegos,323,376,372,350,316
0,Carolyn,Fuentes,363,369,367,317,339
0,Lee,Nicholson,368,383,363,324,317
0,Joseph,Clark,373,346,384,319,329
0,Alexandria,Harris,383,321,350,365,366
0,Joshua,Dean,331,341,321,370,338
0,James,Armstrong,379,372,335,323,337
0,Anthony,Holmes,346,339,343,326,324
0,Daniel,Reyes,336,353,374,341,330
0,Ryan,Pitts,380,338,331,373,343
0,Jennifer,Sexton,375,360,342,333,347
0,Colleen,Stewart,334,380,370,379,361
0,Monica,Mack,335,367,398,403,380
0,Jack,Wilson,338,370,381,343,388
0,Bruce,Phillips,372,379,338,372,372
0,Scott,Perry,394,388,354,378,341
0,David,Reeves,345,374,387,391,386
0,Sergio,Ortiz,351,392,382,369,381
0,Carl,Sims,360,351,400,393,392
0,Jeffery,Solis,389,381,368,368,351
0,Ricardo,Henry,382,393,364,355,370
0,Robert,Roy,357,391,369,401,376
0,Alex,Donaldson,358,387,371,409,406
0,Brittany,Carrillo,374,358,375,359,362
0,Jose,Brooks,385,384,379,360,393
0,William,Peterson,387,363,386,395,387
0,Kathleen,Compton,390,368,380,399,394
0,Aimee,Stewart,391,378,396,380,378
0,William,Mccoy,393,400,404,381,405
0,Brian,Braun,401,382,403,402,395
0,Roger,Smith,404,398,391,382,390
0,David,Johnson,388,401,389,386,385
0,Karen,Dickerson,397,407,399,387,391
0,Mary,Williams,402,389,406,394,409
0,Robert,Phillips,392,405,408,407,398
0,David,Stevens,400,403,392,400,401
0,Bonnie,Lee,408,404,397,392,408
0,Paul,Hoffman,405,399,394,405,402
0,Wendy,Oconnor,403,396,405,404,403
0,Gerald,Williams,407,402,402,396,399
0,Jennifer,Mitchell,398,406,401,406,400
0,Dustin,Vega,406,408,407,408,407
0,Robert,Garza,409,409,409,410,410
