Points,First Name,Last Name,Placings
0,Taylor,Martinez
0,Daniel,Espinoza
0,Wendy,Reyes
0,John,Oconnor
0,David,Hamilton
0,Gabrielle,Brock
0,Scott,Perry
0,Christy,Gallegos
0,Peter,Fox
0,Samuel,Gallagher
0,Julie,Barr
0,Laurie,Palmer
0,Robert,Phillips
0,Haley,Ryan
0,Richard,Brown
0,Alexander,Stewart
0,Jennifer,Lewis
0,Kristen,Williams
0,Cory,Warner
0,Jennifer,Mitchell
0,Antonio,Valencia
0,Michelle,Boyle
0,Tiffany,Perez
0,David,Long
0,James,Howard
0,Cody,Howard
0,Steve,Moore
0,Brittany,Carroll
0,Joshua,Dean
0,Christina,Smith
0,Daniel,Wade
0,Julia,Stone
0,Jeanette,King
0,Robert,Andrews
0,Jessica,Wallace
0,Ian,Campbell
0,Michelle,Hart
0,Vanessa,Williams
0,Benjamin,Bowen
0,Michael,Woodward
0,Paul,Potter
0,Derrick,Collins
0,Christopher,Garcia
0,Ricardo,Flowers
0,Thomas,Gardner
0,Lindsay,Reeves
0,David,Lee
0,Scott,Bryant
0,Kyle,Bailey
0,Ryan,Clark
0,Nicole,Hendricks
0,Christian,Fleming
0,Amanda,Davis
0,Joseph,Morton
0,Randall,Campbell
0,Paula,Mcgee
0,Anna,Charles
0,Debra,Martin
0,Stephanie,Ward
0,Elizabeth,Taylor
0,Veronica,Martinez
0,Frank,Herrera
0,James,Dickson
0,Kayla,Johnson
0,Tyler,Roach
0,Renee,Rogers
0,Sharon,Dickson
0,Karen,Castro
0,William,Peterson
0,Daniel,Mendoza
0,Yvonne,Ross
0,Tracy,Snyder
0,Lauren,Morrow
0,Lindsay,Harris
0,Jaime,Sullivan
0,Susan,Page
0,Christina,Marshall
0,Patricia,Tyler
0,Christina,Willis
0,Danielle,Knapp
0,Martha,Smith
0,Lisa,Brady
0,Jeremy,Fisher
0,Chelsea,Johnston
0,Terrance,Fowler
0,Jared,Hahn
0,Chad,Fisher
0,Sarah,Hunt
0,Tiffany,Owens
0,Bonnie,Barrett
0,Regina,Cook
0,Robert,Garza
0,Sheila,Johnson
0,Wyatt,Gibson
0,Michael,Thompson
0,Jason,Webster
0,Gregory,Hood
0,Taylor,Roach
0,Carol,Cook
0,Adam,Baker
0,Karen,Hunter
0,Rebecca,Brown
0,George,Wright
0,Jonathan,Howe
0,Michael,Lee
0,Jennifer,Chung
0,David,Clarke
0,Amanda,Thomas
0,Christopher,Kim
0,Justin,Santana
0,Brooke,Hunter
0,Ronald,Ward
0,David,Reeves
0,Bill,Meadows
0,Cynthia,Hartman
0,Heather,Soto
0,Brandon,Rodriguez
0,Rebekah,Williams
0,Justin,Anderson
0,Melissa,Turner
0,Rebecca,Williams
0,David,Heath
0,Dustin,Vega
0,Heather,Manning
0,Corey,Smith
0,Natasha,Williams
0,Shelby,Contreras
0,Jeffery,Solis
0,Kimberly,Graves
0,Kimberly,Roberts
0,Lynn,Cohen
0,Ashley,Hamilton
0,Kimberly,Sawyer
0,Mary,Holt
0,John,Tran
0,Nicole,Young
0,Brittany,Duffy
0,Matthew,Jefferson
0,Keith,Henderson
0,Jason,Martin
0,Jacob,Garcia
0,Patricia,Ross
0,Christopher,White
0,John,Carter
0,Tyler,Mcdaniel
0,Angela,Jordan
0,Trevor,Benson
0,Edward,Johnson
0,James,Martinez
0,Sandra,Collins
0,Peter,King
0,Roger,Smith
0,Stephen,Moore
0,Maxwell,Miller
0,Andre,Collins
0,Larry,Gomez
0,James,Cordova
0,Elizabeth,Strong
0,Joseph,Clark
0,Madison,Harris
0,Julie,Miller
0,Craig,Smith
0,Michael,Brown
0,Stephanie,Robinson
0,Stacy,Roberson
0,Gwendolyn,Ford
0,Kenneth,White
0,Samuel,Moore
0,Joshua,Shields
0,Carl,Sims
0,Ryan,Pitts
0,Bradley,Cross
0,Sergio,Ortiz
0,Megan,Harris
0,Troy,Foster
0,Eric,Burgess
0,Paul,Hoffman
0,Brianna,Gonzalez
0,Stacey,Matthews
0,Alexandria,Harris
0,Tom,Harris
0,Brittany,Rice
0,Phyllis,Lopez
0,Dawn,Bond
0,Ryan,Hernandez
0,Robert,Harrison
0,Laura,Miller
0,Timothy,Garcia
0,Craig,Romero
0,Beth,Blankenship
0,Tracey,Bean
0,Angela,Robinson
0,Kenneth,Richmond
0,Richard,Hughes
0,Kathleen,Ferguson
0,Deborah,Edwards
0,Toni,Miranda
0,Linda,Gamble
0,Roberta,Hodges
0,Christine,Ward
0,Carrie,Jones
0,Robert,Zamora
0,Dylan,Hoffman
0,Sarah,Salazar
0,George,Gray
0,April,Roberts
0,Raymond,Bray
0,Gary,Morse
0,Sara,Lynch
0,Derek,Carter
0,Jessica,Sullivan
0,Christopher,Prince
0,Maria,Mcgee
0,Sarah,Lang
0,Victoria,Pacheco
0,Anthony,Johnson
0,William,Johnson
0,Theresa,English
0,Emily,Jones
0,Robert,Terry
0,Matthew,Rubio
0,David,Kelly
