The Johannesburg Open Tournament in South Africa
Top 64 Qualify.
Rank,First Name,Last Name,AO5,Scores
29th,Donald,Dixon,21.42,"[24.35, 17.99, 22.37, 21.14, 20.74]"
30th,Nathaniel,White,21.51,"[21.65, 22.11, 20.82, 20.77, 22.05]"
31st,Terrance,Fowler,21.52,"[26.52, 20.67, 17.28, 20.55, 23.34]"
32nd,Robert,Young,21.53,"[20.72, 20.52, 25.96, 23.36, 19.98]"
33rd,Ryan,Stoyko,21.63,"[19.16, 22.74, 'DNF', 19.29, 22.85]"
34th,Jacob,Garcia,21.69,"[23.54, 21.11, 23.83, 19.56, 20.43]"
35th,Jason,Martin,21.78,"[25.05, 18.33, 23.36, 22.82, 19.16]"
36th,Antonio,Valencia,21.88,"[20.09, 22.54, 20.73, 22.36, 22.63]"
37th,Christopher,Kim,21.88,"[24.16, 21.54, 22.43, 21.67, 20.21]"
38th,Eric,Miller,21.9,"[20.77, 18.4, 21.87, 23.07, 25.95]"
39th,Duane,Smith,21.92,"[20.86, 22.92, 22.28, 22.28, 21.19]"
40th,Clinton,Buck,22.0,"[21.78, 25.3, 20.26, 21.58, 22.65]"
41st,Tracy,Snyder,22.0,"[20.71, 'DNF', 22.88, 21.18, 21.95]"
42nd,Aaron,Hall,22.06,"[20.57, 21.02, 21.98, 23.18, 24.44]"
43rd,Caitlin,Nolan,22.08,"[22.1, 24.67, 20.72, 20.72, 23.42]"
44th,Heather,Ali,22.1,"[23.15, 23.93, 23.23, 19.91, 19.72]"
45th,Victor,Francis,22.12,"[19.8, 23.19, 21.25, 24.68, 21.93]"
46th,Kyle,Bailey,22.13,"[22.21, 21.98, 21.43, 22.21, 24.41]"
47th,Michael,Rodgers,22.16,"[26.21, 22.65, 20.29, 19.49, 23.54]"
48th,Kelly,Morris,22.18,"[20.52, 20.89, 24.56, 23.4, 22.24]"
49th,Donald,Levy,22.2,"[21.67, 25.19, 23.33, 20.06, 21.61]"
50th,Lonnie,Green,22.21,"[25.88, 17.95, 22.45, 22.2, 21.97]"
51st,Robin,Wells,22.22,"[22.73, 20.35, 16.22, 23.59, 24.16]"
52nd,Ian,Campbell,22.27,"[23.04, 22.93, 21.75, 22.14, 21.22]"
53rd,Alexis,Valentine,22.33,"[18.04, 22.17, 22.49, 22.34, 24.02]"
54th,Ashley,Hamilton,22.34,"[19.92, 25.24, 23.16, 21.47, 22.38]"
55th,Amanda,Davis,22.36,"[22.66, 21.57, 23.08, 21.07, 22.85]"
56th,Michelle,Evans,22.4,"[21.4, 21.77, 23.65, 21.79, 27.47]"
57th,Tracy,Kelley,22.41,"[22.37, 21.7, 20.18, 23.16, 25.3]"
58th,Justin,Santana,22.41,"[24.12, 21.45, 21.1, 26.23, 21.65]"
59th,Traci,Cox,22.43,"[21.67, 23.15, 20.05, 22.94, 22.68]"
60th,Karen,Castro,22.46,"[19.8, 23.84, 22.51, 24.07, 21.04]"
61st,Tiffany,Dixon,22.49,"[22.12, 22.4, 24.29, 20.45, 22.95]"
62nd,Jared,Preston,22.49,"[22.7, 21.15, 24.14, 23.62, 20.24]"
63rd,Brian,Daniel,22.52,"[23.57, 26.19, 20.91, 20.93, 23.06]"
64th,Elizabeth,Taylor,22.64,"[19.48, 22.3, 24.54, 23.42, 22.21]"
65th,Julie,Barr,22.65,"[20.62, 22.97, 20.15, 28.96, 24.37]"
66th,Elizabeth,Williams,22.66,"[20.74, 24.37, 22.63, 22.03, 23.33]"
67th,Joel,Morris,22.67,"[22.58, 24.27, 22.93, 22.5, 20.43]"
68th,Sarah,Underwood,22.68,"[23.37, 23.69, 22.41, 22.27, 18.68]"
69th,Brooke,Hunter,22.7,"[23.72, 22.25, 26.86, 22.14, 19.86]"
70th,Emerson,Tichenor,22.72,"[24.47, 19.43, 19.74, 23.95, 25.62]"
71st,Nicole,Thompson,22.75,"[26.25, 22.53, 23.56, 22.15, 21.86]"
72nd,Sarah,Torres,22.81,"[23.69, 22.93, 19.97, 22.36, 23.15]"
73rd,Conor,Evans,22.85,"[21.65, 19.06, 22.53, 24.38, 24.43]"
74th,Jeremy,Fisher,22.85,"[22.27, 'DNF', 20.94, 24.23, 22.04]"
75th,Brittany,Carroll,22.86,"[24.22, 22.74, 20.56, 22.18, 23.65]"
76th,Julia,Stone,22.95,"[21.04, 23.14, 24.31, 23.51, 22.21]"
77th,Alexandria,Perez,22.96,"[24.37, 21.35, 19.91, 24.15, 23.39]"
78th,Jade,Berg,23.01,"[22.57, 27.03, 23.44, 20.82, 23.03]"
79th,Mark,Williams,23.02,"[21.28, 24.42, 21.06, 23.35, 24.91]"
80th,Michele,Cordova,23.03,"[22.99, 23.59, 21.37, 23.06, 23.04]"
81st,Chad,Thomas,23.05,"[24.49, 23.64, 23.2, 22.31, 21.03]"
82nd,David,Long,23.09,"[18.75, 23.81, 23.54, 25.58, 21.92]"
83rd,Jessica,Lane,23.1,"[23.5, 27.25, 22.82, 22.98, 16.13]"
84th,Regina,Erickson,23.12,"[22.72, 24.58, 22.08, 22.75, 23.9]"
85th,Sheila,Johnson,23.12,"[18.89, 'DNF', 24.57, 22.63, 22.16]"
86th,Maria,Turner,23.12,"[24.33, 17.86, 28.97, 21.19, 23.84]"
87th,Anita,Buchanan,23.14,"[21.93, 23.06, 22.17, 24.18, 25.0]"
88th,James,Wade,23.15,"[23.32, 23.37, 22.75, 23.59, 21.49]"
89th,Cynthia,Silva,23.15,"[22.12, 25.35, 26.34, 21.98, 21.94]"
90th,Kimberly,Williams,23.16,"[22.9, 23.28, 23.92, 23.3, 21.5]"
91st,David,Clarke,23.18,"[22.36, 22.2, 28.28, 24.98, 20.96]"
92nd,Justin,Thomas,23.19,"[24.07, 22.24, 23.6, 22.5, 23.46]"
93rd,Brittany,Duffy,23.26,"[24.07, 22.87, 24.04, 22.86, 21.51]"
94th,Sarah,Riggs,23.28,"[27.31, 21.32, 21.21, 27.96, 20.03]"
95th,Kirsten,Mendoza,23.31,"[26.16, 21.22, 23.29, 22.15, 24.48]"
96th,Jennifer,Mcintyre,23.31,"[24.27, 20.68, 24.19, 25.32, 21.47]"
97th,Justin,Johnson,23.31,"[21.17, 23.11, 22.73, 24.09, 24.78]"
98th,Sean,Moore,23.34,"[21.44, 24.82, 23.77, 24.8, 21.2]"
99th,Cheryl,Weaver,23.34,"[18.79, 22.81, 24.71, 23.72, 23.49]"
100th,Barbara,Thomas,23.37,"[22.71, 22.78, 23.3, 24.04, 25.18]"
101st,David,Hamilton,23.38,"[22.37, 23.56, 24.16, 23.61, 22.96]"
102nd,Douglas,Robinson,23.41,"[22.78, 24.59, 24.75, 20.58, 22.86]"
103rd,Laurie,Palmer,23.42,"[24.48, 20.8, 23.89, 23.17, 23.19]"
104th,Suzanne,Weiss,23.44,"[22.59, 23.83, 24.23, 22.61, 23.87]"
105th,Christina,Kelly,23.44,"[22.24, 22.68, 23.22, 24.71, 24.43]"
106th,James,Horne,23.45,"[22.04, 24.06, 20.65, 26.01, 24.26]"
107th,Susan,Cox,23.45,"[23.57, 21.16, 22.61, 24.17, 24.97]"
108th,James,Martin,23.46,"[23.22, 23.46, 23.02, 23.69, 27.82]"
109th,Danielle,Knapp,23.47,"['DNF', 22.43, 24.9, 23.09, 21.3]"
110th,Karen,Hunter,23.47,"[22.72, 23.74, 23.96, 21.74, 26.3]"
111th,David,Nichols,23.52,"[22.8, 24.22, 23.06, 23.28, 26.26]"
112th,Kelly,Knight,23.53,"[23.18, 21.77, 22.54, 24.86, 26.7]"
113th,Jennifer,Chung,23.6,"[23.29, 22.63, 24.87, 20.85, 'DNF']"
114th,Christopher,Wu,23.62,"[24.18, 21.28, 26.24, 23.19, 23.49]"
115th,Denise,Harrison,23.66,"[26.3, 19.29, 23.82, 24.36, 22.79]"
116th,Tony,Bell,23.74,"[24.86, 24.55, 21.8, 25.58, 17.64]"
117th,Bryan,Bishop,23.76,"[25.21, 21.65, 24.63, 22.79, 23.87]"
118th,Christina,Lee,23.77,"[20.72, 25.22, 23.05, 23.63, 24.64]"
119th,Anthony,Smith,23.77,"[23.71, 29.09, 22.42, 25.18, 22.36]"
120th,Alexander,Stewart,23.77,"[20.94, 25.8, 24.42, 24.0, 22.88]"
121st,Jared,Hahn,23.77,"[20.42, 22.33, 27.32, 26.18, 22.79]"
122nd,Thomas,Gardner,23.79,"[25.57, 24.45, 24.2, 22.72, 22.65]"
123rd,Keith,Mosley,23.79,"[23.04, 26.59, 23.92, 22.54, 24.42]"
124th,Charles,Wright,23.8,"[18.58, 23.78, 24.51, 23.1, 27.66]"
125th,Lindsay,Reeves,23.8,"[25.73, 31.21, 24.28, 21.38, 20.13]"
126th,James,Gamble,23.82,"[25.23, 24.15, 24.55, 22.75, 19.89]"
127th,Cody,Jenkins,23.82,"[20.56, 21.84, 24.37, 26.32, 25.26]"
128th,Elizabeth,Henson,23.83,"[24.59, 22.67, 24.01, 26.82, 22.88]"
129th,Daniel,Wade,23.83,"[21.36, 19.63, 24.89, 25.4, 25.23]"
130th,Paul,Potter,23.83,"[24.42, 25.52, 22.17, 24.89, 21.68]"
131st,Kristi,Reeves,23.86,"[26.43, 22.03, 24.8, 24.6, 22.17]"
132nd,Eric,Meadows,23.88,"[23.85, 23.39, 22.99, 24.41, 25.32]"
133rd,Wyatt,Gibson,23.93,"[27.18, 23.9, 22.38, 24.03, 23.87]"
134th,Steven,Martinez,23.94,"[26.66, 23.06, 23.71, 23.79, 24.31]"
135th,Taylor,Roach,23.95,"[25.79, 23.51, 24.23, 23.77, 23.84]"
136th,Joshua,Obrien,23.95,"[25.94, 23.77, 22.14, 27.34, 22.0]"
137th,Haley,Ryan,23.96,"[20.64, 27.38, 26.65, 23.21, 22.01]"
138th,Brittney,Gonzalez,23.97,"[24.84, 21.92, 27.02, 20.04, 25.16]"
139th,Brittany,Obrien,23.98,"[22.43, 23.86, 25.41, 24.06, 24.03]"
140th,Andrew,Barnett,23.99,"[24.24, 21.57, 25.63, 23.55, 24.19]"
141st,Heidi,Grant,24.0,"[22.23, 28.26, 22.05, 24.94, 24.84]"
142nd,Heather,Soto,24.0,"[23.34, 25.43, 25.04, 22.54, 23.62]"
143rd,Richard,Austin,24.02,"[29.05, 19.29, 21.9, 25.7, 24.46]"
144th,Christine,Moran,24.03,"[22.09, 27.38, 23.86, 24.79, 23.44]"
145th,Ryan,Clark,24.04,"[24.95, 23.97, 24.68, 23.48, 22.87]"
146th,Devon,Fisher,24.05,"[20.56, 22.99, 25.01, 25.68, 24.16]"
147th,Martha,Smith,24.08,"[19.98, 26.24, 23.49, 22.52, 27.09]"
148th,Whitney,Nicholson,24.09,"[22.07, 25.78, 'DNF', 23.12, 23.37]"
149th,Lauren,Morrow,24.09,"[25.64, 25.44, 22.03, 19.76, 24.81]"
150th,Corey,Smith,24.09,"[23.6, 24.32, 22.17, 26.56, 24.34]"
151st,Juan,Davis,24.1,"[23.89, 25.32, 22.24, 24.16, 24.24]"
152nd,Sonya,Michael,24.11,"[23.64, 21.65, 26.09, 26.16, 22.6]"
153rd,Carlos,Thompson,24.16,"[24.09, 24.84, 21.61, 'DNF', 23.55]"
154th,April,Williams,24.2,"[24.06, 21.99, 23.54, 25.01, 25.84]"
155th,Marissa,Scott,24.21,"[24.25, 25.69, 22.68, 20.66, 26.5]"
156th,Robert,Sims,24.22,"[22.89, 27.45, 25.7, 22.63, 24.08]"
157th,Daniel,Espinoza,24.27,"[24.6, 18.8, 23.67, 24.53, 28.3]"
158th,Kimberly,Cook,24.28,"[19.25, 22.6, 25.27, 25.09, 25.16]"
159th,Rebecca,Brown,24.28,"[25.85, 22.16, 26.86, 22.3, 24.68]"
160th,James,Miller,24.29,"[23.35, 25.59, 25.64, 22.98, 23.93]"
161st,Kayla,Moore,24.36,"[26.25, 24.24, 25.84, 23.01, 22.06]"
162nd,Roberto,Parsons,24.38,"[19.0, 23.56, 24.77, 27.42, 24.81]"
163rd,Melissa,Mason,24.39,"[22.25, 25.6, 22.69, 24.88, 25.96]"
164th,Belinda,Carter,24.4,"[22.71, 22.86, 25.87, 24.47, 26.23]"
165th,Jennifer,Brown,24.4,"[23.69, 25.99, 25.61, 23.9, 23.49]"
166th,Jose,Campbell,24.41,"[24.15, 25.05, 24.03, 29.46, 22.58]"
167th,Tiffany,Owens,24.42,"[25.2, 25.28, 21.3, 23.98, 24.07]"
168th,Adam,Baker,24.43,"[25.25, 26.34, 23.64, 22.39, 24.4]"
169th,Christine,Hicks,24.44,"[24.36, 21.75, 24.98, 24.77, 24.19]"
170th,George,Mcguire,24.46,"[21.18, 23.75, 24.71, 24.91, 26.01]"
171st,Austin,Carpenter,24.48,"[21.03, 'DNF', 19.5, 26.87, 25.53]"
172nd,Heather,Manning,24.49,"[23.85, 25.23, 27.1, 24.4, 21.28]"
173rd,Beth,Barry,24.5,"[23.81, 23.6, 23.73, 25.95, 28.03]"
174th,Felicia,Martinez,24.51,"[22.93, 25.35, 23.32, 25.74, 24.86]"
175th,Mariah,Bowers,24.53,"[23.51, 27.01, 30.15, 22.98, 23.07]"
176th,Keith,Henderson,24.54,"[27.09, 21.78, 25.2, 24.57, 23.84]"
177th,James,Johnston,24.59,"[20.76, 24.58, 25.56, 25.69, 23.62]"
178th,Chad,Fisher,24.59,"[25.6, 24.15, 22.38, 25.18, 24.43]"
179th,Lynn,Cohen,24.61,"[25.23, 26.38, 25.24, 23.36, 23.23]"
180th,David,Cook,24.63,"[24.68, 25.89, 24.41, 24.8, 23.1]"
181st,Barry,Lewis,24.64,"[24.37, 25.16, 24.69, 24.85, 23.48]"
182nd,Vanessa,Williams,24.64,"[21.82, 26.7, 24.26, 25.7, 23.97]"
183rd,Kathleen,Ward,24.67,"[23.09, 23.29, 25.5, 25.22, 27.19]"
184th,Kristen,Williams,24.67,"[26.55, 25.68, 24.56, 22.06, 23.76]"
185th,Rachel,Ramsey,24.69,"[28.98, 27.36, 23.92, 22.72, 22.79]"
186th,Alicia,Graham,24.69,"[25.01, 24.0, 26.16, 24.31, 24.74]"
187th,Gregory,Hood,24.7,"[20.09, 25.58, 24.06, 28.17, 24.47]"
188th,Taylor,Martinez,24.71,"[24.63, 25.45, 24.05, 26.4, 22.55]"
189th,Jessica,Wallace,24.71,"[24.05, 23.19, 23.92, 26.17, 27.54]"
190th,Kenneth,Barton,24.72,"[26.14, 24.76, 22.15, 'DNF', 23.25]"
191st,Isaiah,Norton,24.76,"[24.58, 25.66, 24.41, 25.28, 22.63]"
192nd,Derrick,Collins,24.76,"[22.09, 24.34, 24.58, 25.37, 27.93]"
193rd,David,Garcia,24.82,"[23.03, 24.02, 29.47, 25.51, 24.94]"
194th,Amanda,Scott,24.83,"[21.81, 27.35, 24.04, 23.49, 26.96]"
195th,Sarah,Hunt,24.85,"[25.31, 27.41, 24.92, 24.32, 21.42]"
196th,Regina,Cook,24.86,"[25.58, 24.01, 24.0, 24.99, 25.68]"
197th,Faith,Gonzalez,24.87,"[25.52, 22.44, 33.76, 24.85, 24.25]"
198th,Daniel,Mendoza,24.88,"[26.1, 26.54, 25.05, 23.48, 21.19]"
199th,Gerald,Nelson,24.88,"[23.75, 26.54, 25.72, 22.89, 25.17]"
200th,Shelby,Contreras,24.89,"[26.69, 19.06, 24.19, 27.09, 23.78]"
201st,Karen,Mayer,24.91,"[20.65, 25.42, 25.32, 24.37, 25.04]"
202nd,Hailey,Woods,24.92,"['DNF', 22.76, 25.46, 24.93, 24.36]"
203rd,Ronald,Ward,24.92,"[27.32, 24.68, 22.7, 25.71, 24.37]"
204th,Matthew,Mendoza,24.93,"[23.69, 25.21, 26.62, 25.9, 23.27]"
205th,Christina,Smith,24.94,"[26.06, 24.69, 24.06, 21.9, 26.7]"
206th,Marcus,Nguyen,24.97,"[27.71, 23.24, 25.62, 25.42, 23.86]"
207th,Samantha,Smith,24.98,"[22.93, 26.42, 26.41, 25.59, 20.38]"
208th,Kimberly,Sawyer,24.98,"[24.82, 25.28, 26.74, 24.84, 21.83]"
209th,Justin,Santos,24.99,"[22.96, 25.29, 26.95, 25.31, 24.37]"
210th,Jordan,Chavez,25.01,"[22.99, 26.67, 24.01, 24.35, 'DNF']"
211th,Kimberly,Wade,25.04,"[23.18, 24.26, 30.25, 24.58, 26.29]"
212th,Anthony,Elliott,25.05,"[25.5, 26.61, 23.61, 24.81, 24.85]"
213th,Paul,Norris,25.06,"[24.93, 25.53, 20.09, 29.03, 24.72]"
214th,Kathleen,Nguyen,25.06,"[21.42, 23.78, 25.55, 27.42, 25.85]"
215th,Carol,Riley,25.07,"[25.42, 25.1, 24.69, 27.01, 22.72]"
216th,Stephanie,Ward,25.07,"[24.12, 25.71, 24.48, 27.46, 25.03]"
217th,Elizabeth,Johnson,25.08,"[26.02, 25.7, 23.53, 19.65, 28.54]"
218th,Debra,Martin,25.08,"[23.58, 26.55, 27.89, 25.11, 22.83]"
219th,Jennifer,Horne,25.09,"[25.06, 25.14, 25.08, 23.57, 27.43]"
220th,Anna,Charles,25.09,"[25.1, 27.92, 27.26, 22.92, 20.49]"
221st,Michael,Lee,25.1,"[25.34, 25.63, 25.69, 24.33, 24.05]"
222nd,Jeffrey,Turner,25.11,"[27.09, 28.13, 23.69, 24.54, 23.32]"
223rd,Sarah,Mendoza,25.12,"[24.6, 25.53, 25.22, 28.01, 23.52]"
224th,Wendy,Herrera,25.13,"[16.17, 27.07, 23.43, 24.9, 27.54]"
225th,Diane,White,25.13,"[24.19, 23.58, 23.02, 27.63, 28.97]"
226th,Mary,Holt,25.15,"[25.1, 25.62, 24.74, 23.6, 27.91]"
227th,Lori,Sutton,25.16,"[24.66, 26.3, 24.51, 21.93, 26.78]"
228th,John,Tran,25.16,"[25.08, 25.26, 25.13, 25.99, 21.52]"
229th,Rebecca,Gonzalez,25.19,"[25.59, 24.4, 28.8, 24.34, 25.57]"
230th,Christina,Willis,25.2,"[25.28, 24.86, 27.45, 25.2, 25.13]"
231st,Nicole,Hendricks,25.21,"[22.68, 24.73, 26.21, 24.68, 27.42]"
232nd,Wendy,Reyes,25.32,"[27.94, 25.14, 26.04, 24.41, 24.78]"
233rd,Tiffany,Perez,25.32,"[29.04, 25.38, 24.4, 23.08, 26.17]"
234th,Gabrielle,Brock,25.38,"[26.01, 23.34, 25.05, 25.09, 27.96]"
235th,Joseph,Harmon,25.38,"[26.33, 24.56, 25.25, 26.97, 23.9]"
236th,Stacy,Dodson,25.39,"[25.25, 27.12, 25.93, 24.98, 24.34]"
237th,Matthew,Jefferson,25.39,"[23.08, 25.95, 24.83, 25.6, 25.75]"
238th,Mark,Thomas,25.4,"[27.73, 20.12, 27.36, 23.23, 25.6]"
239th,Patricia,Ross,25.42,"[24.96, 24.88, 25.45, 'DNF', 25.84]"
240th,Kimberly,Graves,25.43,"[25.63, 26.16, 24.67, 25.0, 25.66]"
241st,Anita,Butler,25.44,"[23.39, 26.79, 24.02, 25.91, 26.4]"
242nd,Gary,Le,25.45,"[24.3, 25.92, 25.54, 26.62, 24.9]"
243rd,Aaron,Maxwell,25.47,"[25.51, 21.66, 27.5, 26.81, 24.1]"
244th,Jennifer,Bass,25.48,"[24.51, 26.0, 26.19, 23.55, 25.94]"
245th,Michael,Davis,25.48,"[24.13, 24.92, 26.81, 'DNF', 24.7]"
246th,James,Stanton,25.48,"[25.2, 24.31, 27.52, 23.53, 26.94]"
247th,Rebekah,Williams,25.48,"[24.95, 24.89, 22.65, 26.6, 'DNF']"
248th,Andrew,Gonzalez,25.51,"[25.44, 25.76, 26.49, 24.39, 25.33]"
249th,Jennifer,Wyatt,25.52,"[24.64, 26.4, 26.29, 25.45, 24.83]"
250th,Thomas,Dalton,25.56,"[26.92, 25.74, 24.03, 27.13, 22.93]"
251st,Susan,Page,25.59,"[25.77, 24.46, 26.53, 24.11, 27.51]"
252nd,Brandon,Martinez,25.6,"[27.09, 23.59, 27.51, 24.12, 25.58]"
253rd,Joshua,Figueroa,25.61,"[26.08, 30.11, 23.67, 26.97, 23.77]"
254th,David,Mitchell,25.61,"[24.91, 28.26, 24.72, 20.8, 27.2]"
255th,Brandon,Rodriguez,25.62,"[24.44, 25.85, 24.9, 27.15, 26.1]"
256th,Anthony,Holmes,25.63,"[24.25, 25.22, 26.93, 26.32, 25.34]"
257th,Chelsea,Castillo,25.64,"[26.13, 25.24, 25.56, 27.37, 21.83]"
258th,Amanda,Thomas,25.68,"[23.64, 27.21, 23.45, 26.51, 26.9]"
259th,Paula,Mcgee,25.7,"[23.53, 24.87, 23.37, 30.28, 28.69]"
260th,Randall,Campbell,25.72,"[26.11, 23.77, 23.66, 27.28, 28.11]"
261st,Rebecca,Palmer,25.76,"[26.23, 26.35, 22.29, 26.67, 24.7]"
262nd,James,Dickson,25.76,"[25.11, 25.3, 27.73, 23.35, 26.87]"
263rd,David,Mcgee,25.77,"[27.05, 27.67, 24.18, 25.2, 25.07]"
264th,Kimberly,Martin,25.77,"[26.56, 28.07, 22.35, 24.61, 26.15]"
265th,Christina,Marshall,25.8,"[26.46, 24.3, 22.56, 27.67, 26.65]"
266th,Michael,Woodward,25.83,"[22.92, 25.58, 'DNF', 25.78, 26.12]"
267th,Barbara,Peterson,25.84,"[26.23, 22.46, 25.54, 29.77, 25.76]"
268th,Daniel,Phillips,25.84,"[23.09, 26.4, 26.47, 28.73, 24.66]"
269th,Tonya,Molina,25.84,"[25.88, 24.04, 27.76, 25.93, 25.7]"
270th,Matthew,Romero,25.84,"[27.04, 30.41, 22.56, 24.3, 26.17]"
271st,Krystal,Kane,25.84,"[28.56, 24.03, 24.92, 29.66, 23.06]"
272nd,Tyler,Jennings,25.84,"[28.0, 27.45, 24.51, 25.07, 25.0]"
273rd,Jonathan,Howe,25.86,"[26.98, 32.29, 24.29, 23.98, 26.3]"
274th,Matthew,Gutierrez,25.89,"[24.89, 29.13, 23.46, 25.22, 27.57]"
275th,John,Bennett,25.9,"[25.93, 25.77, 24.04, 26.87, 26.01]"
276th,Katelyn,Douglas,25.91,"[28.48, 27.97, 25.92, 23.72, 23.84]"
277th,Cory,Warner,25.92,"[23.44, 26.1, 26.65, 26.74, 25.0]"
278th,Joseph,Morton,25.98,"[26.37, 25.32, 26.24, 27.32, 25.1]"
279th,Jennifer,Fuller,26.01,"[25.94, 26.55, 30.04, 25.53, 25.3]"
280th,Melissa,Turner,26.01,"[26.4, 26.51, 22.27, 25.12, 29.89]"
281st,Amber,Aguilar,26.02,"[27.66, 25.75, 27.63, 24.69, 24.48]"
282nd,Elaine,Williams,26.03,"[23.62, 28.35, 24.24, 26.95, 26.9]"
283rd,Bonnie,Barrett,26.04,"[29.94, 24.06, 28.08, 24.8, 25.25]"
284th,Alexander,Esparza,26.06,"[27.25, 28.05, 25.54, 25.38, 24.14]"
285th,Kayla,James,26.07,"[25.28, 27.23, 22.61, 'DNF', 25.71]"
286th,Ricardo,Flowers,26.07,"[26.55, 26.17, 24.35, 29.36, 25.49]"
287th,Rickey,Murphy,26.09,"[27.56, 'DNF', 24.98, 25.73, 22.29]"
288th,Jason,Webster,26.1,"[24.05, 25.3, 'DNF', 28.78, 24.22]"
289th,Anna,Valenzuela,26.12,"[26.63, 28.14, 26.03, 23.09, 25.7]"
290th,Tyler,Roach,26.12,"[24.29, 26.52, 27.21, 28.07, 24.63]"
291st,Lindsay,Harris,26.14,"[26.79, 25.15, 25.81, 29.67, 25.82]"
292nd,David,Lee,26.15,"[24.77, 27.88, 25.8, 30.23, 23.98]"
293rd,Sharon,Dickson,26.15,"[26.92, 25.92, 27.06, 25.6, 23.34]"
294th,Benjamin,Bowen,26.18,"[27.09, 26.07, 25.39, 25.14, 27.81]"
295th,Frank,Herrera,26.23,"[25.48, 26.7, 30.2, 24.32, 26.52]"
296th,John,Tucker,26.25,"[26.78, 28.83, 21.85, 25.9, 26.06]"
297th,Nathaniel,Vargas,26.25,"[27.32, 25.88, 27.36, 21.35, 25.56]"
298th,Colin,Rojas,26.27,"[26.04, 26.43, 27.96, 26.33, 25.94]"
299th,Robert,Blanchard,26.29,"[24.26, 22.61, 27.5, 27.37, 27.25]"
300th,Paige,Johnson,26.3,"[27.79, 'DNF', 25.42, 25.23, 25.68]"
301st,Patrick,Taylor,26.31,"[25.87, 26.18, 24.85, 26.88, 'DNF']"
302nd,David,Khan,26.34,"[24.25, 28.7, 23.67, 29.19, 26.07]"
303rd,Michael,Thompson,26.34,"['DNF', 25.91, 24.99, 25.6, 27.52]"
304th,Alan,Morrow,26.35,"[26.88, 27.77, 23.73, 24.39, 28.64]"
305th,John,Oconnor,26.36,"[25.98, 25.7, 26.5, 26.59, 27.68]"
306th,Cody,Howard,26.37,"[27.14, 26.59, 25.3, 27.67, 25.39]"
307th,Natasha,Williams,26.37,"[27.11, 27.33, 28.87, 23.89, 24.68]"
308th,Kayla,Malone,26.38,"[24.97, 29.72, 26.63, 24.91, 27.53]"
309th,Emily,Kim,26.38,"[27.25, 26.3, 25.75, 27.09, 21.43]"
310th,Michelle,Boyle,26.38,"[23.62, 28.51, 'DNF', 26.28, 24.34]"
311th,Donna,Adams,26.39,"[26.47, 24.67, 28.03, 29.17, 24.44]"
312th,Christian,Fleming,26.4,"[25.85, 26.66, 24.06, 27.14, 26.69]"
