The Johannesburg Open Tournament in South Africa
Best Single,14.51,Daria Buchkovsky,Best AO5,18.27,Tanya Lee,"[14.7, 17.18, 20.76, 16.88, 25.82]"
Rank,First Name,Last Name,Event AVG,Best Event Single,Best Event AO5,Times,Solves,DNFs
117th,Bryan,Bishop,23.63,21.65,23.76,"[25.21, 21.65, 24.63, 22.79, 23.87]",5,0
118th,Christina,Lee,23.46,20.72,23.77,"[20.72, 25.22, 23.05, 23.63, 24.64]",5,0
119th,Anthony,Smith,24.55,22.36,23.77,"[23.71, 29.09, 22.42, 25.18, 22.36]",5,0
120th,Alexander,Stewart,23.61,20.94,23.77,"[20.94, 25.8, 24.42, 24.0, 22.88]",5,0
121st,Jared,Hahn,23.81,20.42,23.77,"[20.42, 22.33, 27.32, 26.18, 22.79]",5,0
122nd,Thomas,Gardner,23.91,22.65,23.79,"[25.57, 24.45, 24.2, 22.72, 22.65]",5,0
123rd,Keith,Mosley,24.1,22.54,23.79,"[23.04, 26.59, 23.92, 22.54, 24.42]",5,0
124th,Charles,Wright,23.52,18.58,23.8,"[18.58, 23.78, 24.51, 23.1, 27.66]",5,0
125th,Lindsay,Reeves,24.55,20.13,23.8,"[25.73, 31.21, 24.28, 21.38, 20.13]",5,0
126th,James,Gamble,23.31,19.89,23.82,"[25.23, 24.15, 24.55, 22.75, 19.89]",5,0
127th,Cody,Jenkins,23.67,20.56,23.82,"[20.56, 21.84, 24.37, 26.32, 25.26]",5,0
128th,Elizabeth,Henson,24.19,22.67,23.83,"[24.59, 22.67, 24.01, 26.82, 22.88]",5,0
129th,Daniel,Wade,23.3,19.63,23.83,"[21.36, 19.63, 24.89, 25.4, 25.23]",5,0
130th,Paul,Potter,23.74,21.68,23.83,"[24.42, 25.52, 22.17, 24.89, 21.68]",5,0
131st,Kristi,Reeves,24.01,22.03,23.86,"[26.43, 22.03, 24.8, 24.6, 22.17]",5,0
132nd,Eric,Meadows,23.99,22.99,23.88,"[23.85, 23.39, 22.99, 24.41, 25.32]",5,0
133rd,Wyatt,Gibson,24.28,22.38,23.93,"[27.18, 23.9, 22.38, 24.03, 23.87]",5,0
134th,Steven,Martinez,24.31,23.06,23.94,"[26.66, 23.06, 23.71, 23.79, 24.31]",5,0
135th,Taylor,Roach,24.22,23.51,23.95,"[25.79, 23.51, 24.23, 23.77, 23.84]",5,0
136th,Joshua,Obrien,24.24,22.0,23.95,"[25.94, 23.77, 22.14, 27.34, 22.0]",5,0
137th,Haley,Ryan,23.98,20.64,23.96,"[20.64, 27.38, 26.65, 23.21, 22.01]",5,0
138th,Brittney,Gonzalez,23.79,20.04,23.97,"[24.84, 21.92, 27.02, 20.04, 25.16]",5,0
139th,Brittany,Obrien,23.96,22.43,23.98,"[22.43, 23.86, 25.41, 24.06, 24.03]",5,0
140th,Andrew,Barnett,23.84,21.57,23.99,"[24.24, 21.57, 25.63, 23.55, 24.19]",5,0
141st,Heidi,Grant,24.46,22.05,24.0,"[22.23, 28.26, 22.05, 24.94, 24.84]",5,0
142nd,Heather,Soto,24.0,22.54,24.0,"[23.34, 25.43, 25.04, 22.54, 23.62]",5,0
143rd,Richard,Austin,24.08,19.29,24.02,"[29.05, 19.29, 21.9, 25.7, 24.46]",5,0
144th,Christine,Moran,24.31,22.09,24.03,"[22.09, 27.38, 23.86, 24.79, 23.44]",5,0
145th,Ryan,Clark,23.99,22.87,24.04,"[24.95, 23.97, 24.68, 23.48, 22.87]",5,0
146th,Devon,Fisher,23.68,20.56,24.05,"[20.56, 22.99, 25.01, 25.68, 24.16]",5,0
147th,Martha,Smith,23.87,19.98,24.08,"[19.98, 26.24, 23.49, 22.52, 27.09]",5,0
148th,Whitney,Nicholson,23.59,22.07,24.09,"[22.07, 25.78, 'DNF', 23.12, 23.37]",4,1
149th,Lauren,Morrow,23.54,19.76,24.09,"[25.64, 25.44, 22.03, 19.76, 24.81]",5,0
150th,Corey,Smith,24.2,22.17,24.09,"[23.6, 24.32, 22.17, 26.56, 24.34]",5,0
151st,Juan,Davis,23.98,22.24,24.1,"[23.89, 25.32, 22.24, 24.16, 24.24]",5,0
152nd,Sonya,Michael,24.02,21.65,24.11,"[23.64, 21.65, 26.09, 26.16, 22.6]",5,0
153rd,Carlos,Thompson,23.52,21.61,24.16,"[24.09, 24.84, 21.61, 'DNF', 23.55]",4,1
154th,April,Williams,24.09,21.99,24.2,"[24.06, 21.99, 23.54, 25.01, 25.84]",5,0
155th,Marissa,Scott,23.96,20.66,24.21,"[24.25, 25.69, 22.68, 20.66, 26.5]",5,0
156th,Robert,Sims,24.55,22.63,24.22,"[22.89, 27.45, 25.7, 22.63, 24.08]",5,0
157th,Daniel,Espinoza,23.98,18.8,24.27,"[24.6, 18.8, 23.67, 24.53, 28.3]",5,0
158th,Kimberly,Cook,23.48,19.25,24.28,"[19.25, 22.6, 25.27, 25.09, 25.16]",5,0
159th,Rebecca,Brown,24.37,22.16,24.28,"[25.85, 22.16, 26.86, 22.3, 24.68]",5,0
160th,James,Miller,24.3,22.98,24.29,"[23.35, 25.59, 25.64, 22.98, 23.93]",5,0
161st,Kayla,Moore,24.28,22.06,24.36,"[26.25, 24.24, 25.84, 23.01, 22.06]",5,0
162nd,Roberto,Parsons,23.91,19.0,24.38,"[19.0, 23.56, 24.77, 27.42, 24.81]",5,0
163rd,Melissa,Mason,24.28,22.25,24.39,"[22.25, 25.6, 22.69, 24.88, 25.96]",5,0
164th,Belinda,Carter,24.43,22.71,24.4,"[22.71, 22.86, 25.87, 24.47, 26.23]",5,0
165th,Jennifer,Brown,24.54,23.49,24.4,"[23.69, 25.99, 25.61, 23.9, 23.49]",5,0
166th,Jose,Campbell,25.05,22.58,24.41,"[24.15, 25.05, 24.03, 29.46, 22.58]",5,0
167th,Tiffany,Owens,23.97,21.3,24.42,"[25.2, 25.28, 21.3, 23.98, 24.07]",5,0
168th,Adam,Baker,24.41,22.39,24.43,"[25.25, 26.34, 23.64, 22.39, 24.4]",5,0
169th,Christine,Hicks,24.01,21.75,24.44,"[24.36, 21.75, 24.98, 24.77, 24.19]",5,0
170th,George,Mcguire,24.11,21.18,24.46,"[21.18, 23.75, 24.71, 24.91, 26.01]",5,0
171st,Austin,Carpenter,23.23,19.5,24.48,"[21.03, 'DNF', 19.5, 26.87, 25.53]",4,1
172nd,Heather,Manning,24.37,21.28,24.49,"[23.85, 25.23, 27.1, 24.4, 21.28]",5,0
173rd,Beth,Barry,25.02,23.6,24.5,"[23.81, 23.6, 23.73, 25.95, 28.03]",5,0
174th,Felicia,Martinez,24.44,22.93,24.51,"[22.93, 25.35, 23.32, 25.74, 24.86]",5,0
175th,Mariah,Bowers,25.34,22.98,24.53,"[23.51, 27.01, 30.15, 22.98, 23.07]",5,0
176th,Keith,Henderson,24.5,21.78,24.54,"[27.09, 21.78, 25.2, 24.57, 23.84]",5,0
177th,James,Johnston,24.04,20.76,24.59,"[20.76, 24.58, 25.56, 25.69, 23.62]",5,0
178th,Chad,Fisher,24.35,22.38,24.59,"[25.6, 24.15, 22.38, 25.18, 24.43]",5,0
179th,Lynn,Cohen,24.69,23.23,24.61,"[25.23, 26.38, 25.24, 23.36, 23.23]",5,0
180th,David,Cook,24.58,23.1,24.63,"[24.68, 25.89, 24.41, 24.8, 23.1]",5,0
181st,Barry,Lewis,24.51,23.48,24.64,"[24.37, 25.16, 24.69, 24.85, 23.48]",5,0
182nd,Vanessa,Williams,24.49,21.82,24.64,"[21.82, 26.7, 24.26, 25.7, 23.97]",5,0
183rd,Kathleen,Ward,24.85,23.09,24.67,"[23.09, 23.29, 25.5, 25.22, 27.19]",5,0
184th,Kristen,Williams,24.53,22.06,24.67,"[26.55, 25.68, 24.56, 22.06, 23.76]",5,0
185th,Rachel,Ramsey,25.15,22.72,24.69,"[28.98, 27.36, 23.92, 22.72, 22.79]",5,0
186th,Alicia,Graham,24.84,24.0,24.69,"[25.01, 24.0, 26.16, 24.31, 24.74]",5,0
187th,Gregory,Hood,24.48,20.09,24.7,"[20.09, 25.58, 24.06, 28.17, 24.47]",5,0
188th,Taylor,Martinez,24.61,22.55,24.71,"[24.63, 25.45, 24.05, 26.4, 22.55]",5,0
189th,Jessica,Wallace,24.97,23.19,24.71,"[24.05, 23.19, 23.92, 26.17, 27.54]",5,0
190th,Kenneth,Barton,24.08,22.15,24.72,"[26.14, 24.76, 22.15, 'DNF', 23.25]",4,1
191st,Isaiah,Norton,24.51,22.63,24.76,"[24.58, 25.66, 24.41, 25.28, 22.63]",5,0
192nd,Derrick,Collins,24.87,22.09,24.76,"[22.09, 24.34, 24.58, 25.37, 27.93]",5,0
193rd,David,Garcia,25.39,23.03,24.82,"[23.03, 24.02, 29.47, 25.51, 24.94]",5,0
194th,Amanda,Scott,24.73,21.81,24.83,"[21.81, 27.35, 24.04, 23.49, 26.96]",5,0
195th,Sarah,Hunt,24.68,21.42,24.85,"[25.31, 27.41, 24.92, 24.32, 21.42]",5,0
196th,Regina,Cook,24.85,24.0,24.86,"[25.58, 24.01, 24.0, 24.99, 25.68]",5,0
197th,Faith,Gonzalez,26.16,22.44,24.87,"[25.52, 22.44, 33.76, 24.85, 24.25]",5,0
198th,Daniel,Mendoza,24.47,21.19,24.88,"[26.1, 26.54, 25.05, 23.48, 21.19]",5,0
199th,Gerald,Nelson,24.81,22.89,24.88,"[23.75, 26.54, 25.72, 22.89, 25.17]",5,0
200th,Shelby,Contreras,24.16,19.06,24.89,"[26.69, 19.06, 24.19, 27.09, 23.78]",5,0
201st,Karen,Mayer,24.16,20.65,24.91,"[20.65, 25.42, 25.32, 24.37, 25.04]",5,0
202nd,Hailey,Woods,24.38,22.76,24.92,"['DNF', 22.76, 25.46, 24.93, 24.36]",4,1
203rd,Ronald,Ward,24.95,22.7,24.92,"[27.32, 24.68, 22.7, 25.71, 24.37]",5,0
204th,Matthew,Mendoza,24.93,23.27,24.93,"[23.69, 25.21, 26.62, 25.9, 23.27]",5,0
205th,Christina,Smith,24.68,21.9,24.94,"[26.06, 24.69, 24.06, 21.9, 26.7]",5,0
206th,Marcus,Nguyen,25.17,23.24,24.97,"[27.71, 23.24, 25.62, 25.42, 23.86]",5,0
207th,Samantha,Smith,24.35,20.38,24.98,"[22.93, 26.42, 26.41, 25.59, 20.38]",5,0
208th,Kimberly,Sawyer,24.7,21.83,24.98,"[24.82, 25.28, 26.74, 24.84, 21.83]",5,0
209th,Justin,Santos,24.97,22.96,24.99,"[22.96, 25.29, 26.95, 25.31, 24.37]",5,0
210th,Jordan,Chavez,24.51,22.99,25.01,"[22.99, 26.67, 24.01, 24.35, 'DNF']",4,1
211th,Kimberly,Wade,25.71,23.18,25.04,"[23.18, 24.26, 30.25, 24.58, 26.29]",5,0
212th,Anthony,Elliott,25.07,23.61,25.05,"[25.5, 26.61, 23.61, 24.81, 24.85]",5,0
213th,Paul,Norris,24.86,20.09,25.06,"[24.93, 25.53, 20.09, 29.03, 24.72]",5,0
214th,Kathleen,Nguyen,24.8,21.42,25.06,"[21.42, 23.78, 25.55, 27.42, 25.85]",5,0
215th,Carol,Riley,24.99,22.72,25.07,"[25.42, 25.1, 24.69, 27.01, 22.72]",5,0
216th,Stephanie,Ward,25.36,24.12,25.07,"[24.12, 25.71, 24.48, 27.46, 25.03]",5,0
217th,Elizabeth,Johnson,24.68,19.65,25.08,"[26.02, 25.7, 23.53, 19.65, 28.54]",5,0
218th,Debra,Martin,25.19,22.83,25.08,"[23.58, 26.55, 27.89, 25.11, 22.83]",5,0
219th,Jennifer,Horne,25.25,23.57,25.09,"[25.06, 25.14, 25.08, 23.57, 27.43]",5,0
220th,Anna,Charles,24.74,20.49,25.09,"[25.1, 27.92, 27.26, 22.92, 20.49]",5,0
221st,Michael,Lee,25.01,24.05,25.1,"[25.34, 25.63, 25.69, 24.33, 24.05]",5,0
222nd,Jeffrey,Turner,25.35,23.32,25.11,"[27.09, 28.13, 23.69, 24.54, 23.32]",5,0
223rd,Sarah,Mendoza,25.38,23.52,25.12,"[24.6, 25.53, 25.22, 28.01, 23.52]",5,0
224th,Wendy,Herrera,23.82,16.17,25.13,"[16.17, 27.07, 23.43, 24.9, 27.54]",5,0
225th,Diane,White,25.47,23.02,25.13,"[24.19, 23.58, 23.02, 27.63, 28.97]",5,0
226th,Mary,Holt,25.39,23.6,25.15,"[25.1, 25.62, 24.74, 23.6, 27.91]",5,0
227th,Lori,Sutton,24.84,21.93,25.16,"[24.66, 26.3, 24.51, 21.93, 26.78]",5,0
228th,John,Tran,24.6,21.52,25.16,"[25.08, 25.26, 25.13, 25.99, 21.52]",5,0
229th,Rebecca,Gonzalez,25.74,24.34,25.19,"[25.59, 24.4, 28.8, 24.34, 25.57]",5,0
230th,Christina,Willis,25.59,24.86,25.2,"[25.28, 24.86, 27.45, 25.2, 25.13]",5,0
231st,Nicole,Hendricks,25.15,22.68,25.21,"[22.68, 24.73, 26.21, 24.68, 27.42]",5,0
232nd,Wendy,Reyes,25.66,24.41,25.32,"[27.94, 25.14, 26.04, 24.41, 24.78]",5,0
233rd,Tiffany,Perez,25.61,23.08,25.32,"[29.04, 25.38, 24.4, 23.08, 26.17]",5,0
234th,Gabrielle,Brock,25.49,23.34,25.38,"[26.01, 23.34, 25.05, 25.09, 27.96]",5,0
235th,Joseph,Harmon,25.4,23.9,25.38,"[26.33, 24.56, 25.25, 26.97, 23.9]",5,0
236th,Stacy,Dodson,25.52,24.34,25.39,"[25.25, 27.12, 25.93, 24.98, 24.34]",5,0
237th,Matthew,Jefferson,25.05,23.08,25.39,"[23.08, 25.95, 24.83, 25.6, 25.75]",5,0
238th,Mark,Thomas,24.81,20.12,25.4,"[27.73, 20.12, 27.36, 23.23, 25.6]",5,0
239th,Patricia,Ross,25.29,24.88,25.42,"[24.96, 24.88, 25.45, 'DNF', 25.84]",4,1
240th,Kimberly,Graves,25.42,24.67,25.43,"[25.63, 26.16, 24.67, 25.0, 25.66]",5,0
241st,Anita,Butler,25.3,23.39,25.44,"[23.39, 26.79, 24.02, 25.91, 26.4]",5,0
242nd,Gary,Le,25.45,24.3,25.45,"[24.3, 25.92, 25.54, 26.62, 24.9]",5,0
243rd,Aaron,Maxwell,25.12,21.66,25.47,"[25.51, 21.66, 27.5, 26.81, 24.1]",5,0
244th,Jennifer,Bass,25.24,23.55,25.48,"[24.51, 26.0, 26.19, 23.55, 25.94]",5,0
245th,Michael,Davis,25.14,24.13,25.48,"[24.13, 24.92, 26.81, 'DNF', 24.7]",4,1
246th,James,Stanton,25.5,23.53,25.48,"[25.2, 24.31, 27.52, 23.53, 26.94]",5,0
247th,Rebekah,Williams,24.77,22.65,25.48,"[24.95, 24.89, 22.65, 26.6, 'DNF']",4,1
