The South Bend Open Tournament in United States
Best Single,14.52,Cheryl Jackson,Best AO5,17.55,Cheryl Jackson,"[15.65, 'DNF', 17.62, 18.09, 16.95]"
Rank,First Name,Last Name,Event AVG,Best Event Single,Best Event AO5,Times,Solves,DNFs
25th,Robin,Wells,22.54,16.22,20.68,"[17.98, 21.08, 20.34, 20.62, 'DNF']",34,1
26th,Denise,Harrison,21.84,17.26,20.21,"[19.77, 19.98, 22.29, 20.87, 19.48]",30,0
27th,Kayla,Johnson,21.26,16.11,20.14,"[18.8, 18.13, 17.57, 24.1, 23.48]",50,0
28th,Mark,Williams,22.35,18.47,21.28,"[21.72, 21.76, 24.38, 18.47, 20.35]",24,1
29th,Conor,Evans,21.45,16.86,19.69,"[18.21, 20.15, 18.82, 'DNF', 20.1]",23,2
30th,Daniel,Mendoza,22.85,17.51,21.71,"[18.71, 20.08, 27.14, 19.93, 25.13]",24,1
31st,Alexandria,Perez,22.41,17.12,20.24,"[22.92, 17.63, 22.15, 20.94, 17.12]",25,0
32nd,Julia,Lamb,21.6,18.08,20.51,"[20.63, 20.12, 20.59, 20.32, 20.9]",38,2
33rd,Jason,Martin,21.02,15.85,19.26,"[19.02, 20.2, 18.55, 21.34, 15.85]",75,0
34th,Kelly,Morris,23.19,20.52,21.72,"[21.79, 20.76, 21.11, 22.26, 24.12]",30,0
35th,James,Howard,22.28,17.76,20.86,"[20.07, 20.35, 19.98, 22.17, 23.33]",39,1
36th,Tiffany,Owens,22.94,20.06,21.67,"[21.65, 21.64, 20.63, 24.09, 21.71]",20,0
37th,Karen,Castro,21.97,15.55,20.53,"[24.09, 21.06, 19.56, 20.77, 19.76]",35,0
38th,Brittany,Duffy,24.04,20.91,22.22,"[21.3, 24.02, 21.33, 27.73, 20.91]",22,3
39th,Regina,Erickson,23.25,18.5,22.47,"[24.96, 21.29, 22.71, 18.5, 23.4]",25,0
40th,James,Wade,23.37,20.45,22.48,"[22.41, 22.06, 22.11, 22.93, 27.19]",25,0
41st,Alyssa,Murillo,21.19,16.67,20.04,"[22.69, 20.35, 20.91, 18.87, 18.74]",35,0
42nd,Maria,Turner,22.7,17.86,21.82,"[21.52, 23.55, 21.3, 22.65, 20.06]",25,0
43rd,Amanda,Davis,21.74,18.4,20.48,"[21.33, 20.76, 21.23, 19.45, 19.24]",30,0
44th,Wendy,Herrera,23.2,16.17,22.45,"['DNF', 21.2, 21.73, 22.09, 23.53]",19,1
45th,Tiffany,Dixon,22.15,18.23,21.51,"[22.28, 19.55, 27.56, 22.69, 19.21]",35,0
46th,Charles,Wright,23.14,18.58,22.34,"[19.49, 22.67, 24.06, 24.28, 20.28]",20,0
47th,Scott,Bryant,21.86,16.82,20.1,"[19.98, 20.93, 18.7, 19.74, 20.59]",50,0
48th,Alexis,Valentine,22.26,18.04,21.2,"[22.24, 21.59, 23.48, 19.78, 19.44]",35,0
49th,Jacob,Garcia,22.27,18.04,21.69,"[23.54, 21.11, 23.83, 19.56, 20.43]",28,2
50th,Aaron,Hall,22.89,18.03,21.7,"[21.88, 23.69, 22.29, 20.92, 18.03]",34,1
51st,Devon,Fisher,24.69,20.56,22.65,"[22.31, 21.28, 21.39, 24.26, 25.29]",20,0
52nd,Gregory,Hood,23.68,19.37,21.8,"[20.95, 21.16, 28.24, 21.33, 22.91]",20,0
53rd,Denise,Diaz,22.51,19.09,20.84,"[19.89, 20.28, 21.84, 20.41, 23.79]",45,0
54th,George,Wright,22.41,18.99,21.35,"[22.26, 20.03, 20.61, 22.78, 21.17]",30,0
55th,Kimberly,Cook,23.22,18.92,21.99,"[21.09, 21.11, 22.5, 22.37, 24.55]",20,0
56th,Julia,Stone,23.34,21.04,22.48,"[22.05, 24.59, 23.51, 21.89, 21.04]",20,0
57th,Carol,Riley,24.07,19.11,22.1,"[26.83, 22.52, 21.91, 19.11, 21.86]",20,0
58th,Rebecca,Brown,23.59,19.63,21.36,"[23.2, 20.1, 23.0, 19.63, 20.99]",20,0
59th,Danielle,Knapp,23.91,20.99,22.45,"[20.99, 22.27, 24.08, 24.57, 21.0]",18,2
60th,Lonnie,Green,22.96,17.95,22.21,"[25.88, 17.95, 22.45, 22.2, 21.97]",28,2
61st,Suzanne,Weiss,22.8,20.62,22.06,"[20.68, 23.59, 21.91, 25.58, 20.62]",20,0
62nd,Brooke,Hunter,22.8,17.01,20.67,"[24.22, 20.68, 23.03, 17.01, 18.29]",19,1
63rd,Douglas,Robinson,23.49,14.77,22.3,"[22.39, 23.99, 21.18, 22.56, 21.94]",20,0
64th,Michele,Cordova,22.56,20.24,22.34,"[20.44, 22.08, 22.32, 22.63, 24.57]",20,0
65th,Jared,Preston,23.47,20.24,22.49,"[22.7, 21.15, 24.14, 23.62, 20.24]",19,1
66th,Emerson,Tichenor,22.65,19.43,22.72,"[24.47, 19.43, 19.74, 23.95, 25.62]",10,0
67th,William,Hill,21.84,18.33,21.07,"[21.1, 23.27, 21.83, 20.28, 19.05]",19,1
68th,Andrew,Barnett,23.48,21.57,22.78,"[21.65, 21.86, 25.72, 23.86, 22.62]",10,0
69th,Christopher,Kim,22.24,19.81,21.04,"[26.3, 19.9, 21.19, 20.89, 21.05]",29,1
70th,Andrew,Bradford,21.4,18.29,20.37,"[20.72, 19.8, 22.08, 20.6, 19.57]",35,0
71st,Whitney,Nicholson,23.09,21.37,22.83,"[22.78, 23.12, 23.61, 22.6, 21.37]",9,1
72nd,Krystal,Kane,24.3,19.49,22.84,"[24.14, 24.88, 21.31, 19.49, 23.06]",10,0
73rd,Jessica,Lane,22.66,16.13,22.86,"[20.72, 23.02, 25.37, 24.85, 19.89]",10,0
74th,Caitlin,Nolan,23.35,19.26,22.08,"[22.1, 24.67, 20.72, 20.72, 23.42]",22,3
75th,Heather,Ali,23.13,19.6,22.1,"[23.15, 23.93, 23.23, 19.91, 19.72]",20,0
76th,Patricia,Ross,24.09,21.46,22.91,"[21.46, 24.19, 21.85, 25.45, 22.7]",9,1
77th,Kayla,Moore,23.56,20.38,22.96,"[20.38, 22.92, 24.97, 21.92, 24.05]",10,0
78th,Brittany,Carroll,22.53,18.59,22.86,"[24.22, 22.74, 20.56, 22.18, 23.65]",10,0
79th,Michael,Rodgers,23.61,19.49,22.16,"[26.21, 22.65, 20.29, 19.49, 23.54]",20,0
80th,Michelle,Evans,23.26,18.93,22.4,"[21.4, 21.77, 23.65, 21.79, 27.47]",19,1
81st,Duane,Smith,22.75,18.46,21.73,"[20.19, 22.57, 22.44, 'DNF', 18.46]",29,1
82nd,Tracy,Kelley,22.83,19.96,22.41,"[22.37, 21.7, 20.18, 23.16, 25.3]",18,2
83rd,Richard,Austin,23.62,19.29,23.08,"[21.92, 21.86, 25.47, 20.95, 25.71]",10,0
84th,Tyler,Jennings,24.6,22.16,23.1,"[24.43, 23.69, 22.16, 23.36, 22.26]",10,0
85th,Roberto,Parsons,23.4,19.0,23.12,"[22.96, 21.09, 22.6, 24.01, 23.8]",10,0
86th,Taylor,Roach,23.85,22.22,23.12,"[22.22, 23.31, 23.8, 25.83, 22.26]",10,0
87th,Jeremy,Fisher,22.84,20.94,22.85,"[22.27, 'DNF', 20.94, 24.23, 22.04]",9,1
88th,Nicole,Young,22.6,18.91,20.82,"[20.7, 18.91, 22.04, 20.9, 20.85]",19,1
89th,Allen,Cook,22.82,19.77,21.05,"[23.22, 21.22, 21.61, 19.77, 20.32]",25,0
90th,James,Martin,23.58,20.4,23.18,"[21.52, 23.66, 20.4, 24.59, 24.37]",10,0
91st,Heather,Soto,23.36,18.93,23.18,"[20.2, 24.57, 18.93, 24.78, 25.14]",10,0
92nd,Justin,Santana,23.97,21.1,22.41,"[24.12, 21.45, 21.1, 26.23, 21.65]",20,0
93rd,Timothy,Mcconnell,22.02,17.95,20.58,"[19.54, 20.3, 22.58, 21.79, 19.66]",19,1
94th,Sheila,Johnson,22.43,18.89,23.12,"[18.89, 'DNF', 24.57, 22.63, 22.16]",8,2
95th,Christina,Lee,23.26,19.78,23.3,"[24.38, 25.71, 24.4, 19.78, 21.13]",10,0
96th,Justin,Thomas,23.37,20.6,23.19,"[24.07, 22.24, 23.6, 22.5, 23.46]",10,0
97th,Terrance,Fowler,23.02,17.22,21.52,"[26.52, 20.67, 17.28, 20.55, 23.34]",30,0
98th,Susan,Cox,23.14,20.92,23.38,"[23.62, 20.92, 22.74, 23.89, 23.77]",10,0
99th,Chad,Thomas,23.08,21.03,23.05,"[24.49, 23.64, 23.2, 22.31, 21.03]",10,0
100th,Rebekah,Williams,23.6,19.54,23.39,"[24.69, 24.27, 21.22, 19.54, 'DNF']",8,2
101st,Anthony,Smith,24.04,22.36,23.4,"[25.19, 23.99, 22.36, 22.86, 23.34]",10,0
102nd,Kenneth,Barton,23.26,18.36,23.42,"[24.44, 22.49, 23.34, 18.36, 24.42]",9,1
103rd,Paul,Potter,23.64,21.68,23.44,"[24.88, 23.26, 23.76, 23.3, 22.59]",10,0
104th,Eric,Meadows,23.5,20.27,23.46,"[20.27, 23.51, 24.42, 23.78, 23.08]",10,0
105th,Heather,Manning,23.77,21.28,23.49,"[21.63, 21.92, 'DNF', 25.32, 23.22]",9,1
106th,Tracy,Snyder,22.51,18.5,20.73,"[19.22, 20.8, 19.22, 24.03, 22.17]",24,1
107th,Cheryl,Weaver,23.04,18.79,23.34,"[18.79, 22.81, 24.71, 23.72, 23.49]",10,0
108th,Jennifer,Bass,24.31,21.98,23.52,"[25.35, 22.4, 22.82, 'DNF', 21.98]",9,1
109th,Isaiah,Norton,23.91,21.69,23.52,"[23.0, 24.04, 24.24, 21.69, 23.53]",10,0
110th,Victor,Francis,22.89,19.8,22.12,"[19.8, 23.19, 21.25, 24.68, 21.93]",20,0
111th,Jennifer,Brown,24.14,22.26,23.54,"[22.89, 23.06, 24.66, 22.26, 25.85]",10,0
112th,Thomas,Dalton,24.39,22.11,23.55,"['DNF', 22.11, 22.51, 25.15, 23.0]",9,1
113th,Sarah,Hunt,24.14,21.14,23.55,"[25.9, 21.78, 22.98, 21.14, 26.2]",10,0
114th,Nathaniel,White,21.81,17.52,20.94,"[19.59, 23.27, 23.34, 17.52, 19.96]",24,1
115th,David,Hamilton,23.54,21.78,23.38,"[22.37, 23.56, 24.16, 23.61, 22.96]",10,0
116th,Gabrielle,Brock,24.5,20.66,23.59,"[23.94, 26.08, 22.27, 20.66, 24.55]",10,0
117th,Felicia,Martinez,24.2,21.6,23.63,"[25.56, 21.79, 21.6, 27.28, 23.55]",10,0
118th,Martha,Smith,23.59,19.98,23.64,"[20.12, 25.36, 22.86, 22.7, 25.44]",10,0
119th,Marissa,Scott,23.67,20.66,23.71,"[24.55, 22.12, 20.77, 25.06, 24.47]",10,0
120th,Donald,Levy,22.98,19.85,22.07,"[20.96, 24.12, 22.26, 20.99, 22.95]",25,0
121st,Cynthia,Silva,23.65,21.43,23.15,"[22.12, 25.35, 26.34, 21.98, 21.94]",10,0
122nd,David,Nichols,23.64,19.52,23.52,"[22.8, 24.22, 23.06, 23.28, 26.26]",10,0
123rd,Mary,Holt,24.56,22.5,23.74,"[23.69, 22.5, 23.9, 24.9, 23.62]",10,0
124th,Ryan,Clark,23.99,21.8,23.75,"[24.15, 21.8, 26.89, 24.34, 22.77]",10,0
125th,Jared,Hahn,23.88,20.42,23.76,"[23.11, 25.89, 22.27, 21.47, 27.08]",10,0
126th,Daniel,Wade,23.63,19.63,23.77,"[23.19, 23.49, 24.19, 23.62, 25.34]",10,0
127th,Keith,Mosley,24.01,22.54,23.77,"[23.82, 24.79, 23.81, 23.67, 23.45]",10,0
128th,John,Tran,24.14,18.91,23.77,"[21.71, 24.42, 18.91, 28.16, 25.17]",10,0
129th,Joel,Morris,22.94,20.43,22.67,"[22.58, 24.27, 22.93, 22.5, 20.43]",10,0
130th,Cory,Warner,24.67,20.27,23.79,"[20.27, 23.64, 27.15, 25.17, 22.56]",10,0
131st,Sarah,Riggs,23.97,20.03,23.28,"[27.31, 21.32, 21.21, 27.96, 20.03]",10,0
132nd,Ronald,Ward,24.41,21.55,23.85,"[26.32, 21.55, 24.14, 22.83, 24.59]",10,0
133rd,Tammy,Powers,22.48,18.12,21.02,"[21.61, 19.83, 21.38, 22.86, 20.06]",24,1
134th,Jessica,Wallace,24.63,23.16,23.86,"[23.44, 26.76, 24.19, 23.16, 23.94]",10,0
135th,Adam,Baker,24.24,21.25,23.86,"[24.39, 24.25, 21.25, 27.54, 22.93]",10,0
136th,Kristen,Williams,23.94,20.08,23.88,"[24.87, 20.08, 25.02, 22.73, 24.05]",10,0
137th,Julie,Barr,23.84,20.15,22.65,"[20.62, 22.97, 20.15, 28.96, 24.37]",10,0
138th,James,Horne,23.59,20.65,23.45,"[22.04, 24.06, 20.65, 26.01, 24.26]",10,0
139th,Justin,Johnson,23.64,21.17,23.31,"[21.17, 23.11, 22.73, 24.09, 24.78]",10,0
140th,Lindsay,Reeves,24.26,20.13,23.8,"[25.73, 31.21, 24.28, 21.38, 20.13]",10,0
141st,Matthew,Jefferson,24.68,21.63,23.94,"[28.14, 24.63, 23.78, 23.42, 21.63]",10,0
142nd,Kimberly,Wade,24.66,21.15,23.95,"[24.18, 21.15, 24.68, 24.96, 22.99]",10,0
143rd,Stephanie,Ward,24.79,21.57,23.95,"[24.66, 27.64, 21.57, 25.58, 21.61]",10,0
144th,Alicia,Graham,24.45,23.0,23.95,"[24.07, 23.99, 23.78, 25.42, 23.0]",10,0
145th,David,Cook,24.55,22.54,23.96,"[25.31, 28.11, 23.33, 22.54, 23.24]",10,0
146th,Hailey,Woods,24.14,22.49,23.96,"[25.34, 22.49, 24.27, 22.93, 24.67]",9,1
147th,Regina,Cook,24.02,19.9,23.98,"[19.9, 22.62, 24.06, 25.26, 'DNF']",9,1
148th,Christine,Hicks,23.67,18.86,23.99,"[22.65, 23.53, 25.8, 25.82, 18.86]",10,0
149th,Belinda,Carter,24.38,22.39,24.01,"[22.39, 27.16, 25.73, 23.04, 23.27]",10,0
150th,Corey,Smith,24.15,22.17,24.05,"[24.99, 25.5, 22.83, 23.45, 23.71]",10,0
151st,James,Johnston,23.89,20.76,24.06,"[25.03, 24.6, 23.52, 21.48, 24.06]",10,0
152nd,Jeff,Miller,25.55,21.53,24.07,"[26.22, 30.66, 21.57, 21.53, 24.43]",10,0
153rd,Keith,Henderson,24.19,21.67,24.07,"[24.78, 21.67, 25.46, 22.89, 24.54]",10,0
154th,Eric,Miller,22.65,18.35,21.66,"[20.82, 22.06, 20.98, 22.66, 21.94]",24,1
155th,Joseph,Morton,25.04,20.33,24.15,"[24.94, 27.28, 20.33, 20.91, 26.61]",10,0
156th,Beth,Barry,24.75,20.25,24.21,"[20.25, 23.97, 29.63, 22.89, 25.76]",10,0
157th,Rachel,Ramsey,24.56,19.4,24.27,"[19.4, 27.68, 22.86, 23.56, 26.39]",10,0
158th,Vanessa,Williams,24.31,21.82,24.3,"[21.88, 25.0, 24.34, 25.8, 23.57]",10,0
159th,Sonya,Michael,24.0,20.28,24.11,"[23.64, 21.65, 26.09, 26.16, 22.6]",10,0
160th,Jennifer,Lewis,24.88,21.62,24.32,"[24.47, 26.0, 21.62, 22.83, 25.65]",9,1
161st,Chad,Fisher,24.16,21.57,24.34,"[25.32, 21.57, 23.89, 25.08, 24.05]",10,0
162nd,George,Mcguire,24.36,21.18,24.35,"[25.86, 23.0, 26.99, 23.17, 24.01]",10,0
163rd,Ian,Campbell,24.27,21.22,22.27,"[23.04, 22.93, 21.75, 22.14, 21.22]",20,0
164th,Kyle,Bailey,23.87,19.79,22.13,"[22.21, 21.98, 21.43, 22.21, 24.41]",20,0
165th,Jennifer,Chung,23.53,20.85,23.6,"[23.29, 22.63, 24.87, 20.85, 'DNF']",9,1
166th,Karen,Hunter,24.13,21.74,23.47,"[22.72, 23.74, 23.96, 21.74, 26.3]",10,0
167th,Cynthia,Hartman,25.37,21.6,24.41,"[26.93, 23.29, 21.6, 25.78, 24.15]",10,0
168th,Heidi,Grant,24.36,20.53,24.0,"[22.23, 28.26, 22.05, 24.94, 24.84]",10,0
169th,Michael,Davis,24.89,23.36,24.42,"[25.59, 23.74, 23.93, 26.82, 23.36]",9,1
170th,Gary,Le,25.08,23.08,24.42,"[24.9, 23.08, 24.99, 27.23, 23.37]",10,0
171st,Juan,Davis,24.29,22.24,24.1,"[23.89, 25.32, 22.24, 24.16, 24.24]",10,0
172nd,Jose,Campbell,25.05,22.58,24.41,"[24.15, 25.05, 24.03, 29.46, 22.58]",10,0
173rd,John,Oconnor,25.77,23.61,24.46,"[28.26, 24.12, 24.54, 23.61, 24.72]",10,0
174th,April,Williams,24.25,21.99,24.2,"[24.06, 21.99, 23.54, 25.01, 25.84]",10,0
175th,Ashley,Hamilton,24.6,19.92,22.34,"[19.92, 25.24, 23.16, 21.47, 22.38]",20,0
176th,David,Mcgee,25.06,21.06,24.5,"[21.06, 22.66, 26.86, 24.02, 26.82]",10,0
177th,Kayla,James,24.89,22.58,24.5,"[24.02, 27.15, 23.03, 26.45, 22.58]",9,1
178th,Elizabeth,Taylor,23.79,19.48,22.64,"[19.48, 22.3, 24.54, 23.42, 22.21]",20,0
179th,Sean,Moore,23.89,21.2,23.34,"[21.44, 24.82, 23.77, 24.8, 21.2]",10,0
180th,Alexander,Stewart,24.03,20.94,23.77,"[20.94, 25.8, 24.42, 24.0, 22.88]",10,0
181st,Chelsea,Castillo,25.08,21.83,24.55,"[24.36, 24.6, 26.69, 24.69, 24.37]",10,0
182nd,Haley,Ryan,24.34,20.64,23.96,"[20.64, 27.38, 26.65, 23.21, 22.01]",10,0
183rd,Melissa,Mason,24.36,22.25,24.39,"[22.25, 25.6, 22.69, 24.88, 25.96]",10,0
184th,Samantha,Smith,24.48,20.38,24.6,"[21.8, 25.79, 27.28, 25.54, 22.46]",10,0
185th,David,Clarke,24.18,20.96,23.18,"[22.36, 22.2, 28.28, 24.98, 20.96]",10,0
186th,John,Tucker,25.35,21.85,24.61,"[25.3, 25.78, 22.65, 22.76, 27.63]",10,0
187th,Tiffany,Perez,25.22,22.53,24.61,"[23.47, 22.53, 23.42, 26.95, 27.81]",10,0
188th,Benjamin,Bowen,25.74,23.32,24.62,"[23.32, 24.42, 25.55, 28.83, 23.89]",10,0
189th,Brittney,Gonzalez,24.05,20.04,23.97,"[24.84, 21.92, 27.02, 20.04, 25.16]",10,0
190th,Karen,Mayer,24.49,20.65,24.67,"[23.98, 23.13, 28.88, 26.91, 21.2]",10,0
191st,Wendy,Reyes,24.99,20.52,24.69,"[21.18, 26.95, 20.52, 26.4, 26.5]",10,0
192nd,Marcus,Nguyen,25.04,22.15,24.71,"[24.22, 22.15, 28.38, 24.91, 24.99]",10,0
193rd,Laurie,Palmer,23.95,20.8,23.42,"[24.48, 20.8, 23.89, 23.17, 23.19]",10,0
194th,Nicole,Hendricks,24.78,21.65,24.73,"[26.07, 26.18, 21.65, 25.61, 22.52]",10,0
195th,Richard,Brown,26.2,23.27,24.76,"[24.72, 26.31, 25.17, 24.39, 24.16]",10,0
196th,Anita,Buchanan,23.74,21.93,23.14,"[21.93, 23.06, 22.17, 24.18, 25.0]",9,1
197th,Matthew,Mendoza,24.78,20.37,24.77,"[28.47, 25.67, 23.8, 24.84, 20.37]",10,0
198th,Jennifer,Horne,25.05,23.57,24.78,"[25.83, 25.27, 24.06, 24.55, 24.51]",10,0
199th,James,Gamble,23.44,19.89,23.82,"[25.23, 24.15, 24.55, 22.75, 19.89]",9,1
200th,James,Stanton,25.19,23.53,24.81,"[25.91, 24.1, 26.3, 24.43, 23.66]",10,0
201st,Christina,Smith,25.03,21.9,24.82,"[30.47, 24.92, 23.28, 21.96, 26.25]",10,0
202nd,Jennifer,Mcintyre,23.55,20.68,23.31,"[24.27, 20.68, 24.19, 25.32, 21.47]",9,1
203rd,James,Dickson,25.15,23.35,24.83,"[23.49, 26.54, 23.67, 'DNF', 24.29]",9,1
204th,Amanda,Scott,24.59,20.88,24.83,"[21.81, 27.35, 24.04, 23.49, 26.96]",10,0
205th,Jade,Berg,24.13,20.82,23.01,"[22.57, 27.03, 23.44, 20.82, 23.03]",10,0
206th,Traci,Cox,23.4,20.05,22.43,"[21.67, 23.15, 20.05, 22.94, 22.68]",20,0
207th,Robert,Sims,24.82,22.63,24.22,"[22.89, 27.45, 25.7, 22.63, 24.08]",10,0
208th,Michelle,Boyle,25.26,22.91,24.9,"[23.98, 22.91, 24.4, 26.31, 27.0]",9,1
209th,Katelyn,Douglas,25.33,21.41,24.91,"[23.59, 27.35, 26.25, 21.41, 24.89]",10,0
210th,Bryan,Bishop,24.19,21.65,23.76,"[25.21, 21.65, 24.63, 22.79, 23.87]",10,0
211th,Carlos,Thompson,24.4,21.61,24.16,"[24.09, 24.84, 21.61, 'DNF', 23.55]",9,1
212th,Brian,Daniel,24.78,20.91,22.52,"[23.57, 26.19, 20.91, 20.93, 23.06]",20,0
213th,Christina,Kelly,24.19,21.85,23.44,"[22.24, 22.68, 23.22, 24.71, 24.43]",10,0
214th,Kathleen,Ward,24.88,23.09,24.67,"[23.09, 23.29, 25.5, 25.22, 27.19]",10,0
215th,Jennifer,Fuller,25.99,21.09,25.07,"[21.09, 30.21, 23.0, 28.08, 24.13]",10,0
216th,Kirsten,Mendoza,24.33,21.22,23.31,"[26.16, 21.22, 23.29, 22.15, 24.48]",10,0
217th,Amy,Allen,25.68,19.74,25.09,"[28.92, 19.74, 26.52, 24.02, 24.73]",10,0
218th,Michael,Lee,25.07,24.05,25.1,"[25.34, 25.63, 25.69, 24.33, 24.05]",10,0
219th,Sarah,Mendoza,25.27,22.88,25.12,"[24.6, 25.53, 25.22, 28.01, 23.52]",10,0
220th,Anita,Butler,25.26,23.39,25.15,"[25.48, 26.34, 24.32, 25.65, 24.31]",10,0
221st,Austin,Carpenter,24.23,19.5,24.48,"[21.03, 'DNF', 19.5, 26.87, 25.53]",9,1
222nd,Joshua,Obrien,24.48,22.0,23.95,"[25.94, 23.77, 22.14, 27.34, 22.0]",10,0
223rd,Lauren,Morrow,24.38,19.76,24.09,"[25.64, 25.44, 22.03, 19.76, 24.81]",10,0
224th,Lori,Sutton,25.27,21.93,25.16,"[24.66, 26.3, 24.51, 21.93, 26.78]",10,0
225th,Shelby,Contreras,24.36,19.06,24.89,"[26.69, 19.06, 24.19, 27.09, 23.78]",10,0
226th,Christina,Marshall,25.38,22.56,25.22,"[24.05, 25.27, 26.35, 26.72, 23.79]",10,0
227th,Christopher,Garcia,25.5,23.03,25.24,"[24.93, 23.03, 27.01, 24.09, 26.69]",9,1
228th,Nicole,Thompson,24.17,21.72,22.75,"[26.25, 22.53, 23.56, 22.15, 21.86]",10,0
229th,Steven,Martinez,24.84,23.06,23.94,"[26.66, 23.06, 23.71, 23.79, 24.31]",10,0
230th,Paula,Mcgee,26.21,23.37,25.25,"[31.77, 26.41, 24.38, 24.97, 23.85]",10,0
231st,Thomas,Gardner,24.65,22.65,23.79,"[25.57, 24.45, 24.2, 22.72, 22.65]",10,0
232nd,John,Fisher,25.52,21.79,25.28,"[21.79, 25.22, 25.24, 26.5, 25.38]",10,0
233rd,Aaron,Maxwell,25.15,21.66,25.33,"[26.35, 24.45, 25.89, 25.66, 23.52]",10,0
234th,Kimberly,Martin,25.55,22.35,25.35,"[23.6, 25.18, 27.17, 28.24, 23.7]",10,0
235th,Anna,Valenzuela,25.72,22.34,25.37,"[29.18, 24.83, 26.08, 22.34, 25.21]",10,0
236th,Jonathan,Howe,26.32,22.57,25.37,"[27.47, 23.69, 30.74, 24.94, 22.57]",10,0
237th,Randall,Campbell,25.61,23.66,25.41,"[27.13, 25.7, 23.84, 24.78, 25.74]",10,0
238th,Christopher,Wu,24.3,21.28,23.62,"[24.18, 21.28, 26.24, 23.19, 23.49]",9,1
239th,Paige,Johnson,25.72,23.88,25.44,"[27.15, 23.88, 26.76, 24.51, 25.06]",9,1
240th,Tonya,Molina,25.68,23.25,25.46,"[26.31, 26.28, 23.78, 27.9, 23.25]",10,0
241st,Joshua,Dean,26.08,24.55,25.46,"[27.74, 25.61, 25.06, 24.74, 25.7]",10,0
242nd,Michael,Woodward,25.47,22.92,25.47,"[28.44, 26.24, 25.9, 24.26, 23.99]",9,1
243rd,Anthony,Elliott,25.23,23.61,25.05,"[25.5, 26.61, 23.61, 24.81, 24.85]",10,0
244th,Paul,Norris,25.05,20.09,25.06,"[24.93, 25.53, 20.09, 29.03, 24.72]",10,0
245th,Sharon,Dickson,25.67,23.34,25.49,"[27.62, 27.69, 24.34, 23.78, 24.52]",10,0
246th,Patricia,Tyler,26.15,23.86,25.5,"[25.24, 26.52, 24.73, 24.37, 'DNF']",9,1
247th,Wyatt,Gibson,24.81,22.38,23.93,"[27.18, 23.9, 22.38, 24.03, 23.87]",10,0
248th,Jeffrey,Turner,25.36,22.87,25.11,"[27.09, 28.13, 23.69, 24.54, 23.32]",10,0
