The Ho Chi Minh City Cubing Invitational
Top 64 Qualify.
Rank,First Name,Last Name,AO5,Scores
40th,Timothy,Mcconnell,21.85,"[17.87, 23.33, 22.32, 20.92, 22.32]"
41st,Jason,Martin,21.94,"[21.5, 21.01, 24.21, 22.73, 21.6]"
42nd,Duane,Smith,22.06,"[19.8, 23.09, 20.21, 23.23, 22.88]"
43rd,Mark,Williams,22.1,"[21.83, 18.95, 24.48, 21.99, 22.48]"
44th,Terrance,Fowler,22.16,"[21.19, 20.3, 23.74, 21.55, 25.36]"
45th,Michele,Cordova,22.2,"[21.04, 22.52, 22.18, 21.97, 22.45]"
46th,Alexandria,Perez,22.22,"[20.51, 23.42, 23.48, 18.83, 22.72]"
47th,Allen,Cook,22.26,"[18.91, 23.5, 22.0, 22.62, 22.17]"
48th,Daniel,Mendoza,22.36,"[23.19, 21.19, 20.56, 22.71, 24.02]"
49th,David,Long,22.48,"[25.19, 23.99, 22.99, 20.18, 20.47]"
50th,Sarah,Hunt,22.53,"[20.04, 24.04, 22.95, 22.6, 22.05]"
51st,Sarah,Torres,22.55,"[21.45, 22.91, 20.69, 23.3, 24.68]"
52nd,Tiffany,Dixon,22.55,"[25.21, 21.9, 24.0, 19.6, 21.74]"
53rd,Jeremy,Fisher,22.59,"[22.09, 20.38, 23.89, 21.8, 25.1]"
54th,Chad,Thomas,22.64,"[23.45, 21.84, 23.09, 22.98, 20.23]"
55th,Anita,Buchanan,22.7,"[22.94, 22.44, 24.37, 22.69, 22.48]"
56th,Heather,Ali,22.74,"[23.02, 22.25, 18.01, 22.94, 23.53]"
57th,Robert,Young,22.77,"[21.84, 24.99, 20.38, 21.47, 25.34]"
58th,Andrew,Barnett,22.79,"[23.07, 22.59, 22.7, 'DNF', 21.95]"
59th,Christopher,Wu,22.81,"[22.4, 26.06, 23.37, 21.0, 22.67]"
60th,Andrew,Bradford,22.82,"[23.06, 20.95, 22.35, 23.72, 23.05]"
61st,Ryan,Stoyko,22.82,"[22.58, 24.47, 17.79, 21.65, 24.24]"
62nd,Brittany,Carroll,22.85,"[21.95, 21.75, 24.58, 24.74, 22.01]"
63rd,Taylor,Roach,22.96,"[23.11, 24.92, 19.7, 21.29, 24.47]"
64th,Gabrielle,Brock,23.02,"[23.57, 22.05, 24.4, 23.29, 22.19]"
65th,William,Hill,23.03,"[21.33, 23.61, 23.44, 22.03, 25.01]"
66th,Danielle,Knapp,23.04,"[22.26, 24.15, 26.6, 20.99, 22.7]"
67th,Denise,Diaz,23.06,"[25.56, 20.81, 20.81, 25.69, 22.82]"
68th,Tracy,Snyder,23.06,"[23.21, 22.65, 19.42, 28.02, 23.32]"
69th,Tammy,Powers,23.07,"[23.6, 18.58, 24.01, 21.6, 24.36]"
70th,George,Wright,23.1,"[24.07, 23.38, 23.62, 22.29, 21.84]"
71st,Maria,Turner,23.12,"[24.12, 25.73, 24.69, 20.52, 20.55]"
72nd,Kelly,Morris,23.13,"[23.14, 22.39, 23.25, 23.39, 23.01]"
73rd,Denise,Harrison,23.41,"[21.6, 20.94, 24.49, 26.45, 24.15]"
74th,James,Wade,23.42,"[21.56, 25.1, 23.79, 19.9, 24.9]"
75th,Joel,Morris,23.45,"[25.99, 23.09, 24.76, 20.32, 22.5]"
76th,Eric,Miller,23.5,"['DNF', 22.82, 25.0, 22.67, 22.27]"
77th,Caitlin,Nolan,23.53,"[20.3, 19.99, 25.79, 27.23, 24.51]"
78th,Henry,Hunter,23.54,"[23.07, 'DNF', 23.36, 24.18, 21.75]"
79th,Nicole,Young,23.62,"[23.12, 23.99, 24.46, 22.19, 23.74]"
80th,James,Martin,23.64,"[24.22, 22.63, 21.84, 26.39, 24.06]"
81st,Christopher,Kim,23.79,"[23.27, 23.9, 24.31, 24.19, 22.61]"
82nd,Julie,Barr,23.79,"[25.05, 23.18, 'DNF', 23.15, 23.1]"
83rd,Douglas,Robinson,23.81,"[19.3, 25.91, 'DNF', 18.87, 26.21]"
84th,Donald,Levy,23.85,"[24.16, 25.7, 21.69, 25.8, 19.69]"
85th,Regina,Erickson,23.86,"[26.45, 22.93, 22.97, 23.84, 24.78]"
86th,Krystal,Kane,23.92,"[21.23, 24.76, 24.53, 22.47, 29.81]"
87th,Jared,Hahn,23.97,"[20.45, 21.07, 25.62, 27.05, 25.21]"
88th,Victor,Francis,24.15,"[23.97, 23.6, 24.88, 21.25, 25.5]"
89th,Eric,Meadows,24.21,"[24.88, 24.12, 26.73, 23.63, 20.8]"
90th,Sheila,Johnson,24.38,"[25.2, 24.62, 26.21, 23.1, 23.33]"
91st,Christina,Lee,24.45,"[27.12, 21.76, 23.95, 24.03, 25.36]"
92nd,Brittany,Duffy,24.64,"[27.03, 24.42, 24.84, 22.26, 24.67]"
93rd,Brittany,Obrien,24.73,"[22.17, 24.59, 31.77, 23.81, 25.8]"
94th,Kyle,Bailey,24.86,"[24.24, 26.04, 23.77, 24.81, 25.54]"
95th,Lonnie,Green,24.87,"[26.02, 22.43, 23.22, 25.36, 26.04]"
96th,Paul,Norris,24.87,"[24.17, 24.34, 26.11, 22.05, 26.49]"
97th,Charles,Wright,24.94,"[25.22, 24.89, 24.7, 24.16, 26.83]"
98th,Ian,Campbell,25.41,"[24.64, 27.57, 27.09, 24.51, 22.98]"
99th,Justin,Santana,25.73,"[23.97, 19.86, 27.28, 'DNF', 25.93]"
100th,Tiffany,Owens,DNF,"['DNF', 24.6, 22.15, 'DNF', 24.4]"
