The Milwaukee Cup Sponsored by GAN
Top 64 Qualify.
Rank,First Name,Last Name,AO5,Scores
141st,Jade,Berg,24.06,"[21.23, 25.68, 24.27, 23.24, 24.67]"
142nd,Julie,Barr,24.06,"[23.88, 23.55, 27.49, 22.87, 24.75]"
143rd,Krystal,Kane,24.06,"[25.4, 21.4, 26.65, 24.45, 22.34]"
144th,Ashley,Hamilton,24.07,"[25.17, 24.33, 21.83, 23.59, 24.29]"
145th,David,Hamilton,24.09,"[22.91, 23.43, 25.94, 22.89, 27.29]"
146th,David,Mcgee,24.12,"[24.79, 20.96, 22.32, 26.61, 25.24]"
147th,Regina,Erickson,24.15,"[26.77, 24.07, 19.87, 24.54, 23.84]"
148th,Thomas,Gardner,24.16,"[24.22, 21.78, 25.16, 24.47, 23.79]"
149th,Chad,Fisher,24.16,"[24.57, 24.25, 23.66, 27.34, 23.2]"
150th,Michael,Rodgers,24.18,"[24.37, 25.98, 24.43, 22.58, 23.73]"
151st,Steven,Martinez,24.2,"[26.65, 23.5, 22.45, 21.4, 26.85]"
152nd,Cody,Jenkins,24.2,"[20.77, 24.76, 22.81, 27.9, 25.03]"
153rd,Rachel,Ramsey,24.24,"[23.68, 25.79, 19.29, 23.26, 'DNF']"
154th,Renee,Rogers,24.24,"[24.52, 22.93, 25.27, 29.45, 22.02]"
155th,Aaron,Maxwell,24.27,"[22.34, 23.24, 24.86, 24.98, 24.72]"
156th,James,Johnston,24.28,"[22.56, 22.95, 26.56, 25.93, 23.97]"
157th,Carol,Riley,24.29,"[25.36, 20.24, 'DNF', 24.82, 22.7]"
158th,Elizabeth,Johnson,24.3,"[23.59, 25.1, 'DNF', 23.9, 23.9]"
159th,Julia,Stone,24.3,"[26.46, 24.6, 23.73, 24.39, 23.92]"
160th,Wendy,Reyes,24.31,"[22.91, 24.86, 25.51, 22.42, 25.17]"
161st,Anna,Charles,24.36,"[24.32, 26.27, 23.06, 25.53, 23.22]"
162nd,David,Clarke,24.36,"[27.43, 23.6, 23.59, 25.8, 23.67]"
163rd,Brittney,Gonzalez,24.39,"[23.45, 25.18, 25.57, 24.53, 23.38]"
164th,Eric,Miller,24.39,"[23.19, 24.23, 'DNF', 25.09, 23.85]"
165th,Ryan,Stoyko,24.41,"[24.81, 22.85, 22.01, 26.59, 25.56]"
166th,David,Nichols,24.41,"[27.36, 23.08, 20.0, 28.3, 22.79]"
167th,Susan,Cox,24.43,"[24.99, 25.99, 23.42, 21.02, 24.88]"
168th,Paul,Potter,24.43,"[24.96, 25.67, 24.21, 24.11, 22.74]"
169th,Wendy,Herrera,24.44,"[24.01, 23.7, 'DNF', 22.2, 25.62]"
170th,Felicia,Martinez,24.44,"[25.67, 27.16, 23.17, 23.45, 24.19]"
171st,Jose,Campbell,24.46,"[27.2, 23.36, 22.58, 25.2, 24.83]"
172nd,Kristi,Reeves,24.47,"[27.8, 26.68, 23.22, 23.5, 21.66]"
173rd,Devon,Fisher,24.51,"[25.06, 23.82, 20.39, 28.35, 24.66]"
174th,Shelby,Contreras,24.52,"[25.28, 22.48, 24.93, 23.35, 25.37]"
175th,Sonya,Michael,24.59,"[26.16, 23.97, 25.26, 24.48, 24.04]"
176th,Heather,Soto,24.59,"[23.67, 29.39, 22.37, 26.14, 23.95]"
177th,Ian,Campbell,24.61,"[24.57, 24.58, 27.85, 24.69, 23.88]"
178th,Charles,Wright,24.62,"[22.02, 25.85, 'DNF', 23.37, 24.64]"
179th,Jennifer,Brown,24.68,"[24.67, 25.16, 23.23, 'DNF', 24.2]"
180th,Kayla,James,24.7,"[24.08, 24.21, 'DNF', 23.87, 25.8]"
181st,Karen,Flores,24.71,"[23.97, 27.86, 24.16, 25.91, 24.07]"
182nd,Austin,Carpenter,24.71,"[23.62, 24.24, 24.3, 25.58, 26.12]"
183rd,Melissa,Mason,24.72,"[23.32, 25.48, 25.69, 25.37, 22.49]"
184th,Paige,Johnson,24.72,"[27.69, 25.29, 24.14, 23.2, 24.72]"
185th,Kathleen,Nguyen,24.72,"[24.09, 24.64, 25.19, 25.32, 24.33]"
186th,Carol,Cook,24.73,"[23.1, 24.57, 25.26, 24.37, 25.33]"
187th,Rebecca,Gonzalez,24.75,"[25.91, 24.69, 24.53, 25.02, 22.48]"
188th,Daniel,Wade,24.75,"[21.9, 24.93, 23.46, 'DNF', 25.87]"
189th,Sarah,Mendoza,24.76,"[26.54, 24.25, 24.65, 24.53, 25.09]"
190th,Kenneth,Barton,24.76,"[27.55, 24.89, 22.2, 24.62, 24.78]"
191st,Christopher,Wu,24.78,"[24.84, 22.94, 26.05, 23.44, 27.6]"
192nd,Michelle,Evans,24.78,"[22.33, 25.52, 24.4, 24.97, 24.97]"
193rd,Vanessa,Williams,24.78,"[24.23, 26.92, 25.47, 22.06, 24.63]"
194th,Steven,Meyer,24.8,"[25.61, 23.34, 25.45, 20.05, 28.85]"
195th,Michelle,Boyle,24.8,"[24.76, 28.13, 24.8, 23.78, 24.84]"
196th,Richard,Austin,24.81,"[27.57, 26.49, 22.05, 25.9, 20.89]"
197th,Daniel,Espinoza,24.83,"[27.64, 25.89, 23.23, 25.37, 22.38]"
198th,Joseph,Harmon,24.83,"[23.59, 22.8, 25.71, 25.18, 26.53]"
199th,Belinda,Carter,24.85,"[23.48, 24.39, 22.09, 27.42, 26.69]"
200th,Barry,Lewis,24.86,"[25.18, 23.45, 25.85, 26.04, 23.56]"
201st,Emily,Kim,24.86,"[27.3, 25.65, 24.28, 24.64, 24.19]"
202nd,Amanda,Scott,24.87,"[25.31, 24.71, 18.6, 24.58, 26.55]"
203rd,Kelly,Knight,24.88,"[25.48, 24.22, 24.95, 22.56, 27.81]"
204th,Patricia,Tyler,24.88,"[24.86, 24.95, 23.7, 24.82, 26.55]"
205th,Cynthia,Hartman,24.88,"[25.47, 25.16, 23.57, 24.0, 26.09]"
206th,Randall,Campbell,24.92,"[24.4, 25.27, 24.62, 24.88, 25.77]"
207th,Tyler,Jennings,24.93,"[25.71, 23.78, 25.24, 25.5, 24.06]"
208th,Gerald,Crane,24.99,"[25.22, 24.57, 27.39, 23.08, 25.18]"
209th,Karen,Mayer,25.01,"[26.11, 25.35, 25.09, 24.58, 23.87]"
210th,Jennifer,Chung,25.02,"[26.4, 26.74, 24.73, 23.92, 20.74]"
211th,Christina,Smith,25.03,"[25.48, 26.9, 22.75, 24.92, 24.7]"
212th,Alexander,Stewart,25.04,"[24.91, 22.62, 24.56, 25.66, 26.83]"
213th,Bryan,Bishop,25.06,"[21.57, 22.62, 26.33, 26.87, 26.22]"
214th,Nathaniel,Vargas,25.08,"[24.59, 27.27, 24.61, 25.03, 25.59]"
215th,Sarah,Riggs,25.1,"[24.93, 23.48, 26.89, 22.25, 27.5]"
216th,David,Cook,25.13,"[24.82, 25.13, 25.44, 23.8, 26.77]"
217th,Isaiah,Norton,25.13,"[23.77, 26.63, 'DNF', 25.0, 22.7]"
218th,Jennifer,Mcintyre,25.15,"[24.81, 24.87, 23.33, 25.76, 28.67]"
219th,Jennifer,Horne,25.16,"[25.78, 26.41, 22.11, 25.26, 24.44]"
220th,Bonnie,Barrett,25.18,"[22.33, 26.0, 23.59, 26.96, 25.94]"
221st,Jennifer,Fuller,25.19,"[25.28, 24.67, 25.87, 24.46, 25.63]"
222nd,April,Williams,25.24,"[23.8, 27.44, 29.02, 23.66, 24.48]"
223rd,Regina,Cook,25.24,"[26.05, 24.91, 26.21, 24.75, 24.76]"
224th,Rebecca,Palmer,25.25,"[25.14, 28.8, 26.56, 24.04, 22.71]"
225th,Jessica,Wallace,25.25,"[23.05, 27.11, 24.07, 26.1, 25.57]"
226th,Christy,Gallegos,25.26,"[27.05, 23.17, 25.68, 24.7, 25.39]"
227th,Nicole,Hendricks,25.26,"[29.84, 26.25, 25.02, 24.5, 22.69]"
228th,Traci,Cox,25.33,"[23.75, 24.27, 26.04, 26.05, 25.68]"
229th,Natasha,Williams,25.33,"[26.48, 22.35, 24.13, 26.49, 25.39]"
230th,Justin,Santos,25.34,"[25.99, 24.47, 27.94, 25.57, 23.56]"
231st,Karen,Hunter,25.36,"[24.97, 26.34, 24.03, 24.77, 27.06]"
232nd,Michael,Lee,25.37,"[28.71, 25.02, 22.54, 27.84, 23.26]"
233rd,Jordan,Chavez,25.38,"[26.65, 25.39, 24.55, 21.72, 26.19]"
234th,Chelsea,Castillo,25.44,"[25.9, 26.79, 21.22, 24.83, 25.58]"
235th,Christopher,Garcia,25.44,"[25.36, 26.04, 24.22, 25.81, 25.15]"
236th,Christian,Fleming,25.44,"[23.95, 23.83, 27.12, 26.96, 25.41]"
237th,Joseph,Morton,25.44,"[25.34, 26.32, 24.67, 27.33, 24.1]"
238th,Alan,Morrow,25.46,"[25.23, 26.33, 23.81, 24.83, 26.97]"
239th,John,Oconnor,25.48,"[25.09, 27.0, 27.72, 24.34, 23.37]"
240th,Heidi,Grant,25.49,"[27.59, 27.56, 23.88, 25.03, 22.18]"
241st,Stephanie,Ward,25.49,"[24.56, 26.9, 25.02, 27.04, 23.05]"
242nd,Andrew,Gonzalez,25.55,"[26.92, 26.15, 26.49, 23.77, 24.01]"
243rd,Anna,Valenzuela,25.55,"[27.39, 23.02, 25.3, 25.02, 26.33]"
244th,Gerald,Nelson,25.55,"[26.54, 25.19, 22.67, 27.8, 24.93]"
245th,Derek,Butler,25.57,"[25.8, 29.0, 23.26, 24.25, 26.65]"
246th,James,Dickson,25.57,"[24.25, 26.48, 25.97, 26.77, 20.13]"
247th,Benjamin,Bowen,25.59,"[24.37, 26.77, 28.25, 25.62, 23.98]"
248th,Rebekah,Williams,25.59,"[22.44, 30.51, 27.96, 25.28, 23.53]"
249th,Samantha,Smith,25.6,"[26.29, 25.32, 26.13, 24.41, 25.36]"
250th,Patrick,Taylor,25.61,"[24.35, 28.38, 24.56, 24.83, 27.45]"
251st,Kimberly,Wells,25.61,"[24.29, 20.49, 26.33, 26.2, 26.84]"
252nd,Ryan,Clark,25.61,"[21.45, 27.38, 25.21, 24.23, 27.58]"
253rd,Jonathan,Howe,25.61,"[24.82, 30.25, 25.01, 26.99, 22.99]"
254th,Michael,Woodward,25.62,"[23.75, 28.34, 24.78, 20.54, 28.71]"
255th,Veronica,Martinez,25.64,"[26.55, 25.33, 24.82, 25.04, 26.93]"
256th,Rebecca,Brown,25.64,"[21.32, 25.23, 25.84, 25.85, 26.66]"
257th,James,Armstrong,25.65,"[24.68, 24.55, 27.72, 32.77, 24.46]"
258th,Amanda,Thomas,25.69,"[25.67, 23.4, 27.38, 24.76, 26.63]"
259th,James,Dunn,25.7,"[29.19, 23.87, 23.23, 26.25, 26.99]"
260th,Beth,Barry,25.71,"[25.33, 26.07, 26.48, 21.31, 25.74]"
261st,Alicia,Graham,25.71,"[22.94, 25.1, 26.39, 25.63, 27.51]"
262nd,Michael,Miller,25.73,"[22.37, 25.48, 27.18, 26.9, 24.82]"
263rd,Derrick,Collins,25.76,"[25.99, 26.92, 28.8, 24.34, 24.36]"
264th,Jason,Webster,25.76,"[25.55, 24.32, 26.92, 25.16, 26.58]"
265th,Robert,Blanchard,25.78,"[28.88, 26.86, 24.78, 25.69, 23.56]"
266th,Elaine,Williams,25.8,"[24.85, 27.32, 26.26, 25.51, 25.63]"
267th,Matthew,Jefferson,25.8,"[27.69, 25.55, 24.87, 23.23, 26.98]"
268th,Jennifer,Wyatt,25.81,"[25.33, 26.16, 27.3, 25.94, 25.15]"
269th,Faith,Gonzalez,25.82,"[26.28, 26.75, 25.68, 25.5, 23.55]"
270th,Wyatt,Gibson,25.84,"[26.25, 25.52, 25.75, 24.28, 28.56]"
271st,David,Garcia,25.86,"['DNF', 25.43, 25.48, 26.67, 23.74]"
272nd,Elizabeth,Henson,25.88,"[28.03, 26.41, 25.8, 25.44, 24.57]"
273rd,Jeanne,Zimmerman,25.89,"[24.26, 28.96, 24.46, 23.84, 30.35]"
274th,Matthew,Mendoza,25.91,"[26.41, 27.67, 26.27, 25.03, 25.05]"
275th,Katelyn,Douglas,25.92,"[28.91, 24.12, 28.54, 24.46, 24.77]"
276th,Heather,Manning,25.92,"[25.12, 24.05, 28.42, 25.29, 27.35]"
277th,Tiffany,Perez,25.93,"['DNF', 24.66, 26.79, 25.96, 25.05]"
278th,Matthew,Romero,25.95,"[23.67, 29.97, 28.01, 25.85, 23.98]"
279th,Frank,Herrera,25.96,"[24.77, 23.88, 30.28, 27.99, 25.11]"
280th,John,Fisher,25.98,"[26.03, 26.53, 26.83, 21.04, 25.38]"
281st,Peter,Fox,25.98,"[24.14, 25.55, 26.57, 27.51, 25.82]"
282nd,Rhonda,Phillips,26.03,"[25.06, 27.3, 28.57, 25.74, 24.96]"
283rd,Kyle,Bailey,26.03,"[24.88, 23.36, 27.4, 28.83, 25.8]"
284th,Matthew,Gutierrez,26.04,"[23.65, 27.54, 26.41, 28.21, 24.18]"
285th,John,Flores,26.07,"[25.27, 'DNF', 25.02, 26.67, 26.27]"
286th,Brian,Daniel,26.08,"[25.47, 26.36, 20.97, 26.41, 28.89]"
287th,Kimberly,Sawyer,26.08,"[26.61, 28.37, 25.29, 20.63, 26.34]"
288th,Melissa,Turner,26.09,"[28.74, 25.45, 28.58, 21.53, 24.24]"
289th,Eric,Young,26.1,"[21.71, 31.39, 28.5, 26.39, 23.42]"
290th,Michael,Davis,26.1,"[23.17, 'DNF', 21.56, 25.86, 29.26]"
291st,Gary,Le,26.12,"[25.62, 26.57, 25.72, 26.07, 29.31]"
292nd,Hailey,Woods,26.12,"[25.19, 20.51, 28.61, 27.87, 25.31]"
293rd,Mark,Thomas,26.13,"[25.67, 28.9, 26.03, 26.68, 22.38]"
294th,Brandon,Rodriguez,26.14,"[24.86, 27.11, 26.71, 24.41, 26.85]"
295th,Paula,Mcgee,26.15,"[23.74, 23.57, 26.29, 28.62, 28.42]"
296th,Darren,Frazier,26.17,"[26.85, 27.96, 24.8, 26.37, 25.29]"
297th,Joshua,Dean,26.2,"[21.99, 29.03, 26.29, 25.43, 26.87]"
298th,Kimberly,Martin,26.21,"[25.55, 28.14, 24.09, 27.7, 25.38]"
299th,Kimberly,Wade,26.22,"[27.32, 25.52, 24.92, 30.02, 25.83]"
300th,Ricardo,Henry,26.24,"[25.09, 27.86, 29.98, 25.57, 25.29]"
301st,Daniel,Reyes,26.27,"[26.17, 26.4, 26.25, 22.92, 28.14]"
302nd,Amy,Allen,26.29,"[29.13, 28.87, 24.06, 25.93, 23.01]"
303rd,David,Mitchell,26.34,"[22.33, 28.23, 24.72, 26.06, 28.41]"
304th,James,Stanton,26.37,"[23.94, 25.82, 25.1, 28.84, 28.2]"
305th,Kathleen,Compton,26.39,"[25.96, 25.63, 25.66, 27.55, 30.07]"
306th,Jennifer,Sexton,26.4,"[25.0, 29.21, 27.79, 26.41, 24.91]"
307th,Christina,Lee,26.43,"[24.96, 27.39, 23.64, 26.95, 27.5]"
308th,Steve,Moore,26.43,"[23.89, 25.92, 26.88, 27.31, 26.49]"
309th,Christina,Willis,26.43,"[25.97, 23.91, 28.08, 27.62, 25.71]"
310th,Justin,Anderson,26.43,"[25.55, 25.52, 29.25, 28.15, 25.59]"
311th,Mariah,Bowers,26.45,"[22.42, 26.96, 28.73, 23.66, 28.96]"
312th,Amber,Aguilar,26.46,"[23.45, 24.63, 30.99, 24.07, 30.68]"
