NumEvents,5
Best Single,23.357,Elise Johnston,Best AO5,31.905,Kelsey Ross,"['DNF', 35.234, 28.852, 29.055, 31.426]"
First Name, Last Name, Age, Expected Time, Best Placing, AVG Placing, Wins, Podiums, Best Single, Best AO5, Best AO5 Times,
Lydia,Hall,28,47.295,116,151.4,0,0,42.578,45.345,"[43.278, 48.062, 46.173, 45.591, 44.271]"
Arianna,Harper,25,47.573,125,155.2,0,0,40.086,45.675,"[55.308, 45.661, 47.683, 40.176, 43.682]"
Lydia,Hawkins,21,43.288,33,75.2,0,0,35.54,39.319,"[38.062, 40.646, 43.371, 36.445, 39.248]"
Sam,Foster,19,46.23,98,125.6,0,0,40.321,44.59,"[43.717, 44.764, 45.296, 45.29, 43.068]"
Agata,Adams,21,42.899,29,62.6,0,0,36.899,40.052,"[45.267, 38.927, 39.609, 39.432, 41.114]"
Kelvin,Hamilton,19,43.441,51,72.0,0,0,34.435,40.106,"[46.871, 38.597, 34.435, 40.547, 41.175]"
John,Walker,24,41.554,25,54.0,0,0,34.593,38.991,"[37.346, 34.593, 43.119, 45.531, 36.508]"
Frederick,Parker,23,44.079,75,129.0,0,0,36.078,42.877,"[45.769, 41.305, 41.557, 46.366, 40.787]"
Belinda,Wright,19,36.785,6,12.0,0,0,27.822,34.207,"[35.008, 33.081, 37.02, 33.714, 33.899]"
Tyler,Alexander,20,45.988,116,137.0,0,0,39.974,45.417,"[45.372, 48.31, 41.142, 43.443, 47.435]"
Mike,Johnson,21,45.006,94,120.0,0,0,39.788,44.208,"[41.186, 45.046, 45.969, 41.609, 48.26]"
Oscar,Warren,29,42.915,18,59.8,0,0,36.163,37.913,"[36.355, 45.192, 39.059, 36.536, 38.145]"
Andrew,Casey,23,46.498,111,151.6,0,0,41.155,45.181,"[46.176, 43.678, 45.688, 47.22, 41.155]"
Jessica,Ellis,30,43.515,67,86.6,0,0,37.124,42.626,"[38.589, 44.072, 42.16, 41.647, 48.554]"
Chester,Craig,22,40.305,17,42.8,0,0,33.897,38.175,"[36.288, 37.999, 38.425, 39.602, 38.102]"
Paul,Spencer,27,47.343,106,149.0,0,0,39.025,44.799,"[42.938, 46.114, 48.359, 44.605, 43.679]"
Paige,Scott,30,40.09,26,43.6,0,0,33.138,36.855,"[38.79, 36.066, 33.138, 42.843, 35.708]"
George,Brooks,30,41.776,41,64.2,0,0,31.851,39.246,"[44.44, 39.438, 37.21, 38.633, 39.667]"
Naomi,Carter,26,45.878,104,133.2,0,0,42.22,44.831,"[43.735, 45.01, 42.373, 45.747, 51.591]"
Jared,Ross,18,40.248,14,27.8,0,0,32.104,34.631,"[33.817, 33.466, 36.048, 44.705, 34.028]"
Jacob,Cole,20,46.094,110,140.4,0,0,39.416,45.132,"[47.061, 44.166, 43.804, 44.17, 52.729]"
Jenna,Harrison,28,45.878,91,141.6,0,0,39.922,44.087,"[45.241, 42.705, 53.097, 44.316, 41.219]"
Alisa,Tucker,21,45.703,84,124.2,0,0,38.15,43.17,"[38.15, 44.049, 50.289, 42.518, 42.943]"
Nicole,Perry,30,44.401,67,118.2,0,0,39.715,42.552,"[44.453, 42.268, 42.554, 40.017, 42.835]"
Maya,Mitchell,19,44.168,33,71.8,0,0,35.672,41.487,"[50.206, 35.672, 44.266, 39.315, 40.879]"
Spike,Roberts,21,52.49,191,197.8,0,0,47.846,51.282,"[59.554, 51.146, 48.95, 53.75, 48.834]"
Emma,Harper,25,46.23,119,141.0,0,0,40.281,45.407,"[46.895, 40.281, 50.97, 42.843, 46.484]"
Victor,Ferguson,26,45.746,107,129.6,0,0,40.341,44.866,"[47.393, 45.646, 41.559, 40.702, 48.178]"
Roman,Adams,28,47.734,100,133.4,0,0,39.131,44.5,"[39.131, 47.64, 41.049, 51.462, 44.811]"
Reid,Russell,29,46.512,79,119.0,0,0,39.892,43.294,"[47.149, 41.039, 41.694, 40.572, 47.814]"
Fenton,Andrews,30,41.093,25,50.4,0,0,32.0,32.0,"[32.0, 32.0, 32.0, 32.0, 32.0]"
Harold,Harper,26,39.437,22,34.2,0,0,28.824,37.037,"[36.971, 40.646, 30.542, 37.715, 36.425]"
Hailey,Carroll,23,47.973,138,156.6,0,0,35.968,46.18,"[46.858, 50.559, 45.247, 46.434, 40.884]"
Deanna,Evans,21,38.402,9,24.0,0,0,30.58,36.522,"[35.776, 38.74, 34.042, 41.637, 35.051]"
Garry,Dixon,27,38.171,7,16.4,0,0,28.689,34.705,"[32.82, 34.892, 35.795, 33.882, 35.34]"
Violet,Carter,27,47.259,109,158.4,0,0,41.964,44.615,"[42.852, 46.098, 41.964, 53.159, 44.896]"
Victor,Hill,23,45.999,93,140.2,0,0,38.078,44.344,"[46.072, 43.024, 39.269, 43.937, 46.675]"
Elise,Johnston,21,35.299,1,3.8,1,3,23.357,32.176,"[26.767, 35.619, 31.851, 32.079, 32.597]"
Alen,Bailey,19,45.64,73,131.4,0,0,39.117,42.854,"[42.245, 44.015, 41.121, 51.055, 42.303]"
Leonardo,Jones,25,44.505,78,105.6,0,0,36.259,43.517,"[43.767, 55.453, 40.177, 39.413, 46.608]"
Connie,Miller,24,43.346,60,73.8,0,0,35.24,41.826,"[44.443, 39.065, 35.584, 42.263, 44.15]"
Amanda,Ryan,23,36.194,2,7.8,0,1,28.687,32.241,"[30.943, 30.387, 35.515, 31.828, 33.953]"
Dominik,West,24,39.925,28,44.0,0,0,33.061,37.071,"[35.122, 38.171, 37.117, 35.926, 39.642]"
Arianna,Alexander,29,52.226,181,194.6,0,0,43.94,49.647,"[48.89, 51.863, 49.315, 50.737, 45.262]"
Evelyn,Parker,23,42.346,26,65.8,0,0,33.801,39.831,"[43.178, 38.197, 39.664, 41.186, 38.643]"
Nicholas,Kelly,28,41.447,13,37.4,0,0,31.604,38.172,"[46.006, 36.427, 34.648, 34.731, 43.358]"
Nicole,Turner,25,46.557,118,154.0,0,0,38.021,45.403,"[44.717, 49.747, 38.021, 47.077, 44.414]"
Roman,Harrison,22,44.445,108,129.2,0,0,39.627,44.887,"[42.055, 44.614, 44.739, 49.339, 45.309]"
Kirsten,Craig,27,43.166,53,75.2,0,0,36.957,42.022,"[42.68, 39.337, 45.184, 43.347, 40.038]"
Alexander,Turner,20,40.147,24,36.2,0,0,32.015,37.382,"[43.409, 37.39, 36.205, 36.757, 37.999]"
Marcus,Perry,23,44.709,95,114.0,0,0,37.677,44.332,"[42.336, 45.456, 45.012, 42.527, 47.063]"
Ellia,Hunt,30,37.484,10,22.8,0,0,27.259,35.02,"[33.257, 32.148, 39.655, 29.994, 41.538]"
Jasmine,Robinson,18,38.331,7,18.4,0,0,31.915,35.845,"[34.688, 34.318, 34.842, 38.965, 38.004]"
Kristian,Moore,26,45.695,90,121.0,0,0,39.628,43.698,"[41.246, 42.29, 45.666, 44.792, 44.012]"
Chelsea,Harper,29,42.989,49,63.6,0,0,33.906,40.093,"[36.014, 41.804, 42.461, 43.811, 33.906]"
Ryan,Miller,19,48.517,160,176.6,0,0,38.031,47.76,"[47.319, 47.058, 50.905, 38.031, 48.903]"
Mary,Higgins,29,46.967,107,156.4,0,0,42.182,44.859,"[45.687, 43.425, 46.009, 45.466, 43.214]"
Oliver,Ross,24,43.938,66,93.4,0,0,39.596,42.61,"[46.704, 40.142, 39.596, 42.863, 44.825]"
Melissa,Sullivan,27,43.473,79,100.6,0,0,39.444,42.962,"[42.032, 52.062, 43.061, 40.515, 43.792]"
Melissa,Robinson,27,35.447,2,3.6,0,2,24.331,31.145,"[29.733, 38.625, 30.708, 26.599, 32.993]"
Sam,Chapman,22,43.639,51,79.6,0,0,37.118,41.832,"[39.093, 45.016, 40.988, 44.606, 39.903]"
Julian,Johnson,27,43.0,35,100.4,0,0,36.6,39.754,"[36.607, 42.213, 38.931, 49.534, 38.118]"
Kate,Moore,22,43.764,72,100.4,0,0,36.359,43.184,"[44.363, 42.204, 39.061, 43.81, 43.539]"
Adam,Ferguson,27,45.204,132,147.8,0,0,39.783,45.871,"[47.928, 43.513, 42.607, 50.655, 46.172]"
Eric,Dixon,18,47.521,84,149.2,0,0,34.899,43.814,"[38.407, 49.842, 56.156, 43.192, 34.899]"
Brooke,Bennett,18,43.367,43,66.4,0,0,37.165,41.755,"[46.179, 38.908, 49.928, 37.366, 40.177]"
Daisy,Bailey,23,42.499,42,60.8,0,0,31.178,39.119,"[40.66, 38.898, 37.551, 37.8, 44.62]"
Samantha,Perkins,23,46.04,78,104.6,0,0,39.957,43.614,"[48.491, 46.098, 40.423, 40.297, 44.321]"
Vincent,Hall,22,46.43,112,124.0,0,0,43.369,45.195,"[43.369, 46.96, 43.953, 47.31, 44.673]"
Ted,Hawkins,25,42.4,23,52.0,0,0,32.222,37.972,"[38.868, 32.222, 34.956, 44.756, 40.091]"
Harold,Cunningham,30,41.458,39,49.2,0,0,32.095,38.46,"[35.69, 38.124, 40.732, 37.623, 39.632]"
Kelsey,Ross,28,35.41,2,9.4,0,1,25.712,31.905,"['DNF', 35.234, 28.852, 29.055, 31.426]"
Michael,Brown,18,44.628,93,112.4,0,0,35.539,44.289,"[48.617, 35.539, 44.746, 46.559, 41.562]"
Adam,Thompson,23,40.565,28,46.0,0,0,32.082,38.558,"[41.83, 'DNF', 34.096, 33.722, 39.747]"
Leonardo,Henderson,26,44.327,77,108.4,0,0,39.891,43.497,"[42.415, 44.055, 44.021, 47.354, 40.946]"
Cherry,Evans,23,52.667,193,196.0,0,0,45.214,51.015,"[49.11, 51.618, 51.872, 49.554, 54.733]"
Brianna,Thomas,21,39.913,25,47.4,0,0,32.468,36.397,"[36.866, 36.393, 35.931, 35.544, 40.602]"
Harold,Alexander,20,43.972,65,112.0,0,0,40.725,42.298,"[40.725, 41.661, 48.324, 42.197, 43.035]"
James,Wilson,28,44.172,83,116.6,0,0,37.001,43.15,"[46.619, 45.729, 37.001, 41.386, 42.335]"
Kelsey,Morrison,18,41.566,36,60.8,0,0,33.323,38.513,"[39.131, 38.013, 39.611, 38.394, 36.472]"
Richard,Johnston,23,43.748,51,91.8,0,0,34.892,40.917,"[40.845, 44.433, 40.497, 38.993, 41.408]"
Julian,Gibson,20,47.729,171,183.2,0,0,44.705,47.889,"[46.164, 50.437, 49.32, 47.834, 46.514]"
Miley,Riley,18,46.881,105,140.8,0,0,41.368,44.797,"[43.509, 43.333, 51.232, 44.496, 46.386]"
Kate,Dixon,23,44.261,75,93.2,0,0,36.113,42.784,"[39.967, 46.188, 37.215, 50.801, 42.196]"
Paige,Casey,29,46.676,133,149.6,0,0,41.674,46.424,"[44.025, 47.144, 47.587, 44.95, 47.178]"
Anna,Parker,30,45.692,81,127.0,0,0,36.505,43.024,"[45.607, 43.477, 39.988, 49.498, 38.987]"
Vanessa,Thompson,25,45.8,99,131.8,0,0,39.161,44.642,"[44.952, 43.044, 39.161, 47.163, 45.931]"
Nicole,Bennett,27,49.537,143,177.0,0,0,43.034,47.057,"[44.036, 43.034, 48.495, 53.183, 48.64]"
Alina,Dixon,23,42.78,55,73.0,0,0,33.814,40.328,"[40.475, 44.65, 40.694, 35.11, 39.814]"
Miller,Farrell,22,39.453,15,41.8,0,0,30.489,37.999,"[36.41, 41.753, 35.834, 44.665, 35.36]"
Lucas,Ross,24,51.625,189,193.6,0,0,45.858,50.173,"[48.702, 47.355, 50.367, 53.065, 51.451]"
Elian,Cunningham,27,41.821,48,61.2,0,0,30.845,39.63,"[43.934, 37.399, 41.029, 40.462, 30.845]"
Edgar,Foster,19,48.088,111,150.4,0,0,40.876,45.158,"[46.689, 40.876, 'DNF', 43.825, 44.961]"
Daryl,Perry,28,47.247,86,135.4,0,0,38.8,43.338,"[38.8, 43.951, 39.849, 46.637, 46.215]"
Owen,Carter,23,46.952,158,169.2,0,0,40.853,46.964,"[52.833, 50.457, 40.853, 45.416, 45.02]"
Justin,Allen,19,43.367,62,86.2,0,0,37.822,41.338,"[44.365, 40.997, 37.822, 44.858, 38.651]"
Amanda,Perry,29,47.774,125,157.6,0,0,41.016,45.656,"[41.016, 46.52, 53.689, 49.022, 41.427]"
Evelyn,Perkins,29,44.109,72,98.2,0,0,38.549,43.212,"[38.549, 44.758, 41.981, 42.898, 49.399]"
Adrian,Andrews,24,47.921,138,159.4,0,0,42.529,46.494,"[48.758, 44.025, 45.16, 49.0, 45.563]"
Chloe,Ellis,20,39.898,18,41.0,0,0,32.599,37.449,"[37.77, 45.802, 36.015, 37.813, 36.763]"
Camila,Cameron,24,45.936,115,149.0,0,0,41.933,45.197,"[50.163, 47.975, 43.193, 42.146, 44.422]"
Edith,Hall,24,47.666,129,161.0,0,0,39.712,45.876,"[43.547, 44.372, 40.166, 49.71, 52.001]"
Carl,Cunningham,18,46.756,77,142.6,0,0,40.99,43.604,"[41.861, 47.519, 43.358, 44.91, 42.544]"
Kate,Hamilton,24,37.767,5,12.8,0,0,28.885,34.511,"[33.334, 33.208, 44.576, 33.966, 36.233]"
Sienna,Thompson,30,43.952,60,96.0,0,0,35.084,41.843,"[41.341, 36.268, 45.49, 40.308, 43.881]"
Aiden,Howard,26,42.786,49,73.8,0,0,35.766,42.407,"[41.143, 44.755, 45.694, 41.323, 38.465]"
Violet,Spencer,30,37.03,7,13.2,0,0,29.358,34.704,"[36.171, 34.828, 31.902, 39.259, 33.114]"
Haris,Elliott,21,47.36,93,142.4,0,0,39.861,44.2,"[39.861, 44.158, 45.244, 52.009, 43.197]"
Myra,Ferguson,29,35.066,1,4.2,2,2,26.197,31.687,"[38.831, 28.354, 31.153, 34.618, 29.291]"
Sydney,Owens,28,43.024,45,77.8,0,0,36.724,40.348,"[44.002, 37.667, 47.17, 38.118, 38.923]"
Derek,Walker,21,35.246,1,5.2,2,3,26.82,30.964,"[30.024, 30.068, 30.235, 32.589, 40.178]"
Oliver,Howard,22,46.168,33,104.0,0,0,32.0,32.0,"[32.0, 32.0, 32.0, 32.0, 32.0]"
Dale,Rogers,30,46.635,117,139.8,0,0,39.347,45.315,"[54.233, 42.081, 46.902, 43.79, 45.253]"
Dexter,Richards,21,50.586,173,182.4,0,0,45.082,48.85,"[46.297, 45.082, 54.085, 48.447, 51.807]"
Leonardo,Stewart,28,42.226,65,89.8,0,0,33.998,42.199,"[42.028, 43.178, 44.721, 41.392, 40.961]"
Emma,Russell,28,42.052,17,42.4,0,0,32.735,38.854,"[34.805, 32.735, 44.447, 41.967, 39.791]"
Olivia,Cameron,21,44.419,56,108.8,0,0,35.844,42.026,"[37.483, 'DNF', 39.201, 42.018, 44.858]"
Arnold,Mitchell,23,49.361,177,183.6,0,0,45.381,48.675,"[45.381, 49.157, 56.303, 50.028, 46.84]"
Naomi,Walker,25,51.152,184,190.0,0,0,43.941,49.508,"[48.764, 48.159, 46.292, 60.043, 51.6]"
Maria,Robinson,26,47.369,136,162.0,0,0,38.419,46.231,"[48.786, 44.457, 45.449, 43.636, 49.06]"
Sofia,Scott,27,39.506,14,45.8,0,0,28.143,37.652,"[40.225, 34.695, 45.285, 37.053, 35.679]"
Ted,Warren,18,42.485,32,58.4,0,0,34.092,39.701,"[38.113, 38.691, 41.196, 39.216, 45.191]"
Reid,Brooks,22,46.796,146,157.6,0,0,43.614,47.115,"[47.959, 46.778, 47.974, 46.609, 44.25]"
Max,Hall,28,40.341,27,37.2,0,0,30.056,36.302,"[30.056, 40.168, 31.747, 36.99, 46.21]"
Luke,Moore,29,42.902,44,76.4,0,0,37.172,41.108,"[38.912, 43.131, 48.17, 38.954, 41.238]"
Alan,Johnston,28,43.677,82,109.0,0,0,36.232,43.135,"[36.232, 46.646, 46.05, 39.942, 43.412]"
Kate,Martin,30,37.196,6,16.2,0,0,30.406,35.173,"[42.213, 37.494, 33.204, 32.275, 34.82]"
Miley,West,28,50.447,177,190.4,0,0,45.113,48.643,"[49.081, 45.113, 47.886, 52.985, 48.961]"
Alisa,Roberts,27,43.551,86,117.8,0,0,33.348,43.558,"[33.348, 46.477, 46.0, 38.196, 48.796]"
Kristian,Ross,24,47.189,108,139.6,0,0,37.407,44.948,"[45.73, 42.734, 44.535, 45.33, 44.979]"
Owen,Edwards,18,45.638,70,113.0,0,0,38.974,42.706,"[40.434, 38.974, 43.716, 43.967, 45.544]"
Patrick,Hawkins,20,43.274,50,96.6,0,0,33.461,41.788,"[40.718, 39.165, 40.725, 46.566, 43.922]"
Maximilian,Cooper,30,45.191,73,106.4,0,0,41.727,43.215,"[45.416, 42.707, 44.059, 41.851, 42.878]"
Luke,Thomas,18,39.443,14,33.6,0,0,32.331,35.862,"[39.619, 33.897, 38.087, 34.172, 35.326]"
Walter,Morgan,27,39.609,21,34.2,0,0,30.318,35.751,"[46.271, 32.562, 33.681, 34.74, 38.832]"
Aldus,Cooper,30,48.243,170,174.6,0,0,46.032,48.17,"[48.048, 52.917, 49.121, 47.162, 47.341]"
Jordan,Johnson,27,46.714,90,120.0,0,0,37.476,44.152,"[47.068, 37.476, 40.36, 47.623, 45.029]"
Michelle,Perkins,27,40.19,47,49.6,0,0,31.249,37.097,"[37.133, 41.018, 37.323, 36.834, 33.017]"
Rubie,Morrison,20,42.734,61,79.2,0,0,37.928,40.76,"[37.928, 39.612, 44.819, 39.882, 42.786]"
Aida,Taylor,25,49.951,184,190.8,0,0,45.163,49.75,"[51.346, 50.048, 47.362, 53.984, 47.856]"
Adelaide,Elliott,24,44.764,73,95.8,0,0,39.637,42.971,"[44.993, 46.248, 39.637, 40.033, 43.886]"
Alissa,Bailey,24,35.241,2,9.4,0,2,27.03,33.256,"[28.899, 33.186, 33.665, 37.334, 32.918]"
Cherry,Ross,30,47.853,154,169.4,0,0,42.241,47.456,"[46.931, 42.338, 47.025, 48.574, 48.412]"
Sarah,Ross,24,45.556,117,147.0,0,0,39.303,44.9,"[47.459, 42.094, 44.783, 51.356, 42.458]"
John,Harris,28,36.396,8,13.6,0,0,28.653,32.16,"[30.937, 29.844, 37.427, 32.647, 32.897]"
Carl,Harris,27,47.693,106,152.8,0,0,41.867,44.918,"[45.728, 47.966, 43.411, 45.615, 41.867]"
Amy,Anderson,21,49.124,91,165.0,0,0,41.306,43.829,"[41.306, 46.33, 48.934, 43.686, 41.471]"
Dexter,Walker,18,47.333,96,139.0,0,0,39.224,44.359,"[44.625, 44.588, 39.224, 43.864, 47.65]"
Oliver,Barrett,20,45.527,77,100.0,0,0,36.988,42.862,"[42.8, 42.781, 36.988, 43.006, 53.994]"
Brad,Roberts,29,37.023,11,23.6,0,0,31.084,35.035,"[32.03, 34.709, 34.039, 36.358, 'DNF']"
Edgar,Campbell,26,39.991,22,35.0,0,0,33.094,37.027,"[42.616, 35.492, 36.171, 39.287, 35.623]"
Arnold,Mason,29,41.175,22,38.6,0,0,33.643,38.379,"[38.559, 35.896, 42.721, 36.213, 40.364]"
Bruce,Hill,30,39.239,13,21.6,0,0,29.512,36.912,"[30.144, 30.181, 36.982, 43.573, 47.058]"
Valeria,Hunt,18,42.014,29,58.0,0,0,34.593,39.809,"[42.131, 34.593, 45.975, 40.891, 36.405]"
Daniel,Riley,27,37.757,7,14.8,0,0,29.062,34.525,"[34.411, 38.329, 34.539, 34.626, 32.583]"
Rafael,Casey,29,46.997,89,125.8,0,0,37.786,43.607,"[49.254, 46.359, 40.96, 40.705, 43.503]"
Ada,Tucker,28,39.238,9,24.4,0,0,30.185,35.979,"[36.757, 41.788, 35.388, 35.791, 31.928]"
Edward,Scott,27,47.127,122,147.4,0,0,41.971,45.475,"[45.862, 44.39, 47.635, 46.174, 42.98]"
Lucas,Howard,26,48.211,140,168.0,0,0,43.541,46.566,"[45.626, 46.407, 48.901, 46.276, 47.016]"
Mary,Farrell,25,52.101,184,194.6,0,0,43.094,49.801,"[54.487, 49.332, 49.341, 50.058, 50.005]"
Brad,Reed,20,43.468,39,61.0,0,0,34.951,40.842,"[41.322, 39.829, 40.438, 40.767, 41.783]"
Tiana,Turner,26,45.47,92,108.0,0,0,37.559,43.885,"[48.125, 42.092, 39.419, 41.438, 50.537]"
Alisa,Cole,27,41.218,25,52.2,0,0,33.225,38.202,"[41.074, 38.726, 38.958, 36.921, 36.803]"
Oliver,Jones,19,42.014,37,62.6,0,0,33.936,40.609,"[41.154, 41.953, 38.347, 38.719, 43.126]"
Byron,Reed,27,46.55,124,147.4,0,0,41.932,45.586,"[46.492, 46.721, 43.346, 43.577, 46.689]"
Honey,Reed,24,46.329,109,135.6,0,0,40.659,44.987,"[43.514, 48.768, 44.087, 44.343, 46.532]"
Jasmine,Cooper,19,39.641,31,39.6,0,0,31.172,37.64,"[34.179, 41.431, 32.527, 37.31, 44.712]"
Maximilian,Henderson,23,45.54,97,124.8,0,0,39.172,44.224,"[43.737, 48.233, 42.821, 39.172, 46.114]"
Anna,Myers,20,51.569,187,192.2,0,0,48.036,49.7,"[48.718, 48.998, 51.084, 50.423, 49.679]"
Annabella,Owens,21,38.887,9,20.2,0,0,29.641,35.579,"[34.445, 34.806, 38.227, 37.487, 33.856]"
Dale,Stewart,18,49.305,176,186.0,0,0,43.998,49.222,"[44.931, 'DNF', 47.879, 46.035, 53.751]"
Adelaide,Myers,26,39.332,9,24.4,0,0,31.438,36.3,"[37.412, 40.671, 32.499, 37.36, 34.127]"
Rebecca,Perkins,27,46.013,114,146.8,0,0,39.311,45.291,"[43.548, 39.311, 46.777, 45.548, 50.274]"
Tony,Richards,30,50.089,182,186.6,0,0,45.264,49.718,"[49.072, 49.102, 50.543, 54.524, 49.509]"
Brooke,Douglas,19,45.213,103,135.8,0,0,38.771,44.515,"[43.236, 46.5, 38.771, 45.653, 44.657]"
Rosie,Perry,25,43.859,44,87.6,0,0,39.284,42.387,"[42.165, 40.244, 44.355, 43.228, 41.767]"
Sydney,Morrison,27,46.025,110,136.8,0,0,42.274,44.995,"[51.316, 43.853, 42.274, 45.417, 45.714]"
Arnold,Barrett,23,41.093,23,45.2,0,0,34.435,37.993,"[35.862, 42.033, 35.026, 39.218, 38.899]"
Alisa,Crawford,25,52.856,195,199.2,0,0,41.847,52.401,"[51.971, 53.859, 51.377, 53.217, 52.016]"
Tony,Fowler,29,46.182,109,128.6,0,0,40.873,44.771,"[44.768, 41.25, 44.22, 45.326, 49.565]"
Patrick,Clark,22,42.115,52,71.6,0,0,35.172,40.047,"[37.456, 39.741, 39.313, 41.087, 42.72]"
Fiona,Howard,20,45.166,113,125.8,0,0,40.695,44.805,"[41.534, 47.114, 45.517, 44.269, 44.63]"
Vincent,Crawford,28,51.995,184,189.8,0,0,45.744,50.112,"[48.028, 50.14, 52.344, 45.744, 52.168]"
